name;addr
Neave United Methodist Church;3276 Willow Neave Rd Falmouth KY 41040
Salem United Methodist Church;4720 KY-596 Germantown KY 41044
Ferguson United Methodist Church;500 Jacksboro Street Ferguson KY 42533
Mt. Carmel United Methodist Church;7583 Mt. Carmel Road Flemingsburg KY 41041
Lebanon First United Methodist Church;236 North Spalding Avenue Lebanon KY 40033
Salem United Methodist Church;3989 Linnie Rheber Rd Liberty KY 42539
Williamstown United Methodist Church;206 Paris Street Williamstown KY 41097
Bloomfield United Methodist Church;126 Taylorsville Road Bethlehem KY 40007
Owenton United Methodist Church;310 N Main Street Shelbyville KY 40065
Centenary United Methodist Church;429 Main Street Shelbyville KY 40065
Olive Branch United Methodist Church;6383 Zaring Mill Rd Shelbyville KY 40065
Pleasureville United Methodist Church;5651 Castle Hwy Pleasureville KY 40057
St John United Methodist Church;212 Martin Luther King Jr Street Shelbyville KY 40065
Falmouth United Methodist Church;230 West Shelby Street Falmouth KY 41040
Jennie's Chapel United Methodist Church;5266 Merritt Ridge Road Windsor KY 42565
Bethlehem (BL) United Methodist Church;43 Sewell Road Shelbyville KY 40065
Germantown United Methodist Church;4027 Broadway Alley Germantown KY 41044
Burtonville United Methodist Church;11593 Salt Lick Road Tollesboro KY 41189
Jones Chapel (Taylor Co) United Methodist Church;580 Bass Ridge Rd Campbellsville KY 42718
Brooksville United Methodist Church;135 Woodward Avenue Brooksville KY 41004
Orangeburg United Methodist Church;7119 Orangeburg Rd Maysville KY 41056
Mount Pisgah United Methodist Church;910 Golds Valley Rd Dry Ridge KY 41035
Sardis Chapel United Methodist Church;281 Sardis Road Nancy KY 42544
Woodlawn United Methodist Church;4110 Woodlawn Road Bardstown KY 40004
Taylorsville United Methodist Church;145 West Main St Taylorsville KY 40071
Mannsville United Methodist Church;179 Bradfordsville Road Campbellsville KY 42718
Felts Chapel United Methodist Church;32 Valley Brook Place Corbin KY 40701
The Joy Center Outreach;1 Joy Center Big Creek KY 40914
Washington United Methodist Church;1917 US 68 Washington KY 41096
Barnett's Creek United Methodist Church;1338 Barnett's Creek Road Columbia KY 42728
Allen Chapel United Methodist Church;6694 Taylorsville Rd Finchville KY 40022
Olivet United Methodist Church;8019 KY Route 1234N Maysville KY 41056
Concord (Pendleton Co) United Methodist Church;3836 KY-159 N Alexandria KY 41001
Burnside United Methodist Church;60 South Grandview Avenue Burnside KY 42519
Concord (Bracken Co);3293 BLADESTON DR Brooksville KY 41004
Fairview United Methodist Church;6072 KY HWY 955 Olive Hill KY 41164
Scott United Methodist Church;118 East Fourth Street Maysville KY 41056
Turtle Lake United Methodist Church;116 2nd Ave W Turtle Lake ND 58575
Washburn United Methodist Church;1002 John Wesley Lane Washburn ND 58577
McClusky United Methodist Church;124 Ave C East McClusky ND 58463
Center United Methodist Church;First & Center Center ND 58530
Salem United Methodist Church;2 Third Street NE PO Box 454 Hazen ND 58545
Martin United Methodist Church;Hwy 52 and East Street Balfour ND 58712
Velva United Methodist Church;2nd Ave & 1st St W Velva ND 58790
Salem United Methodist Church;Main St & 3rd Ave E Drake ND 58736
Goodrich United Methodist Church;McKinley & 3rd Goodrich ND 58444
Peace United Methodist Church;216 3rd St North West Beulah ND 58523
Vincent United Methodist Church;1024 Second St SE Minot ND 58701
Legacy United Methodist Church;4600 Durango Drive Bismarck ND 58503
Mandan United Methodist Church;610 12th Street Mandan ND 58554
Faith United Methodist Church;5900 Hwy. 83 N Minot ND 58701
McCabe United Methodist Church;1030 N 6th Street Bismarck ND 58501
Calvary United Methodist Church;609 N 34th Street Bismarck ND 58501
Tuttle Salem United Methodist Church;401 Main Street N Tuttle ND 58488
First United Methodist Church of Des Lacs;33 3rd  Avenue SE Des Lacs ND 58733
Chaseley United Methodist Church;34th Avnue at Central Chaseley ND 58423
Sterling United Methodist Church;225 McKenzie Street Sterling ND 58572
Pine River United Methodist Church;348 Barclay Avenue Pine River MN 56474
Hubbard United Methodist Church;12150 Broadway Road Park Rapids MN 56470
Akeley United Methodist Church;17 1st Street SE P.O. Box 292 Akeley MN 56433
Menahga United Methodist Church;18  1st St SW Menahga MN 56464
Sebeka United Methodist Church;100 Jefferson Avenue Sebeka MN 56477
Grace United Methodist Church;29318 Patriot Avenue Pequot Lakes MN 56472
Central United Methodist Church;15384 Co Rd 26 VERNDALE MN 56481
Wrightstown United Methodist Church;21513 Co Rd 75 Hewitt MN 56453
Riverside United Methodist Church;1005 Park Avenue N Park Rapids MN 56470
Staples United Methodist Church;310 NE 5th  St NE Staples MN 56479
Motley United Methodist Church;847 3rd Ave S Motley MN 56466
Verndale United Methodist Church;10 3rd St SW   Verndale MN 56481
Joyful Spirit United Methodist Church;110 Colfax Avenue SW Wadena MN 56482
Hewitt United Methodist Church;N Side of Hwy 210 Hewitt MN 56453
Emily United Methodist Church;39994 White Pine Street Emily MN 56447
Park United Methodist Church;315 N 6th Street Brainerd MN 56401
Cascade United Methodist Church;22781 Black Lake Road Deerwood MN 56444
Eagle Bend United Methodist Church;303 Main Street W County Road 22  Eagle Bend MN 56446
Perham United Methodist Church;223 4th Ave SE Perham MN 56573
Clarissa United Methodist Church;310 Leslie Avenue West Clarissa MN 56440
Richville United Methodist Church;State Hwy 78 & County Rd 14 130 SW 1st Ave Richville MN 56576
Henning United Methodist Church;503 Holden Avenue Henning MN 56551
Ottertail United Methodist Church;104 Shores Road Ottertail MN 56571
Frazee United Methodist Church;200 2nd Street NW Frazee MN 56544
Aitkin United Methodist Church;104 2nd St NW Aitkin MN 56431
Dent United Methodist Church;301 Main Street Dent MN 56528
Pine Lake United Methodist Chapel;Pine Lake Rd / N Pine Lake Rd 43472 240th St Aitkin MN 56431
Clotho United Methodist Church;15537 County Road 38 Long Prairie MN 56347
Bemidji United Methodist Church;Beltrami Ave & Ninth Bemidji MN 56601
Peace United Church;524 Central Ave Long Prairie MN 56347
Vergas United Methodist Church;200 West Main St Vergas MN 56587
First United Methodist Church of Little Falls;1000 SE 1st St Little Falls MN 56345
Detroit Lakes United Methodist Church;885 Pembina Trail Detroit Lakes MN 56501
Hill City United Methodist Church;210 Ione Ave Hill City MN 55748
Fleming United Methodist Church;41729 Nature Avenue Aitkin MN 56431
Deer River United Methodist Church;1st Ave NE & 1st St NE Deer River MN 56636
Pastor Pam Shirk;220 E First St Wanette OK 74878
Lexington United Methodist Church;631 E Ash Lexington OK 73051
WAYNE United Methodist Church;300 S CLEMENS WAYNE OK 73095
Bowman Chapel;106 E JACKSON PURCELL OK 73080
Trinity United Methodist Church;211 N 2nd Ave Purcell OK 73080
PAOLI FIRST United Methodist Church;304 Dulin Drive Paoli OK 73074
First United Methodist Church of Stratford;300 E Smith St Stratford OK 74872
Noble United Methodist Church;Us Hwy 77 & E Ash (204 N Main) Noble OK 73068
First United Methodist Church of Konawa;301 W First Street Konawa OK 74849
Broadway United Methodist Church;302 S Broadway Tecumseh OK 74873
First United Methodist Church of PAULS VALLEY;401 N Willow St. Pauls Valley OK 73075
Whitebead United Methodist Church;16524 N. County Rd. 3200 Pauls Valley OK 73075
Bethel United Methodist Church;35500 Hardesty Rd Shawnee OK 74801
Washington United Methodist Church;204 South Main Avenue Washington OK 73093
First United Methodist Church of Maysville;8th Street & Mays Street Maysville OK 73057
Norman First American United Methodist Church;1950 Beaumont Drive Norman OK 73071
Shawnee St. Paul's United Methodist Church;301 North Beard Street Shawnee OK 74801
St. Mark's United Methodist Church;1202 E 9th Shawnee OK 74801
McFarlin Memorial United Methodist Church;419 S University Boulevard Norman OK 73069
St. Stephen's United Methodist Church;1801 W Brooks Norman OK 73069
Goodrich Memorial United Methodist Church;200 W Hayes Street PO Box 523 Norman OK 73069
Wesley United Methodist Church;302 East Independence Shawnee OK 74804
Wynnewood First United Methodist Church;204 S Robberson Wynnewood OK 73098
Bowlegs United Methodist Church;State Highway 59 & Old State Highway 99 Bowlegs OK 74830
Dale United Methodist Church;112 Smith Ave Shawnee OK 74801
Kaney Chapel United Methodist Church;35949 Hwy 59 Bowlegs OK 74830
Pontotoc United Methodist Church;2nd Street Ada OK 74820
Asbury United Methodist Church;508 W 6th Street Ada OK 74820
Mitchell Memorial United Methodist Church;221 West 7th Street ADA OK 74820
First United Methodist Church of Ada;129 W 14th St. Ada OK 74820
First United Methodist Church of Seminole;910 W Wrangler Seminole OK 74868
First United Methodist Church of McLoud;415 S 8th Street McLoud OK 74851
Fitzhugh United Methodist Church;Lee Ave & Jackson Rd Fitzhugh OK 74843
Bridgeview United Methodist Church;4300 W. Indian Hills Road Norman OK 73072
Boiling Springs United Methodist Church;15820 CR 3740 Allen OK 74825
Seminole Hitchitee United Methodist Church;11454 NS 3610 Rd Seminole OK 74868
Lindsay United Methodist Church;114 W Chicksaw Lindsay OK 73052
First United Methodist Church of Elmore City;207 N Main Street Elmore City OK 73433
First United Methodist Church of Moore;201 West Main Oklahoma City OK 73160
Newcastle United Methodist Church;121 E Fox Lane Newcastle OK 73065
First United Methodist Church of Blanchard;1101 N Main (Corner of 10th and Main) Blanchard OK 73010
Harrah United Methodist;2224 N Harrison Harrah OK 73045
Korean First United Methodist Church;3720 SE 59th Oklahoma City OK 73135
Choctaw United Methodist Church;1200 N Choctow Road Choctaw OK 73020
New Life United Methodist Church;1105 NW 27th St Oklahoma City OK 73160
Sulphur United Methodist Church;2022 West 14th Street Sulphur OK 73086
Wickline United Methodist Church;417 Mid-America Blvd Oklahoma City OK 73110
Pathway;1680 East Main St. Davis OK 73030
Wewoka First United Methodist Church;3rd & Okfuskee Wewoka OK 74884
St Andrews United Methodist Church;2727 SW 119th Street Oklahoma City OK 73170
Nicoma Park;NE 19TH & WESTMINSTER OKLAHOMA CITY OK 73132
Sunny Lane United Methodist Church;2020 S Sunnylane Rd Oklahoma City OK 73115
Meeker First United Methodist Church;343443 E Highway 62 Meeker OK 74855
Mary Lee Clark Memorial United Methodist Church;1100 HOWARD DR Oklahoma City OK 73115
St Matthew United Methodist Church;300 N Air Depot Blvd Oklahoma City OK 73110
Southern Hills United Methodist Church;8200 S Pennsylvania Oklahoma City OK 73159
Lambuth Memorial United Methodist Church;3823 S Shields Blvd Oklahoma City OK 73129
Angie Smith Memorial United Methodist Church;601 SW Grand Blvd Oklahoma City OK 73109
Spencer United Methodist Church;NE 52ND & Spencer Rd Spencer OK 73084
Alex United Methodist Church;State Hwy 190 & C St (205 Main St N) Alex OK 73002
Barnard Memorial United Methodist Church;300 East Eighth 8th and Gulf Streets Holdenville OK 74848
Allen United Methodist Church;Broadway Street & Boston Street Allen OK 74825
First United Methodist Church of Oklahoma City;131 NW 4th Street Oklahoma City OK 73102
The Christ Experience (Christ UMC);1006 NE 17th Oklahoma City OK 73111
Jones United Methodist Church;106 Cherokee Jones OK 73049
First United Methodist Church of Prague;1103 Klabzuba Ave Prague OK 74864
St. Luke's United Methodist Church - Asbury Campus;222 NW 15th St Oklahoma City OK 73103
St. Luke's United Methodist Church;222 NW 15th Street Oklahoma City OK 73103
Billy Hooton Memorial United Methodist Church;2444 NW 1ST TERRACE OKLAHOMA CITY OK 73109
Wheatland United Methodist Church;6931 Kleiner St Wheatland OK 73097
Penn Ave Redemption United Methodist Church;1320 N Pennsylvania Avenue Oklahoma City OK 73107
Wesley United Methodist Church;1401 NW 25th ST NW 25th and Douglas Ave. Oklahoma City OK 73106
Charis Alive United Methodist Church;1401 NW 25th Street Oklahoma City OK 73106
Quayle;5001 N Everest Ave Oklahoma City OK 73111
Wewoka United Methodist Church;7402 NS 374 Holdenville OK 74848
Crown Heights United Methodist Church;NW 37th & Western Ave Oklahoma City OK 73118
Linwood United Methodist Church;3034 NW 17th Street Oklahoma City OK 73107
Cornerstone United Methodist Church;2604 N May Ave Oklahoma City OK 73107
Springfield United Methodist Church;381194 N 380 Rd Okemah OK 74859
Johnson Chapel;5401 N 3727 Rd Allen OK 74825
Yeager Mission United Methodist Church;2828  5th St Holdenville OK 74848
Thlopthlocco United Methodist Church;377187 E 1170 Rd Okemah OK 74859
Mustang United Methodist Church;211 W State Hwy 152 Mustang OK 73064
Nichols Hills United Methodist Church;1212 Bedford Drive Oklahoma City OK 73116
Mayfair Heights United Methodist Church;3131 NW 50TH ST Oklahoma City OK 73112
Mosaic United Methodist Church;3131 NW 50th Street Oklahoma City OK 73112
Clark Memorial United Methodist Church;5808 NW 23rd St Oklahoma City OK 73127
Tuttle United Methodist Church;402 S Cimarron Road Tuttle OK 73089
Lakeside United Methodist Church;2925 NW 66th Street Oklahoma City OK 73116
Luther United Methodist Church;South 2nd & Birch Luther OK 73054
Putnam City United Methodist Church;5819 NW 41st Street Oklahoma City OK 73122
Arlington United Methodist Church;E0990 Rd & N3550 Rd Prague OK 74864
North Oklahoma City Native American Fellowship United Methodist Church;102 E Hefner Rd Oklahoma City OK 73114
Seeley Chapel United Methodist Church;2395 E Seeley Chapel Rd Stonewall OK 74871
United Methodist Church of the Good Shepherd;10928 SW 15th Street Yukon OK 73099
Village United Methodist Church;2501 W Britton Road Oklahoma City OK 73120
St Marks United Methodist Church;8140 NW 36th St Bethany OK 73008
Wellston United Methodist Church;4th & Birch Wellston OK 74881
Ninnekah United Methodist Church;9112 South Grand Ninnekah OK 73067
Chapel Hill United Methodist Church;2717 West Hefner Road Oklahoma City OK 73120
Calvin;Walnut St & Hwy 1 Calvin OK 74531
Epworth United Methodist Church;420 W Iowa Avenue P.O. Box 518 Chickasha OK 73018
New Covenant United Methodist Church;2700 South Boulevard Edmond OK 73013
Edmond Chinese International United Methodist Church;321 W. 8th Street Edmond OK 73003
Chandler United Methodist Church;122 W 10th St Chandler OK 74834
Quail Springs United Methodist Church;14617 North Pennsylvania Avenue Oklahoma City OK 73134
Edmond First United Methodist Church;305 E Hurd Edmond OK 73034
Gene Autry First United Methodist Church;833 Highway 53A Gene Autry OK 73436
St. Luke's Edmond United Methodist Church;900 N. Sooner Rd Edmond OK 73034
Friendship United Methodist Church;1410 N WASHINGTON EDMOND OK 73034
Pocasset United Methodist Church;113 Adams St Pocasset OK 73079
Wetumka;205 E Broadway Avenue P.O. Box 391 WETUMKA OK 74883
First United Methodist Church of Yukon;400 Elm Street Yukon OK 73099
New Hope United Methodist Church;11600 N Council Rd Oklahoma City OK 73162
Rush Springs United Methodist Church;209 N 5th Rush Springs OK 73082
Church of the Servant United Methodist Church;14343 North MacArthur Blvd Oklahoma City OK 73142
Connect United Methodist Church of Edmond;5400 N. Coltrane Road Edmond OK 73034
Clarita;901 Main CLARITA OK 74535
First United Methodist Church of Minco;301 N 2nd Minco OK 73059
Acts 2 United Methodist Church;4848 West Covell Rd Edmond OK 73012
St. Pauls United Methodist Church;202 N 3rd Street Okemah OK 74859
Pennington Creek United Methodist Church;1480 South Indian Church Road Tishomingo OK 73460
Grant Chapel United Methodist Church;96097 N 3670 Road Castle OK 74833
Union City United Methodist Church;Third & Kate Bovers St Union City OK 73090
Marlow United Methodist Church;421 W Main Street Marlow OK 73055
Asbury United Methodist Church;516 Maxwell St Ardmore OK 73401
Cogar United Methodist Church;16016 C.S. 2720 Minco OK 73059
Verden United Methodist Church;105 S Main Verden OK 73092
First United Methodist Church of Stroud;324 N 2nd Avenue Stroud OK 74079
Warren Memorial United Methodist Church;1215 M St NE Ardmore OK 73401
First United Methodist Church of Ardmore;501 West Main St Ardmore OK 73401
Healdton First United Methodist Church;668 5th Street Healdton OK 73438
Mannsville United Methodist Church;13th Avenue & Chickasaw Street Mannsville OK 73447
Piedmont United Methodist Church;2525 Piedmont Road North Piedmont OK 73078
First United Methodist Church of TISHOMINGO;202 N NESHOBA TISHOMINGO OK 73460
Lone Grove United Methodist Church;120 Birch Street Lone Grove OK 73443
Weleetka Fellowship United Methodist Church;543 E 7th St. Weleetka OK 74880
Duncan First United Methodist Church;2300 Country Club Rd Duncan OK 73533
Coalgate First United Methodist Church;106 North Newell Street Coalgate OK 74538
Cement United Methodist Church;2nd Street and C Avenue Cement OK 73017
Duncan Wesley United Methodist Church;401 N 1st Street Duncan OK 73533
El Reno Indian Fellowship United Methodist Church;312 N L Avenue EL RENO OK 73036
El Reno Wesley United Methodist Church;101 S Barker El Reno OK 73036
Saint Paul's United Methodist Church;1705 West Beech Avenue Duncan OK 73533
El Reno Ellison Ave;600 S Ellison Avenue El Reno OK 73036
Wilson United Methodist Church;1385 8th St Wilson OK 73463
Hobson United Methodist Church;315 2nd Ave East Hobson MT 59452
Cummunity United Methodist Church;4th Ave & Meagher Judith Gap MT 59453
Moore United Methodist Church;4th Street and Fergus Blvd Moore MT 59464
Denton;201 9th Street S Denton MT 59430
Harlo Federated United Methodist Church;15 NW 1st St Harlowton  MT 59036
Montclair United Methodist Church;200 2nd Ave S Belt MT 59412
Lewistown United Methodist Church;512 W Broadway St Lewistown MT 59457
Winifred;512 W BROADWAY ST LEWISTOWN MT 59457
Geraldine Community United Methodist Church;344 Winchell Ave West Geraldine MT 59446
Sand Coulee United Methodist Church;E Hunter Rd & Miners Ln Sand Coulee MT 59472
Highwood Community United Methodist Church;131 Danburk St N Highwood MT 59450
Christ United Methodist Church;2900  9th Ave South Great Falls MT 59405
Monarch;908 4TH AVE N GREAT FALLS MT 59401
First United Methodist Church of Great Falls;610 2nd Ave N P.O. Box 1444 Great Falls MT 59403
Leavenworth;418 EVANS ST LEAVENWORTH WA 98826
Cashmere United Methodist Church;213 S Division St Cashmere WA 98815
Monitor;3799 Fairview Canyon Rd Monitor WA 98836
Manson United Methodist Community Church;Corner of Boetzkes & Green Avenue Manson WA 98831
Wenatchee First United Methodist Church;941 Washington Wenatchee WA 98801
Waterville Federated Church;224 West Ash Waterville WA 98858
Trinity United Methodist Church;850 N James Avenue East Wenatchee WA 98802
Lake Chelan United Methodist Church;206 N Emerson Chelan WA 98816
Pateros United Methodist Church;124 N Dawson St Pateros WA 98846
Darrington United Methodist Church;765 Emens 620 Clear Creek Road Darrington WA 98241
Snoqualmie United Methodist Church;38701 SE River St Snoqualmie WA 98065
First United Methodist Church of Ellensburg;210 North Ruby Ellensburg WA 98926
Methow Valley United Methodist Church;193B  Old Twisp Highway Twisp WA 98856
Fall City United Methodist Church;4326 337th Place SE Fall City WA 98024
Monroe United Methodist Church;342 S Lewis Street Monroe WA 98272
Hartline United Methodist Church;762 Willard St Hartline WA 99135
Malott;School & Okanogan Sts Malott WA 98829
Faith United Methodist Church;3924 Issaquah-Pine Lake Rd Issaquah WA 98029
Price United Methodist Church;10 N 200 E Price UT 84501
Father Dyer United Methodist Church;310 Wellington Rd Breckenridge CO 80424
The United Church of Idaho Springs;1410 Colorado Blvd Idaho Springs CO 80452
Deer Park United Methodist Church;966 Rim Rock Road Bailey CO 80421
St. James United Methodist Church;123 Eureka St Central City CO 80427
United Methodist Church of Evergreen;3757 S Ponderosa Drive Evergreen CO 80439
First United Methodist Church of Golden;1500 Ford Street Golden CO 80401
Heritage United Methodist Church;7077 South Simms Street Littleton CO 80127
Green Mountain United Methodist Church;12755 West Cedar Drive Denver CO 80228
Applewood Valley United Methodist Church;2035 Ellis Street Golden CO 80401
Open Space United Methodist Church;c\o Mary Beth Taylor 8775 W Tanforan Dr. Littleton CO 80123
Phillips United Methodist Church;1450 South Pierce Street Denver CO 80232
Jefferson Avenue United Methodist Church;4425 Kipling Street Wheat Ridge CO 80033
Lakewood United Methodist Church;1390 Brentwood Street Denver CO 80214
Columbine United Church;6375 South Platte Canyon Rd Littleton CO 80123
Wheat Ridge United Methodist Church;7530 W 38th Ave Wheat Ridge CO 80033
Free Spiritual Community United Methodist Church;10524 Hyacinth Place Littleton CO 80129
Edgewater United Methodist Church;2497 Fenton St Denver CO 80214
St. Paul's United Methodist Church;4215 Grinnell Ave Boulder CO 80305
Brentwood United Methodist Church;1899 S Irving St Denver CO 80219
Arvada United Methodist Church;6750 Carr Street Arvada CO 80004
Gracia Divina At Alameda Heights United Methodist Church;3431 W Alameda Ave Denver CO 80219
Bethany United Methodist Church;3501 W First Ave Denver CO 80219
Littleton United Methodist Church;5894 South Datura St Littleton CO 80120
Berkeley United Methodist Church;5200 W 43rd Ave Denver CO 80212
First United Methodist Church of Boulder;1421 Spruce St Boulder CO 80302
St. Luke's United Methodist Church;8817 South Broadway Littleton CO 80129
Highlands United Methodist Church;3131 Osceola Street Denver CO 80212
Mountain View United Methodist Church;355 Ponca Place Boulder CO 80303
Spirit Of Hope United Methodist Church;3885 South Broadway Englewood CO 80113
Simpson United Methodist Church;6001 Wolff Street Arvada CO 80003
John Collins United Methodist Church;2320 S Bannock St Denver CO 80223
Cameron United Methodist Church;1600 S Pearl St Denver CO 80210
Grant Avenue United Methodist Church;216 South Grant Street Denver CO 80209
St. Andrew United Methodist Church;9203 S University Blvd Littleton CO 80126
Trinity United Methodist Church;1820 Broadway Denver CO 80202
Westminster United Methodist Church;3585 W 76th Ave Westminster CO 80030
Korean Emmanuel United Methodist Church in Denver, CO;3095 S University Boulevard Englewood CO 80113
Washington Park United Methodist Church;1955 East  Arizona  Ave Denver CO 80210
University Park United Methodist Church;2180 S University Boulevard Denver CO 80210
Asbury Korean United Methodist Church;7140 S Colorado Blvd Littleton CO 80122
Belong United Methodist Church;1615 Ogden St. Denver CO 80218
Louisville United Methodist Church;741 Jefferson Avenue Louisville CO 80027
Broomfield United Methodist Church;545 W 10th Ave Broomfield CO 80020
Epworth United Methodist Church;3401 High St Denver CO 80205
Journey of Faith United Methodist Church;1200 El Paso Boulevard Denver CO 80221
Grace United Methodist Church;4905 East Yale Ave Denver CO 80222
Christ Church United Methodist;690 Colorado Blvd Denver CO 80206
First United Methodist Church of Lafayette;1255 Centaur Village Drive Lafayette CO 80026
Scott United Methodist Church;2880 Garfield Street Denver CO 80205
Northglenn Asian Fellowship United Methodist Church;1605 W 106th Avenue  Denver CO 80234
Northglenn United Methodist Church;1605 W. 106th Ave. Denver CO 80234
After Hours Denver United Methodist Church;6110 Greenwood Plaza Boulevard Englewood CO 80111
Park Hill United Methodist Church;5209 Montview Boulevard Denver CO 80207
Be3 Methodist Dinner Church United Methodist Church;1195 Newport St. Denver CO 80220
Niwot United Methodist Church;7405 Lookout Road Longmont CO 80503
Hope United Methodist Church;5101 South Dayton Street Englewood CO 80111
Mountain View Community church;10700 East Evans 1567 48th st Aurora CO 80014
Goode Centennial United Methodist Church;6381 Olive St. Commerce City CO 80022
Thomasville Community United Methodist Church;24523 Frying Pan Rd Meredith  CO 81642
Burns Memorial United Methodist Church;1095 Newark Street Aurora CO 80010
Christ Central United Methodist Church;1095 Newark St Aurora CO 80010
First United Methodist Church of Castle Rock;1200 South St Castle Rock CO 80104
Good Shepherd United Methodist Church;3960 E 128th Avenue Thornton CO 80241
Erie United Methodist Church;604 Holbrook Street Erie CO 80516
First United Methodist Church of Aurora;3240 Tucson St Aurora CO 80011
Grace Church;203 W Main Street Buena Vista CO 81211
Tapestry United Methodist Church;11605 S Bradbury Ranch Dr. @ Prairie Crossing Elementary School Parker CO 80134
United Church of Montbello;4879 Crown Blvd Denver CO 80239
Lyons Community Church;350 Main St Lyons CO 80540
Smoky Hill United Methodist Church;19491 East Smoky Hill Rd Aurora CO 80015
Parker United Methodist Church;11805 South Pine Drive Parker CO 80134
Mountain View United Methodist Church;1101 Rampart Range Woodland Park CO 80863
Hygiene United Methodist Church;7542 Hygiene Rd Hygiene CO 80533
Longs Peak United Methodist Church;1421 Elmhurst  Dr Longmont CO 80503
United Methodist Church of Eagle Valley;333 2nd Street Corner of 2nd and Howard Eagle CO 81631
Heart of Longmont United Methodist Church;350 11th Ave Longmont CO 80501
The Edge United Methodist Church;1840 Deer Creek Road Suite 200 Monument CO 80132
Rinn United Methodist Church;3783 Bella Rosa Pkwy Longmont CO 80504
Brighton United Methodist Church;625 S 8th Ave Brighton CO 80601
Estes Park United Methodist Church;1509 Fish Hatchery Road Estes Park CO 80517
The Land United Methodist Church;840 South Powhaton Road Aurora CO 80018
Aspen Community United Methodist Church;200 E Bleeker Street Aspen CO 81611
Tri-Lakes United Methodist Church;20256 Hunting Downs Way Monument CO 80132
Ashley United Methodist Church;214 E High Street Ashley OH 43003
Center United Methodist Church;2781 County Road 166 Cardington OH 43315
Marengo United Methodist Church;8 N High Street Marengo OH 43334
First United Methodist Church;300 South Marion St Cardington OH 43315
Fairview United Methodist Church;3530 SR 746 Cardington OH 43315
Kilbourne United Methodist Church;5591 State Route 521 Delaware OH 43015
Waldo United Methodist Church;141 S Marion Street Waldo OH 43356
Trinity United Methodist Church;75 E High Street Mount Gilead OH 43338
Denmark United Methodist Church;1733 State Route 95 Edison OH 43320
Edison United Methodist Church;333 South Boundary Edison OH 43320
Marion Salem United Methodist Church;1640 Salem Road Caledonia OH 43314
Sparta United Methodist Church;22 N Church St Sparta OH 43350
New Beginnings United Methodist Church;385 E William Street 2163 State Route 37 East Delaware OH 43015
Asbury United Methodist Church;55 W Lincoln Avenue Delaware OH 43015
William Street United Methodist Church;28 West William Street Delaware OH 43015
Boundary United Methodist Church;3216 Twp. Rd. 75 CR 9 & Township Road 75 Edison OH 43320
Sunbury United Methodist Church;100 West Cherry St Sunbury OH 43074
Claridon United Methodist Church;4834 Marion Mount Gilead Rd. (St Rt 95) Marion OH 43302
Rural Chapel United Methodist Church;5860 Cheshire Rd Galena OH 43021
Chesterville United Methodist Church;115 East Sandusky St US 95 Chesterville OH 43317
Crosswood United Methodist Church;1551 Richland Rd Marion OH 43302
Centerburg United Methodist Church;65 S Hartford Avenue Centerburg OH 43011
Peachblow United Methodist Church;3247 Peachblow Rd Lewis Center OH 43035
Amity United Methodist Church;16649 Wooster Road Mount Vernon OH 43050
Galena United Methodist Church;2777 Sunbury Road Galena OH 43021
Williamsport United Methodist Church;6130 US Hwy 42 Mount Gilead OH 43338
Canaan United Methodist Church;20060 County Rd 59 Caledonia OH 43314
Prospect United Methodist Church;203 N Elm St Prospect OH 43342
Memorial United Methodist Church of Caledonia, Ohio;245 South Main Street Caledonia OH 43314
Warrensburg United Methodist Church;1025 State Route 257 S Delaware OH 43015
Harmony Chapel United Methodist Church;3994 County Rd 20 Mount Gilead OH 43338
Lewis Center United Methodist Church;1081 Lewis Center Rd Lewis Center OH 43035
Epworth United Methodist Church;249 E Center St Marion OH 43302
Oakland Evangelical United Methodist Church;835 Bellefontaine Avenue Marion OH 43302
Croton United Methodist Church;75 N High Street Croton OH 43013
Prospect Street United Methodist Church;185 South Prospect Street Marion OH 43302
Waterford United Methodist Church;20595 Waterford Rd Fredericktown OH 43019
Green Valley Chapel United Methodist Church;9288 Green Valley Rd Mount Vernon OH 43050
Bellpoint Community Church, a United Methodist Congregation;4771 State Route 257 South Delaware OH 43015
Martel United Methodist Church;4190 Martel Road Caledonia OH 43314
Iberia United Methodist Church;3664 St. Rt. 309 Iberia OH 43325
Green Camp United Methodist Church;Broadway & Main Street 205 Broadway Street Marion OH 43302
Batemantown United Methodist Church;7974 Yanke St Fredericktown OH 43019
Harlem Road Church;5520 Harlem Road Galena OH 43021
Liberty Chapel United Methodist Church;11360 Liberty Chapel Rd  Mount Vernon OH 43050
Lock Federated United Methodist Church;7939 Lock Road Centerburg OH 43011
Sixteen United Methodist Church;7759 Morral Kirkpatrick Rd East Liberty OH 43319
Ebenezer United Methodist Church;8652 St Rt 19 Galion OH 44833
Beulah United Methodist Church;8261 Columbus Road Mount Vernon OH 43050
Johnsville Grace United Methodist Church;7369 County Road 242 Bellville OH 44813
Magnetic Springs United Methodist Church;113 Olive St Magnetic Springs OH 43036
Fredericktown United Methodist Church;123 Columbus Road Fredericktown OH 43019
Ostrander United Methodist Church;166 W North St Ostrander OH 43061
Liberty United Methodist Church;5046 Columbus Sandusky Rd N Route 98 in Kirkpatrick Marion OH 43302
Powell United Methodist Church;825 East Olentangy Street Powell OH 43065
Church of the Saviour United Methodist Church;11239 Fancher Road Westerville OH 43082
