,name,addr,city,state,lat,lon
2686,Grace Baptist Church of Springs Valley,French Lick,IN,47432,38.550255,-86.619966
2687,Gospel Light Baptist Church,Kendallville,IN,46755,41.441439,-85.264975
2688,Second Baptist Church,Bedford,IN,47421,38.861162,-86.487215
2689,Solid Rock Baptist Church,,IN,46064,39.997542,-85.746644
2690,Suburban Baptist Church,Indianapolis,IN,46227,39.662445,-86.122496
2691,Victory Baptist Church,Indianapolis,IN,46220,39.862171,-86.125854
2692,Bible Baptist Church,Traverse City,MI,49685,44.685818,-85.681063
2693,Dunes Baptist Church,Michigan City,IN,46360,41.707539,-86.89503
2694,Fishers Baptist Church,Fishers,IN,46038,39.955593,-86.013873
2695,Fellowship Baptist Church,Trafalgar,IN,46181,39.41616,-86.150823
2696,Calvary Baptist Church,Brazil,IN,47834,39.523652,-87.125015
2697,Charity Baptist Church,Lafayette,IN,47904,40.416702,-86.875287
2698,First Baptist Church,,IN,46562,41.200323,-85.705542
2699,Portage Avenue Baptist Church,Portage,IN,46368,41.575871,-87.176146
2700,Capital City Baptist Church,Indianapolis,IN,46217,39.660473,-86.182834
2701,Gospel Light Baptist Church,Frankfort,IN,46041,40.279766,-86.510824
2702,Second Baptist Church,Charlestown,IN,47111,38.45312,-85.670241
2703,Souls Harbor Baptist Church,Evansville,IN,47714,37.960215,-87.524424
2704,Heritage Baptist Church,Crown Point,IN,46307,41.416981,-87.365314
2705,South Point Baptist Church,Crown Point,IN,46307,41.416981,-87.365314
2706,Temple Baptist Church,,IN,11752,41.543019,-84.568785
2707,University Heights Baptist Church,Evansville,IN,47712,37.974148,-87.625656
2708,Victory Independent Baptist Church,,IN,46140,39.78551,-85.768198
2709,Victory Baptist Church,New Salisbury,IN,47161,38.313676,-86.094972
2710,Hope Baptist Church,Hanover,PA,17331,39.806325,-76.984274
2711,Zion Baptist Fellowship Church,,IN,46151,39.427825,-86.428328
2712,Friendship Baptist Church,Farmersburg,IN,47850,39.248651,-87.381963
2713,McGregor Road Baptist Church,Indianapolis,IN,46259,39.655804,-86.023343
2714,Tri-County Baptist Church,Ambia,IN,47917,40.490036,-87.516964
2715,Faith Baptist Church,Anderson,IN,46013,40.056444,-85.651353
2716,Grace Baptist Church,Angola,IN,46703,41.60285,-84.81598
2717,Grace Baptist Church,Attica,IN,47918,40.294201,-87.248902
2718,Bible Baptist Church,Puyallup,WA,98373,47.15097,-122.312702
2719,Bible Way Baptist Church,Worcester,MA,01603,42.248341,-71.827391
2720,Seneca Bible Baptist Church,,NY,13148,42.910719,-76.796785
2721,First Baptist Church,,IN,47001,39.057002,-84.90134
2722,Englewood Baptist Church,Bedford,IN,47421,38.861162,-86.487215
2723,Grace Baptist Temple,Bloomington,IN,47404,39.16704,-86.534288
2724,Carr Township Baptist Church,Borden,IN,47106,38.466728,-85.945804
2725,First Baptist Church,Henryville,IN,47126,38.541728,-85.767744
2726,Berean Baptist Church,Lawrenceburg,IN,47025,39.090891,-84.84995
2727,First Baptist Church,Brookville,IN,47012,39.423107,-85.012738
2728,Brownsburg Baptist Church,Brownsburg,IN,46112,39.843377,-86.397774
2729,New Covenant Baptist Church,Campbellsburg,IN,47108,38.651445,-86.261094
2730,Baptist Bible Church,Chalmers,IN,47929,40.663093,-86.869457
2731,Hazelwood Baptist Church,Clayton,IN,46118,39.689213,-86.522498
2732,Union Valley Baptist Church,Coatesville,IN,46121,39.687824,-86.670282
2733,Ormas Baptist Church,Columbia City,IN,46725,41.156928,-85.488462
2734,Hoosier Hills Baptist Church,Columbus,IN,47201,39.201441,-85.92138
2735,Grace Baptist Church,New Castle,IN,47362,39.928935,-85.370248
2736,Garrison Creek Baptist Church,Connersville,IN,47331,39.641159,-85.141075
2737,Connersville Baptist Temple,,IN,47331,39.641159,-85.141075
2738,Calvary Baptist Church,Connersville,IN,47331,39.641159,-85.141075
2739,Inter-Lakes Baptist Church,,,10247,52.515853,13.464643
2740,Fremont Street Baptist Church,Crawfordsville,IN,47933,40.040199,-86.899025
2741,Mount Zion Baptist Church,Delphi,IN,46923,40.587537,-86.675006
2742,Highland Park Baptist Church,Elkhart,IN,46514,41.700723,-85.971227
2743,English Harvest Baptist Church,English,IN,47118,38.334505,-86.46415
2744,Calvary Baptist Church,Fairland,IN,46126,39.585881,-85.863592
2745,First Baptist Church,Freetown,IN,47235,38.973107,-86.129429
2746,The Sonrise Baptist Church,Gary,IN,46406,41.588305,-87.400725
2747,New Hope Baptist Church,Grandview,IN,47615,37.933663,-86.981106
2748,Hancock Reformed Baptist Church,Greenfield,IN,46140,39.78551,-85.768198
2749,Faith Missionary Baptist Church,Greenwood,IN,46142,39.613658,-86.106653
2750,Northside Baptist Church,Hammond,IN,46327,41.632934,-87.510183
2751,Cornerstone Baptist Church,Hanover,IN,47243,38.714226,-85.473571
2752,Calvary Baptist Church,,IN,47542,38.298942,-86.954997
2753,Charity Baptist Church,Huntington,IN,46750,40.883101,-85.497476
2754,Crossroads Baptist Church,Indianapolis,IN,46203,39.744084,-86.127681
2755,Villa Baptist Church,Indianapolis,IN,46203,39.744084,-86.127681
2756,Thompson Road Baptist Church,Indianapolis,IN,46227,39.662445,-86.122496
2757,Tenth Street Baptist Church,Indianapolis,IN,46201,39.775109,-86.105326
2758,Southeast Baptist Tabernacle,Indianapolis,IN,46237,39.662727,-86.093931
2759,Hope Baptist Church,Indianapolis,IN,46214,39.800891,-86.28842
2760,Charity Baptist Church,Indianapolis,IN,46224,39.797567,-86.258572
2761,Bluff Avenue Baptist Church,Indianapolis,IN,46217,39.660473,-86.182834
2762,Bethel Missionary Baptist Church,Indianapolis,IN,46227,39.662445,-86.122496
2763,Berean Baptist Church,Greenwood,IN,46142,39.613658,-86.106653
2764,New Hope Baptist Church,Kendallville,IN,46755,41.441439,-85.264975
2765,Beacon Baptist Church,Kendallville,IN,46755,41.441439,-85.264975
2766,Kennard Baptist Church,Shirley,IN,47384,39.891704,-85.577018
2767,Newton County Baptist Church,Kentland,IN,47951,40.770315,-87.445303
2768,Countryside Baptist Church,Kingman,IN,47952,39.96754,-87.277512
2769,Grace Baptist Church,,IN,46902,40.4524,-86.128957
2770,Calvary Baptist Church,,IN,46902,40.4524,-86.128957
2771,Faith Church,,IN,47905,40.417263,-86.77727
2772,LaGrange Baptist Church,La Grange,KY,40031,38.407553,-85.378825
2773,Lagrange Baptist Church,,IN,46761,41.641717,-85.41665
2774,Liberty Baptist Church,Lake Station,IN,46405,41.575037,-87.238925
2775,Lakeside Baptist Church,Lakeville,IN,46536,41.524492,-86.27334
2776,Bethel Baptist Church,,IN,46051,40.068725,-85.84791
2777,First Baptist Church,Laurel,IN,47024,39.500883,-85.186352
2778,Walnut Street Baptist Church,Lebanon,IN,46052,40.048374,-86.469168
2779,Liberty Baptist Church,Bristol,TN,37620,36.594503,-82.188521
2780,Bible Believers Baptist Church,Liberty,IN,47353,39.635605,-84.931071
2781,Bible Baptist Church,Ligonier,IN,46767,41.463839,-85.587535
2782,First Baptist Church,Lizton,IN,46149,39.886711,-86.543335
2783,Hillcrest Baptist Church,Logansport,IN,46947,40.754501,-86.356736
2784,First Baptist Church,,MI,49331,42.933601,-85.341855
2785,Grace Baptist Church,Madison,IN,47250,38.735893,-85.379958
2786,Calvary Baptist Church,Madison,IN,47250,38.735893,-85.379958
2787,Victory Baptist Church,Marion,IN,46952,40.558374,-85.659144
2788,Union Chapel Baptist Church,Marion,IN,46953,40.52548,-85.664249
2789,Martinsville Baptist Tabernacle,Martinsville,IN,46151,39.427825,-86.428328
2790,First Baptist Church,,IN,46539,41.173377,-86.034719
2791,Temple Missionary Baptist Church,Michigan City,IN,46360,41.707539,-86.89503
2792,Grace Community Baptist Church,,IN,47960,40.745317,-86.764734
2793,First Baptist Church,,IN,47960,40.745317,-86.764734
2794,Union Missionary Baptist Church,Muncie,IN,47303,40.203558,-85.397686
2795,Temple Baptist Church,Muncie,IN,47302,40.176537,-85.379605
2796,Fellowship Baptist Church,Muncie,IN,47302,40.176537,-85.379605
2797,First Baptist Church,Bremen,IN,46506,41.446436,-86.148058
2798,Whittier Lane Baptist Church,New Castle,IN,47362,39.928935,-85.370248
2799,Noblesville Baptist Church,Noblesville,IN,46060,40.045592,-86.008596
2800,North Salem Baptist Church,North Salem,IN,46165,39.859767,-86.642504
2801,Harvest Baptist Church,Vernon,IN,47265,39.003645,-85.6219325
2802,Old Pathway Baptist Church,Chesterton,IN,46304,41.610594,-87.064199
2803,Hillcrest Baptist Church,Richmond,IN,47374,39.82869,-84.889852
2804,First Baptist Church,Rising Sun,IN,47040,38.949505,-84.853838
2805,Grants Creek Baptist Church,Rising Sun,IN,47040,38.949505,-84.853838
2806,Lighthouse Baptist Church,South Bend,IN,46615,41.677886,-86.205878
2807,Fellowship Baptist Church,South Bend,IN,46619,41.668367,-86.302461
2808,Bible View Baptist Church,Sullivan,IN,47882,39.095259,-87.407785
2809,Bethel Baptist Church,Tell City,IN,47586,37.951445,-86.767766
2810,Grace Baptist Church,Terre Haute,IN,47807,39.466703,-87.413912
2811,Beech Grove Baptist Church,Trafalgar,IN,46181,39.41616,-86.150823
2812,Cornerstone Historic Baptist Church,Union City,IN,47390,40.201991,-84.809129
2813,Coopers Chapel Baptist Church,Veedersburg,IN,47987,40.113095,-87.26251
2814,Community Bible Baptist Church,Veedersburg,IN,47987,40.113095,-87.26251
2815,Fellowship Baptist Church,,IN,46391,41.54143,-86.900583
2816,New Whiteland Baptist Church,New Whiteland,IN,46184,39.550049,-86.079708
2817,Cornerstone Baptist Church,Indianapolis,IN,46235,39.831033,-85.989759
2818,Grace Baptist Church,Winchester,KY,40391,37.990079,-84.17965
2819,Calvary Baptist Church,Dysart,IA,52224,42.17133,-92.307117
2820,First Baptist Church of Urbandale,Des Moines,IA,50317,41.614141,-93.553756
2821,Living Word Baptist Church,Carlisle,IA,50047,41.498683,-93.486751
2822,Mid-America Baptist Church,,MO,63389,38.997272,-90.738458
2823,Friendship Baptist Church,Ames,IA,50014,42.019627,-93.655871
2824,Calvary Baptist Church,Ottumwa,IA,52501,41.020015,-92.411296
2825,Onawa Bible Baptist Church,Onawa,IA,51040,42.026809,-96.097429
2826,First Baptist Church of Greater Des Moines,Johnston,IA,50131,41.673152,-93.69734
2827,Willow Creek Baptist Church,Des Moines,IA,50265,41.564534,-93.759528
2828,Berean Baptist Church,Luana,IA,52156,43.06026,-91.454029
2829,Northside Baptist Church,Davenport,IA,52806,41.573863,-90.599447
2830,Temple Baptist Church,Charles City,IA,50616,43.066361,-92.672411
2831,Faith Baptist Church,Rock Rapids,IA,51246,43.427195,-96.17586
2832,First Baptist Church,Creston,IA,50801,41.0586,-94.361348
2833,Albia Baptist Temple,Albia,IA,52531,41.026675,-92.805751
2834,Hope Baptist Church,Bettendorf,IA,52722,41.525276,-90.509639
2835,Grace Baptist Church,Cherokee,IA,51012,42.749428,-95.551674
2836,Bethany Baptist Church,Des Moines,IA,50320,41.550903,-93.580259
2837,Calvary Baptist Church,Estherville,IA,51334,43.401626,-94.832764
2838,Calvary Baptist Church,Grinnell,IA,50112,41.743055,-92.722421
2839,Antioch Baptist Church,Hamlin,IA,50117,41.666931,-94.905819
2840,Ogden Baptist Church,Ogden,IA,50212,42.039175,-94.030996
2841,Beth HaMidrash Baptist Congregation,Milwaukee,WI,53234,43.00301,-87.967794
2842,First Baptist Church,River Falls,WI,54022,44.859511,-92.62659
2843,Cross Walk Church,Appleton,WI,54915,44.244453,-88.379973
2844,Falls Baptist Church,Menomonee Falls,WI,53051,43.179077,-88.117078
2845,Fellowship Baptist Church,Watertown,WI,53098,43.201736,-88.73049
2846,First Baptist Church,Hartford,WI,53027,43.317778,-88.378857
2847,Bridgewater Baptist Church,Chippewa Falls,WI,54729,44.936905,-91.392935
2848,Brookside Baptist Church,Brookfield,WI,53005,43.03,-88.11
2849,Park City Baptist Church,Merrill,WI,54452,45.180522,-89.683459
2850,Grace Baptist Church,Chippewa Falls,WI,54729,44.936905,-91.392935
2851,Immanuel Baptist Church,Wausau,WI,54401,44.962926,-89.646492
2852,Calvary Baptist Church,Sauk City,WI,53583,43.271594,-89.722683
2853,Memorial Baptist Church,Verona,WI,53593,42.990549,-89.533558
2854,Mukwonago Baptist Church,Mukwonago,WI,53149,42.86668,-88.333427
2855,Northport Community Baptist Church,Kenosha,WI,53144,42.596421,-87.858546
2856,Greater Love Baptist Church,Seymour,WI,54165,44.514988,-88.33038
2857,Liberty Baptist Church,Antigo,WI,54409,45.140245,-89.152335
2858,Bible Baptist Church,Reedsburg,WI,53959,43.532481,-90.002626
2859,Milwaukee Baptist Church,Butler,WI,53007,43.105844,-88.069534
2860,Northland Baptist Church,Saint Paul,MN,55117,44.983094,-93.103749
2861,Victory Baptist Church,Thorp,WI,54771,44.961079,-90.799859
2862,Twin City Baptist Church,Marinette,WI,54143,45.099959,-87.630727
2863,Blessed Assurance Baptist Church,,WI,54981,44.358035,-89.085946
2864,Tri-County Baptist Church,Franklin,WI,53132,42.888627,-88.03842
2865,Cornerstone Baptist Church,Sheboygan,WI,53081,43.750828,-87.71453
2866,Waunakee Baptist Church,Waunakee,WI,53597,43.191937,-89.455675
2867,Faith Baptist Church,Plymouth,WI,53073,43.748605,-87.977038
2868,Calvary Baptist Church,Sun Prairie,WI,53590,43.183458,-89.213436
2869,Oneida Street Baptist Church,Bay,WI,54304,43.352329,-124.184272
2870,Woodruff Baptist Church,,WI,54568,45.896342,-89.699037
2871,Stoughton Baptist Church,,WI,53589,42.916739,-89.2179
2872,The Rock Bible Baptist Church,Theresa,WI,53091,43.517217,-88.451211
2873,Truth Baptist Church,Portage,WI,53901,43.539494,-89.461334
2874,Victory Baptist Church,Oshkosh,WI,54901,44.020692,-88.540857
2875,First Baptist Church,B  Woodville,WI,54028,44.951141,-92.29256
2876,Wild Rose Baptist Church,Wild Rose,WI,54984,44.178588,-89.249007
2877,Calvary Baptist Church,Barron,WI,54812,45.401347,-91.849063
2878,Bible Baptist Church,Beaver Dam,WI,53916,43.457769,-88.837329
2879,Victory Baptist Church,Beloit,WI,53511,42.508327,-89.031784
2880,Faith Baptist Church,Beloit,WI,53511,42.508327,-89.031784
2881,Anchored Baptist Church,Beloit,WI,53511,42.508327,-89.031784
2882,Grace Baptist Church,Boyceville,WI,54725,45.043574,-92.041015
2883,Southport Baptist Church,Kenosha,WI,53142,42.568144,-87.872704
2884,Faith Baptist Church,,WI,54728,45.314127,-91.651001
2885,New Testament Baptist Church,Columbus,WI,53925,43.339262,-89.015772
2886,Lakeland Baptist Church,Crandon,WI,54520,45.571907,-88.902892
2887,East Delavan Baptist Church,Delavan,WI,53115,42.63307,-88.643714
2888,First Baptist Church,,WI,54736,44.626354,-91.965726
2889,Grace Independent Baptist Church,Evansville,WI,53536,42.780349,-89.299225
2890,Trinity Baptist Church,,WI,54936,43.775463,-88.450908
2891,First Baptist Church,Fort Atkinson,WI,53538,42.928894,-88.837051
2892,Berean Baptist Church,,WI,20601,40.319307,-103.767768
2893,Bay City Baptist Church,Green Bay,WI,54303,44.527485,-88.040332
2894,Greendale Baptist Church,Greendale,WI,53129,42.940571,-87.995919
2895,Holmen Baptist Church,Holmen,WI,54636,43.963296,-91.256254
2896,Bible Baptist Church,Hudson,WI,54016,44.975127,-92.755628
2897,Havenwood Baptist Church,Hurley,WI,54534,46.44967,-90.186564
2898,Westside Baptist Church,,WI,53548,42.683953,-89.039508
2899,Heritage Baptist Church,Kenosha,WI,53140,42.584677,-87.821226
2900,Faith Baptist Church,La Crosse,WI,54601,43.801405,-91.239543
2901,Lakewood Baptist Church,Pewaukee,WI,53072,43.084602,-88.213945
2902,Berean Baptist Church,Manitowoc,WI,54220,44.088606,-87.657584
2903,Sweet Communion Baptist Church,Milwaukee,WI,53216,43.085042,-87.976616
2904,East Side Baptist Church,,WI,53211,43.07589,-87.884335
2905,Point Baptist Church,Mineral Point,WI,53565,42.860183,-90.179547
2906,Liberty Baptist Church,Monroe,WI,53566,42.60183,-89.63924
2907,First Baptist Church,Monroe,WI,53566,42.60183,-89.63924
2908,Fellowship Baptist Church,Kronenwetter,WI,54455,44.79273,-89.703596
2909,Faith Baptist Church,Oconomowoc,WI,53066,43.111673,-88.499266
2910,Fairhaven Baptist Church,Oconto,WI,54153,44.887212,-87.864547
2911,Maranatha Baptist Church,Phillips,WI,54555,45.690966,-90.397823
2912,Faith Baptist Church,Portage,WI,53901,43.539494,-89.461334
2913,Grace Baptist Church,Sheboygan,WI,53081,43.750828,-87.71453
2914,Calvary Baptist Church,Sparta,WI,54656,43.944133,-90.812912
2915,Bible Baptist Church of Utica,Stoughton,WI,53589,42.916739,-89.2179
2916,Calvary Baptist Church,Sturtevant,WI,53177,42.722054,-87.950172
2917,Tomah Baptist Church,Tomah,WI,54660,43.978576,-90.504021
2918,Lighthouse Baptist Church,Viroqua,WI,54665,43.556917,-90.888741
2919,Calvary Baptist Church,Watertown,WI,53094,43.194848,-88.728635
2920,Waupun Baptist Church,Waupun,WI,53963,43.633216,-88.729635
2921,First Baptist Church,West Bend,WI,53095,43.425278,-88.183428
2922,Bible Baptist Church,West Bend,WI,53090,43.438169,-88.18348
2923,Keystone Baptist Church,Wisconsin Dells,WI,53965,43.625617,-89.771565
2924,Calvary Baptist Church,Wisconsin Rapids,WI,54494,44.391759,-89.822877
2925,Beaverton Baptist Church,Beaverton,MI,48612,43.882247,-84.484732
2926,Berean Baptist Church,Grand Blanc,MI,48439,42.927528,-83.629952
2927,Bethany Baptist Church,Dearborn Heights,MI,48125,42.277846,-83.258466
2928,Bible Baptist Church,Lupton,MI,48635,44.431128,-84.02583
2929,Calvary Baptist Church,Greenville,MI,48838,43.177531,-85.252799
2930,Calvary Baptist Church,Gaylord,MI,49735,45.023045,-84.678358
2931,Calvary Baptist Church,Midland,MI,48640,43.615583,-84.247212
2932,Columbiaville Baptist Church,Columbiaville,MI,48421,43.156693,-83.410505
2933,Community Baptist Church,Hope Hwy  Grand Ledge,MI,48837,42.753369,-84.746376
2934,Calvary Baptist Church,Quincy,MI,49082,41.944215,-84.883853
2935,Calvary Baptist Church,Manistee,MI,49660,44.25,-86.32
2936,Community Of Faith Baptist Church,Detroit,MI,48235,42.425214,-83.194893
2937,Lakes Bible Church,Walled Lake,MI,48390,42.537811,-83.481048
2938,Temple Baptist Church,Roseville,MI,48066,42.497258,-82.937141
2939,Bethany Baptist Church,Detroit,MI,48228,42.351718,-83.216444
2940,First Baptist Church,Sterling Heights,MI,48310,42.563756,-83.069494
2941,Maranatha Baptist Church,Flint,MI,48503,43.02,-83.67
2942,Rouge Free Will Baptist Church,Wyandotte,MI,48192,42.200409,-83.150644
2943,Alpine Baptist Church,Comstock Park,MI,49321,43.034287,-85.66553
2944,Community Baptist Church,Richmond,MI,48062,42.809197,-82.755755
2945,Faith Baptist Church,Dearborn Heights,MI,48127,42.336982,-83.273263
2946,Faith Baptist Church,Davison,MI,48423,43.034687,-83.518016
2947,First Baptist Church,,MI,49319,43.22336,-85.551424
2948,First Baptist Church,Hart,MI,49420,43.698341,-86.363965
2949,Calvary Baptist Church,Hillsdale,MI,49242,41.920047,-84.63051
2950,First Baptist Church,Iron Mountain,MI,49801,45.820233,-88.06596
2951,Faith Baptist Church,Mattawan,MI,49071,42.209484,-85.784453
2952,First Baptist Church,,MI,48014,43.012527,-82.927988
2953,Trinity Baptist Church,Saint Charles,MI,48655,43.29697,-84.140535
2954,Gilead Baptist Church,Owosso,MI,48867,42.997597,-84.172054
2955,Grace Baptist Church,Monroe,MI,48162,41.929887,-83.390523
2956,Grace Baptist Church,Eaton Rapids,MI,48827,42.509204,-84.655814
2957,Community Baptist Church,Croswell,MI,48422,43.275581,-82.621038
2958,Immanuel Baptist Church,Roscommon,MI,48653,44.49835,-84.591968
2959,Community Baptist Church,,MI,48074,42.913919,-82.603809
2960,Gospel Light Baptist Church,Ludington,MI,49431,43.955541,-86.447742
2961,Heritage Baptist Church,Kentwood,MI,49508,42.874769,-85.626098
2962,Inter-City Baptist Church,Allen Park,MI,48101,42.259507,-83.210767
2963,Lake Lansing Baptist Church,East Lansing,MI,48823,42.734371,-84.469631
2964,Gateway Anabaptist Church,Monroe,MI,48161,41.89612,-83.432729
2965,Lighthouse Baptist Church,Flint,MI,48507,42.984007,-83.690228
2966,Faith Baptist Church,Allegan,MI,49010,42.529199,-85.855303
2967,Juniata Baptist Church,Vassar,MI,48768,43.371968,-83.583292
2968,Grace Baptist Church,Roseville,MI,48066,42.497258,-82.937141
2969,Liberty Baptist Church,,MI,49677,43.875017,-85.51005
2970,Lincoln Avenue Baptist Church,Ionia,MI,48846,42.987255,-85.071117
2971,Fellowship Baptist Church,Whitmore Lake,MI,48189,42.439479,-83.74383
2972,Battle Creek Baptist Temple,Battle Creek,MI,49037,42.338445,-85.218561
2973,Ann Arbor Baptist Church,Ann Arbor,MI,48103,42.27548,-83.766571
2974,First Baptist Church,Bancroft,MI,48414,42.878642,-84.063853
2975,Calvary Baptist Church,Charlotte,MI,48813,42.563737,-84.835579
2976,Faith Baptist Church,Battle Creek,MI,49015,42.296067,-85.204648
2977,Calvary Baptist Church,Battle Creek,MI,49017,42.32,-85.18
2978,Grass Lake Baptist Church,Grass Lake,MI,49240,42.250869,-84.213008
2979,New Hope Baptist Church,Allegan,MI,49010,42.529199,-85.855303
2980,New Life Missionary Baptist Church,Flint,MI,48505,43.063441,-83.707811
2981,North Goodland Baptist Church,Imlay City,MI,48444,43.02475,-83.077715
2982,New Richmond Baptist Church,Holland,MI,49423,42.787602,-86.109083
2983,Fair Haven Baptist Church,Westland,MI,48185,42.323806,-83.400532
2984,Macomb Baptist Church,Charter Township of Clinton,MI,48036,42.586979,-82.919921
2985,Faith Bible Baptist Church,Odessa,MI,48849,42.784756,-85.138337
2986,Gibraltar Bible Baptist Church,Gibraltar,MI,48173,42.070877,-83.246596
2987,Faithway Baptist Church,Ypsilanti,MI,48197,42.241056,-83.613055
2988,First Baptist Church,Westland,MI,48186,42.300189,-83.373411
2989,Flat Rock Missionary Baptist Church,Flat Rock,MI,48134,42.096431,-83.291874
2990,First Baptist Church,Flat Rock,MI,48134,42.096431,-83.291874
2991,Grace Baptist Church,Livonia,MI,48154,42.394016,-83.373729
2992,Anchor Baptist Church,,MI,71925,-11.622202,-46.828044
2993,Romans Road Baptist Church,,MI,53500,-11.622219,-46.828037
2994,Lighthouse Baptist Church,Ludington,MI,49431,43.955541,-86.447742
2995,Emmanuel Baptist Church,Sandusky,MI,48471,43.420299,-82.829657
2996,Waltham General Baptist Church,Warren,MI,48089,42.466638,-82.999465
2997,Prairie Baptist Church,Scotts,MI,49088,42.195878,-85.413052
2998,Pigeon River Baptist Church,,MI,49795,45.14279,-84.660309
2999,Springwells Avenue Baptist Church,Detroit,MI,48209,42.311275,-83.118979
3000,Rogers City Baptist Church,Rogers City,MI,49779,45.421391,-83.818185
3001,Reese Baptist Church,,MI,48757,43.450579,-83.696353
3002,Calvary Baptist Church,South Range,MI,49963,47.069928,-88.643181
3003,Fifteen Mile Road Baptist Church,Sterling Heights,MI,48310,42.563756,-83.069494
3004,Temple Baptist Church,Kalamazoo,MI,49004,42.328699,-85.556084
3005,Maranatha Baptist Church,Clarkston,MI,48348,42.777579,-83.372907
3006,Maranatha Baptist Church,Mt Pleasant,MI,48858,43.597646,-84.76685
3007,Tri-Lakes Baptist Church,Brighton,MI,48116,42.520847,-83.766122
3008,Trinity Baptist Church,Farwell,MI,48622,43.835025,-84.866967
3009,Westview Baptist Church,Warren,MI,48091,42.465036,-83.05977
3010,Lakecrest Baptist Church,Waterford,MI,48327,42.641402,-83.409276
3011,Union Lake Baptist Church,Commerce,MI,48382,42.591143,-83.490772
3012,United Baptist Church,Garden City,MI,48135,42.325593,-83.331042
3013,Grace Baptist Church,Birmingham,MI,48009,42.546701,-83.211319
3014,Faith Baptist Church,Adrian,MI,49221,41.897515,-84.037305
3015,First Baptist Church,,MI,49770,45.373343,-84.95533
3016,Cathro Community Baptist Church,Alpena,MI,49707,45.061679,-83.432753
3017,Victory Baptist Church,Battle Creek,MI,49014,42.307837,-85.158257
3018,Bethel Baptist Church,Battle Creek,MI,49037,42.338445,-85.218561
3019,Lighthouse Baptist Church,Bear Lake,MI,49614,44.420835,-86.148143
3020,Ashley Baptist Church,Belding,MI,48809,43.09781,-85.228906
3021,Berean Baptist Church,Belleville,MI,48111,42.204841,-83.485211
3022,Flint Baptist Temple,Burton,MI,48529,42.971583,-83.675959
3023,Antrim Baptist Church,Byron,MI,48418,42.822809,-83.944403
3024,Woodward Baptist Church,Byron Center,MI,49315,42.812251,-85.722806
3025,Fellowship Baptist Church,Canton,OH,44706,40.785766,-81.402945
3026,Carleton Community Baptist Church,Carleton,MI,48117,42.05921,-83.390766
3027,North Chester Baptist Church,Casnovia,MI,49318,43.234183,-85.790553
3028,Needmore Baptist Church,Charlotte,MI,48813,42.563737,-84.835579
3029,Faith Baptist Church,Chelsea,MI,48118,42.318016,-84.020224
3030,Dixie Baptist Church,Clarkston,MI,48348,42.777579,-83.372907
3031,Green Meadow Bible Baptist Church,,MI,49048,42.30306,-85.54783
3032,Calvary Road Baptist Church,Charter Township of Clinton,MI,48036,42.586979,-82.919921
3033,Bethany Baptist Church,Charter Township of Clinton,MI,48035,42.557877,-82.897778
3034,Landmark Baptist Church,Clio,MI,48420,43.177422,-83.73469
3035,First Baptist Church,Coldwater,MI,49036,41.940326,-85.000522
3036,Columbus Baptist Church,Columbus,MI,48063,42.882252,-82.662421
3037,Bible Baptist Church,Constantine,MI,49042,41.84116,-85.668603
3038,Dansville Baptist Church,Dansville,MI,48819,42.555869,-84.303301
3039,Community Baptist Church,Davison,MI,48423,43.034687,-83.518016
3040,Silvery Lane Baptist Church,Dearborn Heights,MI,48127,42.336982,-83.273263
3041,Heritage Baptist Church,Monroe,MI,48161,41.89612,-83.432729
3042,Peace Baptist Church,Detroit,MI,48212,42.392815,-83.049644
3043,True Light Baptist Church,Saint Clair Shores,MI,48080,42.461649,-82.902258
3044,Open Door Baptist Church,Detroit,MI,48210,42.335088,-83.138051
3045,Victory Baptist Church,,MI,49680,44.641394,-85.279779
3046,Ecorse Baptist Temple,Ecorse,MI,48229,42.244483,-83.145757
3047,First Baptist Church,Farmington,MI,48335,42.469062,-83.402845
3048,Twin Cities Baptist Church,Flint,MI,48507,42.984007,-83.690228
3049,Fostoria Baptist Church,Fostoria,MI,48435,43.253359,-83.371895
3050,Mason Road Baptist Church,Fowlerville,MI,48836,42.660589,-84.073014
3051,Bridgeton Baptist Church,Fremont,MI,49412,43.467517,-85.942001
3052,Calvary Baptist Church,Gaines,MI,48436,42.87253,-83.914125
3053,First Baptist Church,Garden City,MI,48135,42.325593,-83.331042
3054,Lott Baptist Church,Glennie,MI,48737,44.56057,-83.725816
3055,Calvary Baptist Church,,MI,49055,42.360869,-85.879464
3056,Bethany Baptist Church,Grand Blanc,MI,48439,42.927528,-83.629952
3057,Lakeshore Baptist Church,Grand Haven,MI,49417,43.063073,-86.228386
3058,Wealthy Park Baptist Church,Grand Rapids,MI,49503,42.963241,-85.667864
3059,Calvary Baptist Church,Grand Rapids,MI,49508,42.874769,-85.626098
3060,Grandville Baptist Church,Grandville,MI,49418,42.909598,-85.763096
3061,Harvest Baptist Church,Grant,MI,49327,43.336132,-85.810882
3062,Calvary Baptist Church,Grayling,MI,49738,44.661517,-84.714637
3063,Liberty Baptist Church,Greenville,MI,48838,43.177531,-85.252799
3064,Hadley Baptist Church,,MI,48440,42.955029,-83.404104
3065,First Baptist Church,,MI,48625,44.019219,-84.799787
3066,Faith Baptist Church,,MN,32341,32.513358,-93.755087
3067,Higgins Lake Baptist Church,Roscommon,MI,48653,44.49835,-84.591968
