,name,addr,city,state,lat,lon
1452,Iglesia Bautista Fundamental Providencia,Riverview,FL,33578,27.871197,-82.326988
1453,Maranatha Baptist Church,Tallahassee,FL,32303,30.471913,-84.314616
1454,West Gate Baptist Church,Tampa,FL,33615,28.011027,-82.578926
1455,Harvest Baptist Church,Acworth,GA,30102,34.085237,-84.595714
1456,Vision Baptist Church,Alpharetta,GA,30009,34.070958,-84.274733
1457,Whitfield Baptist Church,Dalton,GA,30720,34.769187,-84.970248
1458,Oakwood Baptist Church,Flowery Branch,GA,30542,34.185102,-83.925181
1459,Trinity Hill Baptist Church,Norcross,GA,30071,33.92206,-84.213292
1460,Iglesia Bautista Monte Trinidad,Duluth,GA,30096,34.002857,-84.144105
1461,Iglesia Bautista Betel,,IL,60103,41.990849,-88.185003
1462,Iglesia Bautista Castillo Fuerte,Chicago,IL,60609,41.811862,-87.6689
1463,Primera Iglesia Bautista Hispanoamericana,Rockford,IL,61101,42.271395,-89.093966
1464,Iglesia Bautista Nueva Vida,Indianapolis,IN,46203,39.744084,-86.127681
1465,Iglesia Bautista Fundamental Independiente La Zarza,Louisville,KY,40228,38.138723,-85.630771
1466,Iglesia Bautista El Buen Pastor,Lincoln,NE,68510,40.806112,-96.660822
1467,Iglesia Bautista Fundamental Filadelfia,Las Vegas,NV,89108,36.198644,-115.228611
1468,Madison Avenue Baptist Church,Paterson,NJ,07501,40.91,-74.16
1469,Iglesia Bautista Internacional de Astoria,Astoria,NY,11103,40.766102,-73.912437
1470,Primera Iglesia Bautista de Habla Hispana,Brooklyn,NY,11201,40.694957,-73.98989
1471,Every Nation Baptist Church,Charlotte,NC,28213,35.285239,-80.751863
1472,Faith Baptist Church,Knightdale,NC,27545,35.787898,-78.482294
1473,Bible Baptist Church,Matthews,NC,28105,35.115953,-80.722439
1474,Iglesia Bautista el Calvario,Oklahoma City,OK,73119,35.420356,-97.558381
1475,Eastland Baptist Church,Tulsa,OK,74108,36.16,-95.76
1476,Iglesia Bautista La Gran Comisión,Salem,OR,97301,44.939157,-123.033121
1477,Iglesia Bautista Bíblica,Central Falls,RI,02863,41.890655,-71.392279
1478,Iglesia Bautista De La Fe,Greenville,SC,29609,34.883411,-82.398179
1479,Iglesia Bautista Tabernáculo,,SC,29609,34.883411,-82.398179
1480,Iglesia Bautista Fuente de Vida,Rock Hill,SC,29730,34.924867,-81.025078
1481,Iglesia Bautista Shalom,Amarillo,TX,79101,35.207219,-101.833825
1482,Iglesia Bautista Fundamental,Brownsville,TX,78526,25.966293,-97.474346
1483,Iglesia Hispana Bautista del Norte,Killeen,TX,76543,31.115289,-97.693915
1484,Iglesia Bautista Fundamental,Lewisville,TX,75067,33.000847,-96.96718
1485,Iglesia Bautista Colonial,Homa Rd  Palmview,TX,78574,26.276995,-98.355125
1486,Iglesia Bautista Betania,Mission,TX,78573,26.265108,-98.330065
1487,Iglesia Bautista Pacer,Pasadena,TX,77502,29.680224,-95.199215
1488,Primera Iglesia Bautista Fundamental,Roma,TX,78584,26.407067,-99.005546
1489,Iglesia Bautista Emmanuel,Roma,TX,78584,26.407067,-99.005546
1490,Iglesia Bautista Libertad,San Antonio,TX,78227,29.408606,-98.642614
1491,Iglesia Bautista Puerta La Hermosa,San Antonio,TX,78221,29.346501,-98.504503
1492,Primera Iglesia Bautista Fundamental Mexicana,San Antonio,TX,78210,29.395538,-98.462501
1493,Iglesia Bautista Fe Victoriosa,,TX,15335,41.169382,-80.233295
1494,Bethel Baptist Church,Hampton,VA,23669,37.030097,-76.345206
1495,Heritage Multicultural Baptist Church,Quincy,WA,98848,47.2343,-119.85255
1496,Ganado Baptist Church,Ganado,AZ,86505,35.71162,-109.542122
1497,Victory Baptist Church,Talihina,OK,74571,34.751489,-95.048016
1498,Tulsa Baptist Temple,Tulsa,OK,74104,36.149407,-95.952771
1499,Pleasant Valley Baptist Church,Dallas,TX,75253,32.690664,-96.578131
1500,Friendship Baptist Church,Joaquin,TX,75954,31.965723,-94.053803
1501,Central Baptist Church,Harlingen,TX,78550,26.189466,-97.716565
1502,Southside Baptist Church,,TX,75020,33.752966,-96.554539
1503,Heritage Baptist Church,Picayune,MS,39466,30.52,-89.68
1504,Heartland Baptist Church,,MO,63775,37.727513,-89.864546
1505,New Life Baptist Church,Converse,TX,78109,29.518008,-98.316124
1506,Osage Baptist Church,Amarillo,TX,79118,35.153084,-101.841058
1507,Calvary First Baptist Church,Mesquite,TX,75181,32.739568,-96.556655
1508,Calvary Baptist Church,Mesquite,TX,75149,32.76661,-96.599472
1509,Spring Meadow Baptist Church,Franklin,TN,37064,35.925206,-86.868942
1510,Lighthouse Baptist Church,Hudson,NH,03051,42.765443,-71.439717
1511,Twin City Baptist Church,Brewer,ME,04412,44.796942,-68.760681
1512,Story Road Baptist Church,Irving,TX,75060,32.804328,-96.964258
1513,Northview Baptist Church,Brookhaven,MS,39601,31.579059,-90.440651
1514,Mount Taylor Baptist Church,Grants,NM,87020,35.14726,-107.851447
1515,Kingwood First Baptist Church,Kingwood,TX,77339,30.04318,-95.19766
1516,Mount Pisgah Baptist Church,Oliver Springs,TN,37840,36.044664,-84.344359
1517,Gideon Baptist Church,Houston,TX,77022,29.831946,-95.373713
1518,Calvary Baptist Church,Chickasha,OK,73023,35.050015,-97.941249
1519,Emmaus Road Baptist Church,Chesapeake,VA,23325,36.809957,-76.239392
1520,Cornerstone Baptist Church,Carthage,TN,37030,36.252277,-85.951654
1521,Grace Baptist Church,Logan,UT,84323,41.735362,-111.836839
1522,Mount Logan Baptist Church,Logan,UT,84321,41.731345,-111.834863
1523,New Grace Baptist Church,Concord,NC,28026,35.410959,-80.577893
1524,Cliffview Chapel Baptist Church,Kanab,UT,84741,37.048142,-112.528548
1525,Harvest Valley Baptist Church,Riverton,UT,84065,40.522003,-111.9391
1526,Tabernacle Baptist Church,,TX,76542,31.07097,-97.717276
1527,Berean Baptist Church,Batesville,IN,47006,39.300007,-85.222184
1528,Fellowship Baptist Church,Stilwell,OK,74960,35.814431,-94.628616
1529,Heritage Baptist Church,,UT,16101,-26.586815,27.818604
1530,Victory Baptist Church,Longview,TX,75604,32.522111,-94.793713
1531,Faith Baptist Church,Cordova,AL,35550,33.759829,-87.183335
1532,Bible Baptist Church,Las Vegas,NV,89115,36.211125,-115.086217
1533,Faith Baptist Church,Colonial Heights,VA,23834,37.255572,-77.411202
1534,Antioch Baptist Church,,GA,30814,33.414583,-82.312624
1535,Berean Baptist Church,Ellenwood,GA,30294,33.61011,-84.287978
1536,Bethel Baptist Church,,GA,31324,31.938238,-81.303552
1537,Bible Baptist Church,Brunswick,GA,31525,31.21937,-81.479438
1538,Calvary Baptist Church,Lake Park,GA,31636,30.682153,-83.17959
1539,Calvary Baptist Church,Smyrna,GA,30080,33.883887,-84.514745
1540,Charity Baptist Church,Blountville,TN,37617,36.533159,-82.326806
1541,Cherry Grove Baptist Church,Wilkesboro,NC,28697,36.145965,-81.16064
1542,Columbia Baptist Temple,Columbia,SC,29209,33.96958,-80.936375
1543,Community Baptist Church,Hickory,NC,28602,35.70952,-81.349544
1544,Corinth Baptist Church,Loganville,GA,30052,33.838998,-83.900738
1545,Faith Independent Baptist Church,,GA,30253,33.447336,-84.146862
1546,Faithway Baptist Church,,NC,27401,36.072636,-79.791975
1547,Fellowship Baptist Church,Wytheville,VA,24382,36.947997,-81.086975
1548,Friendship Baptist Church,LaGrange,GA,30241,33.042131,-85.014527
1549,Gospel Baptist Tabernacle,Hillsborough,NC,27278,36.07523,-79.099228
1550,Harvest Baptist Church,Dawsonville,GA,30534,34.421205,-84.11908
1551,Liberty Baptist Church,Kingston,TN,37763,35.880908,-84.508545
1552,Meadow Baptist Church,Lawrenceville,GA,30043,33.992781,-84.022548
1553,Mile Creek Baptist Church,Six Mile,SC,29682,34.80733,-82.820698
1554,Morning Star Baptist Church,Cleveland,NC,27013,35.733195,-80.677011
1555,Forrest Hills at Mountain View Baptist Church,Snellville,GA,30078,33.857328,-84.019911
1556,Mount Calvary Baptist Church,Belleville,MI,48111,42.204841,-83.485211
1557,New Hope Baptist Church,Salisbury,NC,28146,35.617463,-80.446118
1558,Newton Baptist Church,Covington,GA,30016,33.586868,-83.95392
1559,North Hazelwood Baptist Church,Waynesville,NC,28786,35.488748,-82.988873
1560,Northside Baptist Church,Bassett,VA,24055,36.759304,-79.99032
1561,Northside Baptist Church,Thomasville,GA,31792,30.836582,-83.978781
1562,Old Suwanee Baptist Church,Buford,GA,30518,34.120656,-84.004351
1563,Northwest Baptist Church,Greensboro,NC,27409,36.060938,-79.912512
1564,One Way Baptist Church,Charlotte,NC,28208,35.239823,-80.897824
1565,Pine Bluff Baptist Church,Albany,GA,31705,31.578444,-84.112844
1566,Rich Acres Baptist Church,Martinsville,VA,24112,36.691526,-79.872539
1567,Sewell Valley Baptist Church,Rainelle West  Rainelle,WV,25962,37.97737,-80.82152
1568,Shady Grove Missionary  Baptist Church,Tuskegee,AL,36083,32.424029,-85.69162
1569,Somerset Baptist Temple,Somerset,KY,42503,37.069271,-84.634459
1570,Southside Baptist Church,Swainsboro,GA,30401,32.597386,-82.333738
1571,Trinity Baptist Church,Warrenton,VA,20187,38.736148,-77.7594
1572,Trulite Baptist Church,High Point,NC,27265,36.008786,-80.00744
1573,Valley Drive Baptist Church,Fieldale,VA,24089,36.700137,-79.938652
1574,Victory Baptist Church,Charleston,SC,29412,32.736077,-79.958969
1575,Welch Creek Baptist Church,Walterboro,SC,29488,32.902138,-80.667263
1576,Grace Baptist Church,Tempe,AZ,85283,33.368271,-111.944847
1577,Verde Baptist Church,Cottonwood,AZ,86326,34.739489,-112.009794
1578,First Baptist Church,Benson,AZ,85602,31.967861,-110.294517
1579,Mountainside Baptist Church,Surprise,AZ,85378,33.63,-112.33
1580,Bilingual Baptist Church,Sun City,AZ,85351,33.629011,-112.281934
1581,NorthPointe Baptist Church,Chandler,AZ,85225,33.306161,-111.84125
1582,Thirty-Fifth Avenue Baptist Church,Phoenix,AZ,85009,33.458072,-112.136851
1583,Coronado Baptist Church,,AZ,85719,32.247568,-110.952824
1584,First Baptist Church,Bagdad,AZ,86321,34.571814,-113.174759
1585,New Life Baptist Church,Casa Grande,AZ,85122,32.879502,-111.757352
1586,Desert View Baptist Church,Marana,AZ,85653,32.444699,-111.215709
1587,Faith Baptist Church,,AZ,86326,34.739489,-112.009794
1588,Western Hills Baptist Church,Glendale,AZ,85307,33.530491,-112.323176
1589,Ponderosa Baptist Church,Payson,AZ,85541,34.230868,-111.325136
1590,Immanuel Baptist Church,Scottsdale,AZ,85254,33.627821,-111.957916
1591,Berean Baptist Church,San Tan Valley,AZ,85140,33.239015,-111.549565
1592,Cornerstone Baptist Church,Kingman,AZ,86409,35.254753,-114.009073
1593,Continental Baptist Church,Tucson,AZ,85743,32.364853,-111.125018
1594,Harvest Baptist Church,Goodyear,AZ,85338,33.435367,-112.357601
1595,Mountain Vista Baptist Church,Sierra Vista,AZ,85650,31.504855,-110.264104
1596,Cross Road Baptist Church,Buckeye,AZ,85326,33.37032,-112.583777
1597,New Testament Baptist Church,Tucson,AZ,85712,32.247768,-110.889564
1598,Desert Streams Baptist Church,Yuma,AZ,85367,32.657925,-114.422064
1599,Gateway Baptist Church,Humboldt,AZ,86329,34.5,-112.24
1600,First Baptist Church,Miami,AZ,85539,33.399478,-110.87095
1601,Grace Baptist Church,Chino Valley,AZ,86323,34.757523,-112.453781
1602,Calvary Baptist Church,Kingman,AZ,86409,35.254753,-114.009073
1603,Cornerstone Baptist Church,,AZ,18280,50.218605,12.199055
1604,Elliot Road Baptist Church,Gilbert,AZ,85299,33.34915,-111.786533
1605,Saguaro Hills Baptist Church,Mesa,AZ,85205,33.426859,-111.724329
1606,First Baptist Church,Douglas,AZ,85608,31.454068,-109.584583
1607,Calvary Baptist Church,,AZ,85602,31.967861,-110.294517
1608,Cornerstone Baptist Church,Phoenix,AZ,85032,33.626978,-112.009924
1609,Signs of Life Baptist Church,Phoenix,AZ,85032,33.626978,-112.009924
1610,Central Baptist Church,Sierra Vista,AZ,85635,31.545571,-110.277225
1611,Buckeye Baptist Church,Buckeye,AZ,85326,33.37032,-112.583777
1612,Gospel Light Baptist Church,Mesa,AZ,85207,33.427818,-111.642762
1613,Faith Baptist Church,Yuma,AZ,85364,32.692659,-114.627616
1614,Gateway Baptist Church,Avondale,AZ,85323,33.435598,-112.349602
1615,Tri-City Baptist Church,Chandler,AZ,85286,33.26771,-111.838284
1616,True Vine Baptist Church,Glendale,AZ,85303,33.525522,-112.21268
1617,Calvary Baptist Church,Mesa,AZ,85205,33.426859,-111.724329
1618,Heritage Baptist Church,Goodyear,AZ,85338,33.435367,-112.357601
1619,Southview Baptist Church,Statesville,NC,28677,35.782636,-80.887296
1620,Landmark Baptist Church,Evansville,IN,47712,37.974148,-87.625656
1621,Bible Baptist Tabernacle,Campbellsville,KY,42718,37.343397,-85.341907
1622,Mountain View Baptist Church,Birmingham,AL,35235,33.630156,-86.655118
1623,Iglesia Bautista Monte De Sion,Edinburg,TX,78542,26.336691,-98.128211
1624,Spring City Baptist Church,Cleveland,VA,24225,36.943719,-82.151801
1625,Bethel Baptist Church,Fort Pierce,FL,34981,27.414312,-80.351764
1626,Bible Baptist Church,,FL,32064,30.294946,-82.98402
1627,Bible Baptist Church,DeLand,FL,32720,29.028321,-81.30311
1628,Buford Grove Baptist Church,Hilliard,FL,32046,30.691068,-81.917333
1629,Charity Baptist Church,,FL,32347,30.117435,-83.581815
1630,Fellowship Baptist Church,Carrabelle,FL,32322,29.853265,-84.664348
1631,True Light Baptist Church,Homosassa,FL,34448,28.81,-82.57
1632,Oak Hill Baptist Church,Davenport,FL,33896,28.244458,-81.549984
1633,Victory Baptist Church,Panama City,FL,32401,30.160083,-85.654573
1634,Bethesda Baptist Church,Jacksonville,FL,32254,30.334528,-81.716393
1635,Battlefield Baptist Church,Fort Oglethorpe,GA,30742,34.951356,-85.241511
1636,Bible Baptist Church,Statesboro,GA,30461,32.460644,-81.755212
1637,Calvary Baptist Church,Toccoa,GA,30577,34.577437,-83.332881
1638,Eastside Baptist Church,Thomasville,GA,31792,30.836582,-83.978781
1639,Grace Baptist Church,Hinesville,GA,31313,31.84773,-81.596035
1640,Grace Baptist Church,Warrenton,GA,30828,33.407084,-82.662078
1641,Wahoo Baptist Church,,GA,30564,34.43,-83.89
1642,Heritage Baptist Church,Cornelia,GA,30531,34.511488,-83.527117
1643,Lakeland Baptist Church,Lakeland,GA,31635,31.041037,-83.075147
1644,Lakeland Baptist Church,Buford,GA,30515,34.108944,-84.001552
1645,Morningside Baptist Church,Columbus,GA,31909,32.539219,-84.919715
1646,Open Door Baptist Church,Flowery Branch,GA,30542,34.185102,-83.925181
1647,Philadelphia Baptist Church,Calhoun,GA,30701,34.502587,-84.951054
1648,Tabernacle Baptist Church,Cairo,GA,39828,30.877406,-84.201394
1649,Tabernacle Baptist Church,Cartersville,GA,30120,34.165097,-84.799938
1650,Grace Baptist Church,Madisonville,KY,42431,37.328004,-87.498699
1651,Northwest Baptist Church,Hopkinsville,KY,42240,36.865765,-87.488953
1652,Pleasant View Baptist Church,,KY,40153,37.7083,-86.518901
1653,Remnant Baptist Church,Owenton,KY,40359,38.536456,-84.841893
1654,Ten Mile Baptist Church,Glencoe,KY,41046,38.714509,-84.822726
1655,Bethel Baptist Church,Glen Burnie,MD,21060,39.190156,-76.607623
1656,Charlestown Missionary Baptist Church,Charlestown  Charlestown,MD,21914,39.573725,-75.974946
1657,Cornerstone Missionary Baptist Church,Street,MD,21154,39.668994,-76.379405
1658,Franklin Baptist Church,Darlington,MD,21034,39.639274,-76.202732
1659,Harmony Baptist Church,,NY,10941,41.475815,-74.365272
1660,Tabernacle Baptist Church,Churchville,MD,21028,39.559598,-76.250168
1661,Quarryville Baptist Church,Quarryville,PA,17566,39.897047,-76.163566
1662,Trappe Baptist Church,Street,MD,21154,39.668994,-76.379405
1663,Mountain View Baptist Church,Hagerstown,MD,21740,39.641922,-77.720264
1664,Unity Baptist Church,Ripley,MS,38663,34.729818,-88.950618
1665,Anchor Baptist Church,Pisgah Forest,NC,28768,35.258208,-82.681684
1666,Tabernacle Free Will Baptist Church,Kinston,NC,28504,35.285379,-77.623493
1667,Beech Avenue Baptist Church,Gastonia,NC,28052,35.262216,-81.183879
1668,Bethany Baptist Church,Thomasville,NC,27360,35.883179,-80.081817
1669,Bethel Baptist Church,Charlotte,NC,28208,35.239823,-80.897824
1670,Bethel Missionary Baptist Church,Hickory,NC,28601,35.733331,-81.344292
1671,Bible Baptist Church,Creedmoor,NC,27522,36.122741,-78.686227
1672,Bible Baptist Tabernacle,Monroe,NC,28110,34.985428,-80.549511
1673,Bible Missionary Baptist Church,Rockwell,NC,28138,35.551251,-80.406449
1674,Calvary Missionary Baptist Church,Belmont,NC,28012,35.243827,-81.037732
1675,Calvary Baptist Church,Hendersonville,NC,28791,35.343698,-82.490921
1676,Calvary Baptist Church,New Bern,NC,28560,35.108493,-77.044114
1677,Cornerstone Baptist Church,Shelby,NC,28152,35.267439,-81.567875
1678,Currytown Baptist Church,Lexington,NC,27295,35.861109,-80.288508
1679,Emmanuel Baptist Church,Conover,NC,28613,35.7065,-81.218438
1680,Fair Haven Baptist Church,Hendersonville,NC,28792,35.318728,-82.460953
1681,Fellowship Baptist Church,Wilmington,NC,28405,34.260374,-77.875646
1682,First Baptist Church,Mineral Springs,NC,28108,34.933117,-80.679453
1683,Union Grove Baptist Church,Lexington,NC,27295,35.861109,-80.288508
1684,Freedom Baptist Church,Rural Hall,NC,27045,36.240416,-80.293384
1685,Friendship Baptist Church,Saint Pauls,NC,28384,34.807023,-78.970779
1686,Friendship Baptist Church,Stanfield,NC,28163,35.233477,-80.427009
1687,Fundamental Baptist Tabernacle,Linwood,NC,27299,35.750694,-80.317831
1688,Galilee Baptist Church,Monroe,NC,28112,34.971829,-80.548632
1689,Gordon Baptist Church,North Wilkesboro,NC,28659,36.158465,-81.147584
1690,Gospel Light Baptist Church,,NC,28145,35.661974,-80.464721
1691,Grace Baptist Church,Hickory,NC,28603,35.732748,-81.33661
1692,Grace Baptist Church,Louisburg,NC,27549,36.099039,-78.301106
1693,Grace Tabernacle Baptist Church,Robbinsville,NC,28771,35.32276,-83.806999
1694,Harvest Baptist Church,Statesville,NC,28687,35.781955,-80.889159
1695,Heritage Baptist Church,Morganton,NC,28655,35.745429,-81.687084
1696,Highland Baptist Church,Vass,NC,28394,35.256268,-79.282249
1697,Houston Road Baptist Church,Troutman,NC,28166,35.715501,-80.898031
1698,Hughes Grove Baptist Church,Thomasville,NC,27361,35.882532,-80.082202
1699,Island Ford Baptist Church,Jonesville,NC,28642,36.239301,-80.844515
1700,Kerwin Baptist Church,Kernersville,NC,27284,36.119859,-80.073653
1701,Landrum Independent Baptist Church,Landrum,SC,29356,35.175115,-82.189201
1702,Laymans Chapel Baptist Church,Durham,NC,27704,36.018132,-78.875158
1703,Liberty Baptist Church,Mooresville,NC,28115,35.58486,-80.810072
1704,Liberty Baptist Church,Snow Hill,NC,28580,35.45155,-77.681086
1705,Lighthouse Independent Baptist Church,Bolivia,NC,28422,34.067672,-78.148328
1706,Long Hill Baptist Church,Candor,NC,27229,35.295142,-79.745316
1707,Maple Grove Baptist Church,Waynesville,NC,28786,35.488748,-82.988873
1708,McLeansville Baptist Church,McLeansville,NC,27301,36.107358,-79.658638
1709,Midway Bible Baptist Church,Brevard,NC,28712,35.233447,-82.734292
1710,Morning Star Baptist Church,Hall,NC,27042,34.512086,-87.730359
1711,Morning Star Baptist Church,Shelby,NC,28152,35.267439,-81.567875
1712,Morris Memorial Baptist Church,Casar,NC,28020,35.512352,-81.617316
1713,Mount Nebo Baptist Church,Robbinsville,NC,28771,35.32276,-83.806999
1714,New Beginnings Baptist Church,Marshville,NC,28103,34.988486,-80.367009
