name,addr,state,lat,lon
Sung San Presbyterian Mission,Carrollton,TX,32.953735,-96.890282
The True Light Church of Dallas,Irving,TX,32.829518,-96.944218
Town North Presbyterian Church,Richardson,TX,32.948179,-96.729721
Tree of Life Church,Cypress,TX,29.969112,-95.697169
Trinity Grace Church,San Antonio,TX,29.4246,-98.495141
Trinity Presbyterian,Fort Worth,TX,32.753177,-97.332746
Trinity Presbyterian Church,Plano,TX,33.013676,-96.69251
Trinity Presbyterian Church,Boerne,TX,29.794664,-98.73197
Weatherford Presbyterian Church,Weatherford,TX,32.758965,-97.797075
Westminster Presbyterian Church,Greenville,TX,33.138449,-96.110807
Westminster Presbyterian Church,Gainesville,TX,33.625941,-97.133345
Westminster Presbyterian Church,Bryan,TX,30.674364,-96.369963
Ye Darm Presbyterian Church of Houston,Katy,TX,29.785785,-95.824396
Ye Won Mission Church,Houston,TX,29.758938,-95.367697
Zion Presbyterian Church,Prosper,TX,33.238576,-96.786606
All Saints Reformed Church,St. George,UT,37.104153,-113.584131
Brigham City Bible Church,Brigham City,UT,41.510372,-112.015562
City Presbyterian Church,Salt Lake City,UT,40.75962,-111.886798
Copper Hills Church,Herriman,UT,40.514089,-112.03282
Corner Canyon Church,Draper,UT,40.524671,-111.863823
CrossPoint Presbyterian Church,Park City,UT,40.646064,-111.497974
Grace Church of Utah,Layton,UT,41.075105,-111.974193
Jordan Valley Church PCA,West Jordan,UT,40.60967,-111.939103
New City Salt Lake,Salt Lake City,UT,40.75962,-111.886798
New Song Presbyterian Church,Salt Lake City,UT,40.75962,-111.886798
Abingdon Presbyterian Church,Abingdon,VA,36.709463,-81.983601
Alexandria Presbyterian Church,Alexandria,VA,38.80511,-77.047023
All Nations Church,Charlottesville,VA,38.029306,-78.476678
All Saints Reformed Presbyterian Church,Richmond,VA,37.538509,-77.43428
Bartlick Presbyterian Church,Haysi,VA,37.205387,-82.294033
Boonsboro Presbyterian Church,Lynchburg,VA,37.413754,-79.142246
By Grace Community Church ,Yorktown,VA,37.237888,-76.508063
Calvary Presbyterian Church,Norfolk,VA,36.896805,-76.260234
Calvary Reformed Presbyterian Church,Hampton,VA,37.030097,-76.345206
Centralia Presbyterian Church,Chester,VA,37.355879,-77.408613
Chinese Christian Church,Falls Church,VA,38.882334,-77.171091
Chosen Presbyterian Church,Fairfax,VA,38.846224,-77.306373
Christ Central ,Charlottesville,VA,38.029306,-78.476678
Christ Central Presbyterian Church,Centreville,VA,38.840391,-77.428877
Christ Church of Arlington,Arlington,VA,38.890396,-77.084159
Christ Presbyterian Church,Harrisonburg,VA,38.449332,-78.868883
Christ Presbyterian Church Burke,Fairfax,VA,38.846224,-77.306373
Christ the King Presbyterian Church,Roanoke,VA,37.270973,-79.941431
Church Hill Presbyterian Church,Richmond,VA,37.538509,-77.43428
Church of Love & Truth,Falls Church,VA,38.882334,-77.171091
City Church of Richmond,Richmond,VA,37.538509,-77.43428
Coeburn Presbyterian Church,Coeburn,VA,36.943992,-82.46404
Cornerstone Presbyterian Church,Vienna,VA,38.901373,-77.265176
Covenant Presbyterian Church,Richmond,VA,37.538509,-77.43428
Covenant Presbyterian Church,Harrisonburg,VA,38.449332,-78.868883
Covenant Presbyterian Church,Cedar Bluff,VA,37.087614,-81.759003
Crossroads Presbyterian Church,Woodbridge,VA,38.658172,-77.249705
Crosswater Presbyterian Church ,Chesapeake,VA,36.718371,-76.24668
Crown and Joy,Richmond,VA,37.538509,-77.43428
Draper's Valley Presbyterian Church,Draper,VA,37.005954,-80.747292
Eagle Heights Presbyterian Church,Winchester,VA,39.185218,-78.16524
Eastminster Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
Emmanuel Presbyterian Church,Arlington,VA,38.890396,-77.084159
Evangelize Today Ministries,Fairfax Station,VA,38.800859,-77.32568
Evergreen Community Church,Powhatan,VA,37.542024,-77.919062
Evident Grace Fellowship,Fredericksburg,VA,38.303184,-77.46054
First Asian Indian Presbyterian Church,Herndon,VA,38.969532,-77.385948
Gainesville Presbyterian Church,Gainesville,VA,38.795479,-77.612598
Grace Christian Church,Herndon,VA,38.969532,-77.385948
Grace Community,Centreville,VA,38.840391,-77.428877
Grace Community Church,Charlottesville,VA,38.029306,-78.476678
Grace Community Presbyterian Church,Mechanicsville,VA,37.619317,-77.336963
Grace Covenant Presbyterian Church,Williamsburg,VA,37.270879,-76.707404
Grace Covenant Presbyterian Church,Blacksburg,VA,37.229657,-80.413677
Grace Presbyterian Church,Lexington,VA,37.784021,-79.442816
Grace Presbyterian Church,King George,VA,38.268184,-77.184422
Grace Presbyterian Church,Chesapeake,VA,36.718371,-76.24668
Harvester Presbyterian Church,Springfield,VA,38.789052,-77.187037
Harvestwood Covenant Presbyterian Church,Floyd,VA,36.911244,-80.32005
Heritage Presbyterian Church,Warrenton,VA,38.71355,-77.795367
Holy Cross Presbyterian Church,Staunton,VA,38.149595,-79.072557
Hope of Christ Presbyterian Church,Stafford,VA,38.422268,-77.408407
Hope Presbyterian Church,Smithfield,VA,36.982331,-76.631024
Hope Presbyterian Church,Martinsville,VA,36.691526,-79.872539
Hope Presbyterian Church of Crozet,Crozet,VA,38.069582,-78.700575
Iglesia Hispana de Sycamore,Midlothian,VA,37.506267,-77.649268
Immanuel Presbyterian Church,Norfolk,VA,36.896805,-76.260234
King's Cross Church,Ashburn,VA,39.043719,-77.48749
Korean Central Presbyterian Church ,Centreville,VA,38.840391,-77.428877
Korean Presbyterian Church of Centreville,Chantilly,VA,38.894154,-77.431151
Korean Presbyterian Church of Washington,Fairfax,VA,38.846224,-77.306373
McLean Korean Presbyterian Church,McLean,VA,38.934289,-77.177633
McLean Presbyterian Church,McLean,VA,38.934289,-77.177633
Mercy Presbyterian Church,Lynchburg,VA,37.413754,-79.142246
Mok Yang Presbyterian Church Mission,Fairfax,VA,38.846224,-77.306373
New City Fellowship,Fredericksburg,VA,38.303184,-77.46054
New Covenant Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
New Creation Presbyterian Church,Chester,VA,37.355879,-77.408613
New Hope Presbyterian Church,Fairfax,VA,38.846224,-77.306373
New Life in Christ Church,Fredericksburg,VA,38.303184,-77.46054
New Life Korean Church,Fredericksburg,VA,38.303184,-77.46054
New Life Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
NewCity Church,Vienna,VA,38.901373,-77.265176
Northside Church of Richmond ,Richmond,VA,37.538509,-77.43428
One Voice Fellowship,Falls Church,VA,38.882334,-77.171091
Potomac Hills Presbyterian Church,Leesburg,VA,39.11545,-77.564545
Providence Presbyterian Church,Christiansburg,VA,37.129852,-80.408939
Pulaski Presbyterian Church,Pulaski,VA,37.047898,-80.779794
Redeemer Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
Resurrection Community Church,Virginia Beach,VA,36.852984,-75.977418
River's Edge Bible Church,Hopewell,VA,37.304315,-77.2872
Rothem Presbyterian Church,Springfield,VA,38.789052,-77.187037
Saesoon Presbyterian Church of Virginia,Norfolk,VA,36.896805,-76.260234
Sandlick Presbyterian Church,Birchleaf,VA,37.177331,-82.272087
Seven Springs Presbyterian Church,Glade Spring,VA,36.791225,-81.771232
Shore Presbyterian Mission,Exmore,VA,37.531807,-75.822991
Spriggs Road Presbyterian Church,Manassas,VA,38.750949,-77.475267
Spring Run Presbyterian Church of Chesterfield County,Midlothian,VA,37.506267,-77.649268
Stony Point Reformed Presbyterian Church,Richmond,VA,37.538509,-77.43428
Sycamore Presbyterian Church,Midlothian,VA,37.506267,-77.649268
Tabernacle Presbyterian Church,Waynesboro,VA,38.068667,-78.8894
The Church for All Nations,Vienna,VA,38.901373,-77.265176
The Lord Presbyterian Church,Springfield,VA,38.789052,-77.187037
Trinity Presbyterian Church,Norfolk,VA,36.896805,-76.260234
Trinity Presbyterian Church,Charlottesville,VA,38.029306,-78.476678
True Hope Church,Manassas,VA,38.750949,-77.475267
Washington Evergreen Church,Mt. Jackson,VA,38.745948,-78.642238
West End Presbyterian Church,Hopewell,VA,37.304315,-77.2872
West End Presbyterian Church,Richmond,VA,37.538509,-77.43428
West Hopewell Presbyterian Church,Hopewell,VA,37.304315,-77.2872
Westminster Presbyterian Church,Roanoke,VA,37.270973,-79.941431
Westminster Reformed Presbyterian Church,Suffolk,VA,36.72821,-76.58357
Trinity Presbyterian Church,St. Albans,VT,44.810791,-73.083361
Ascension Presbyterian Church,Edmonds,WA,47.810574,-122.377495
Christ Church Bellingham,Bellingham,WA,48.754401,-122.478836
Christ the Cornerstone Church,Seattle,WA,47.603832,-122.330062
Coram Deo Presbyterian Church,Spokane,WA,47.657193,-117.423511
Covenant Presbyterian Church,Walla Walla,WA,46.087376,-118.284614
Covenant Presbyterian Church,Issaquah,WA,47.534878,-122.043297
Cross Sound Church,Bainbridge Island,WA,47.626269,-122.520943
Crossroads @ Lake Stevens,Lake Stevens,WA,48.019779,-122.066091
Faith Presbyterian Church,Tacoma,WA,47.24958,-122.439875
Grace Church Seattle,Seattle,WA,47.603832,-122.330062
Grace Community Presbyterian Church,Bremerton,WA,47.565366,-122.624684
Grace Presbyterian Church,Mt. Vernon,WA,48.420046,-122.32642
Hope Fellowship Presbyterian Church,White Swan,WA,47.629108,-122.331827
Hope Presbyterian Church,Bellevue,WA,40.164516,-80.25395
J Plus Presbyterian Church,Lynwood,WA,52.2570318,-7.1447384
Liberty Bay Presbyterian Church,Poulsbo,WA,47.739137,-122.63928
Olympia One Light Presbyterian Church,Lacey,WA,47.026388,-122.807226
Pullman Korean Presbyterian Church,Pullman,WA,46.730427,-117.173895
Redeemer Redmond Church,Redmond,WA,47.669414,-122.123877
Resurrection Presbyterian Church,Tacoma,WA,47.24958,-122.439875
Seattle Disciple Church,Auburn,WA,47.307537,-122.230181
Seattle Lamp Presbyterian Church,Seattle,WA,47.603832,-122.330062
St. Andrews Presbyterian Church Yakima,Yakima,WA,46.601557,-120.510842
The Good Church,Tacoma,WA,47.24958,-122.439875
Trinitas Presbyterian Church,Mill Creek,WA,47.857746,-122.221063
Trinity Church Seattle,Seattle,WA,47.603832,-122.330062
Westminster Presbyterian Church,Everett,WA,47.967306,-122.2014
Westminster Presbyterian Church,Vancouver,WA,49.271743,-123.136595
All Saints Church,Green Bay,WI,44.512638,-88.012579
Bible Presbyterian Church,Merrill,WI,45.180522,-89.683459
Christ Church Milwaukee,Milwaukee,WI,43.034993,-87.922497
Christ Covenant Church,La Crosse,WI,43.801405,-91.239543
Cornerstone Church,Delafield,WI,43.061028,-88.404069
Emmaus Road Church,Appleton,WI,44.261397,-88.406974
Faith Reformed Church,Cedar Grove,WI,43.56972,-87.823422
Friend of Sinners Church,Milwaukee,WI,43.034993,-87.922497
Gibbsville Church,Sheboygan Falls,WI,43.729162,-87.810644
Grace & Peace Oconomowoc,Oconomowoc,WI,43.111673,-88.499266
Grace Presbyterian Church,Pardeeville,WI,43.537761,-89.300117
Harvest Church of Madison,Madison,WI,43.074761,-89.383761
Iglesia Presbiteriana Corpus Christi,Waukesha,WI,43.011678,-88.231481
Jacob's Well Presbyterian Church,Green Bay,WI,44.512638,-88.012579
Lake Trails Presbyterian Church,Madison,WI,43.074761,-89.383761
Living Stone Church,Oshkosh,WI,44.020692,-88.540857
Madison Sah-lang Church,Madison,WI,43.074761,-89.383761
New Hope Community Church,Wausau,WI,44.959602,-89.629824
Resurrection Madison,Madison,WI,43.074761,-89.383761
Trinity Presbyterian Church,Waukesha,WI,43.011678,-88.231481
Covenant Presbyterian Church,Nitro,WV,38.414815,-81.84402
Grace Church - Buckhannon,Buckhannon,WV,38.993943,-80.23227
Kanawha Salines Presbyterian Church,Malden,WV,38.300655,-81.557065
Mercy Presbyterian Church ,Morgantown,WV,39.629681,-79.955944
Pilgrim Presbyterian Church,Martinsburg,WV,39.456253,-77.96396
Pliny Presbyterian Church,Pliny,WV,38.620364,-81.98736
Providence Reformed Presbyterian Church,Barboursville,WV,38.40953,-82.294592
Redeemer Presbyterian Church,Hurricane,WV,38.43259,-82.020137
Trinity Presbyterian Church,New Martinsville,WV,39.644521,-80.857599
Winifrede Presbyterian Church,Winifrede,WV,38.191491,-81.556785
Covenant Presbyterian Church,Lander,WY,42.833076,-108.730702
Harvest Reformed Presbyterian Church,Gillette,WY,44.290635,-105.501876
Northwoods Presbyterian Church,Cheyenne,WY,41.139981,-104.820246
