name,addr,state,lat,lon
First Presbyterian Church,Hinckley,MN,46.011341,-92.944371
Good Shepherd Presbyterian Church,Minnetonka,MN,44.940509,-93.463894
Grace Covenant Church,Bloomington,MN,44.832241,-93.320487
Grace Presbyterian Church,Duluth,MN,46.772932,-92.125122
Trinity Presbyterian Church,Rochester,MN,44.023439,-92.463018
All Souls Church of St. Louis,St. Louis,MO,38.626426,-90.199585
Calvary Presbyterian Church,St. Robere,MO,37.814074,-92.137508
Chesterfield Presbyterian Church,Chesterfield,MO,55.752496,37.58938
Christ the King Presbyterian Church,Joplin,MO,37.08418,-94.51323
Christ the Redeemer,Lees Summit,MO,38.910716,-94.38213
Covenant Presbyterian Church,St. Louis,MO,38.626426,-90.199585
Crossroads Presbyterian Fellowship,Maplewood,MO,38.612552,-90.32456
First Korean Presbyterian Church of Springfield,Nixa,MO,37.043936,-93.309853
First Korean Presbyterian Church of St. Louis,St. Ann,MO,38.727274,-90.383172
Good Shepherd Presbyterian Church,St. Louis,MO,38.626426,-90.199585
Grace & Peace Fellowship,St. Louis,MO,38.626426,-90.199585
Grace Presbyterian Church,St. Charles,MO,38.794625,-90.519829
Grace Presbyterian Fellowship,Farmington,MO,37.780304,-90.422637
Heritage Presbyterian Church,Eureka,MO,38.502554,-90.627904
Kirk of the Hills Presbyterian Church,St. Louis,MO,38.626426,-90.199585
Korean First Presbyterian Church of Columbia,Columbia,MO,55.619517,37.506776
Korean Presbyterian Church of St. Louis,St. Louis,MO,38.626426,-90.199585
Memorial Presbyterian Church,St. Louis,MO,38.626426,-90.199585
Midtown Church,St. Louis,MO,38.626426,-90.199585
Midtown Presbyterian Church,Columbia,MO,55.619517,37.506776
New City Fellowship,S. Louis,MO,48.716078,7.188416
New City South,St. Louis,MO,38.626426,-90.199585
New City West End,St. Louis,MO,38.626426,-90.199585
New Creation Presbyterian Church,Wentzville,MO,38.824414,-90.868312
New Life Presbyterian Church,St. Louis,MO,38.626426,-90.199585
New Port Presbyterian Church,Washington,MO,38.558107,-91.012088
Old Orchard Church,Webster Groves,MO,38.592339,-90.356433
Providence Reformed Presbyterian Church,St. Louis,MO,38.626426,-90.199585
Redeemer Presbyterian Church,Columbia,MO,55.619517,37.506776
Redeeming Grace Fellowship,Owensville,MO,38.345602,-91.501549
Restoration Community Church,St. Louis,MO,38.626426,-90.199585
South City Church,St. Louis,MO,38.626426,-90.199585
Spring Hills Presbyterian Church,Byrnes Mill,MO,38.437832,-90.581792
Trinity Presbyterian Church,Kirkwood,MO,38.580071,-90.406918
Trinity Presbyterian Church,Union,MO,-34.880236362,-56.137687862
True Community Fellowship,Kirksville,MO,40.194885,-92.583394
Twin Oaks Presbyterian Church,Ballwin,MO,38.593603,-90.538555
Bailey Presbyterian Church,Bailey,MS,32.467641,-88.722824
Bay Springs Presbyterian Church,Bay Springs,MS,31.979043,-89.287284
Bay Street Presbyterian Church,Hattiesburg,MS,31.327119,-89.290339
Bethesda Presbyterian Church,Edwards,MS,32.330147,-90.605655
Blackmonton Presbyterian Church,Vaiden,MS,33.33207,-89.741193
Brandon Presbyterian Church,Brandon,MS,32.273148,-89.986806
Calvary Presbyterian Church,Mize,MS,31.868493,-89.555902
Carolina Presbyterian Church,Madden,MS,32.679025,-89.348122
Carrollton Presbyterian Church,Carrollton,MS,33.508177,-89.920361
Carthage Presbyterian Church,Carthage,MS,32.732636,-89.536183
Christ Covenant Church,Hernando,MS,34.823952,-89.993702
Christ Fellowship,Horn Lake,MS,34.955372,-90.034814
Christ Presbyterian Church at Olive Branch,Olive Branch,MS,34.961761,-89.829532
Christ Presbyterian Church at Oxford,Oxford,MS,34.366377,-89.518766
College Hill Presbyterian Church,Oxford,MS,34.366377,-89.518766
Collins Presbyterian Church,Collins,MS,31.644616,-89.555986
Columbia Presbyterian Church,Columbia,MS,31.251844,-89.83758
Covenant Presbyterian Church,Laurel,MS,31.694051,-89.130612
Covenant Presbyterian Church at Cleveland,Cleveland,MS,33.744002,-90.724819
Covenant Presbyterian Church at Greenville,Greenville,MS,33.400063,-91.055131
Crosstown Fellowship Church,Cleveland,MS,33.744002,-90.724819
DeKalb Presbyterian Church,DeKalb,MS,33.43076,-88.76422
Edwards Presbyterian Church,Edwards,MS,32.330147,-90.605655
Faith Presbyterian Church,Aberdeen,MS,33.825114,-88.543655
Faith Presbyterian Church,Brookhaven,MS,31.579059,-90.440651
First Korean Presbyterian Mission,Biloxi,MS,30.396032,-88.885365
First Presbyterian Church,Biloxi,MS,30.396032,-88.885365
First Presbyterian Church,Madison,MS,32.461809,-90.115364
First Presbyterian Church,Yazoo City,MS,32.855097,-90.405647
First Presbyterian Church,Louisville,MS,33.123738,-89.055062
First Presbyterian Church,Gulfport,MS,30.36742,-89.092816
First Presbyterian Church,Lexington,MS,33.113183,-90.053141
First Presbyterian Church,Hazlehurst,MS,31.860438,-90.395926
First Presbyterian Church,Jackson,MS,32.299002,-90.184769
First Presbyterian Church,Taylorsville,MS,31.829604,-89.428121
First Presbyterian Church,Crystal Springs,MS,31.988155,-90.357019
First Presbyterian Church,Kosciusko,MS,33.05763,-89.587576
First Presbyterian Church,Union,MS,32.571527,-89.121448
First Presbyterian Church,Woodville,MS,31.104619,-91.299555
First Presbyterian Church,Hattiesburg,MS,31.327119,-89.290339
First Presbyterian Church,Belzoni,MS,33.184291,-90.489256
First Presbyterian Church,Philadelphia,MS,32.770384,-89.115349
First Presbyterian Church,Picayune,MS,30.525469,-89.679508
First Presbyterian Church at Charleston,Charleston,MS,32.822474,-79.992401
First Presbyterian Church at Clarksdale,Clarksdale,MS,34.200648,-90.570207
First Presbyterian Church at Indianola,Indianola,MS,33.450951,-90.655092
First Presbyterian Church at Water Valley,Water Valley,MS,34.151499,-89.631474
First Presbyterian Church at Winona,Winona,MS,33.482068,-89.728137
Forest Grove Presbyterian Church,Carthage,MS,32.732636,-89.536183
Forest Presbyterian Church,Forest,MS,32.364589,-89.474235
Geneva Presbyterian Church,Matherville,MS,31.877376,-88.568923
Grace Presbyterian Church,Jackson,MS,32.299002,-90.184769
Grace Presbyterian Church,Grenada,MS,33.769005,-89.808419
Grace Presbyterian Church at Starkville,Starkville,MS,33.4504,-88.818387
Heidelberg Presbyterian Church,Heidelberg,MS,31.886822,-88.983942
Highlands Presbyterian Church,Ridgeland,MS,32.428476,-90.132309
Hope Presbyterian Church,Ocean Springs,MS,30.41129,-88.827917
Hopewell Presbyterian Church,Mount Olive,MS,31.761274,-89.655072
Houston Presbyterian Church,Houston,MS,33.898446,-88.999227
Itta Bena-Morgan City Presbyterian Church,Morgan City,MS,33.380677,-90.350363
Korean American Church of Jackson,Raymond,MS,32.259278,-90.422595
Lakeland Presbyterian Church,Flowood,MS,32.309274,-90.138908
Lauderdale Presbyterian Church,Lauderdale,MS,32.520694,-88.511705
Lawndale Presbyterian Church,Tupelo,MS,34.257607,-88.703386
Leakesville Presbyterian Church,Leakesville,MS,31.155737,-88.557799
Lebanon Presbyterian Church,Learned,MS,32.196817,-90.54732
Macon Presbyterian Church,Macon,MS,33.105404,-88.560877
Madison Heights Church,Madison,MS,32.461809,-90.115364
Magee Presbyterian Church,Magee,MS,31.873771,-89.733685
Main Street Presbyterian Church,Columbus,MS,33.495674,-88.427263
Maple Drive Presbyterian Church,Pontotoc,MS,34.247883,-88.998673
Marks Presbyterian Church,Marks,MS,34.2565,-90.272038
McDonald Presbyterian Church,Collins,MS,31.644616,-89.555986
Meadville Presbyterian Church,Meadville,MS,31.472393,-90.896768
Moss Point Presbyterian Church,Moss Point,MS,30.411588,-88.53446
Mount Carmel Presbyterian Church,Bailey,MS,32.467641,-88.722824
Mount Olive Presbyterian Church,Mount Olive,MS,31.761274,-89.655072
New Augusta Presbyterian Church,New Augusta,MS,31.202403,-89.034774
New Covenant Presbyterian Church,Summit,MS,31.283787,-90.468432
New Covenant Presbyterian Church,Natchez,MS,31.560408,-91.403171
Newton Presbyterian Church,Newton,MS,32.321255,-89.163393
Northpointe Presbyterian Church,Meridian,MS,32.36431,-88.703656
Old Lebanon Presbyterian Church,Ackerman,MS,33.310124,-89.172843
Oldenburg Presbyterian Church,Roxie,MS,31.504613,-91.068993
Pear Orchard Presbyterian Church,Ridgeland,MS,32.428476,-90.132309
Pearl Presbyterian Church,Pearl,MS,32.274587,-90.132031
Petal Presbyterian Church,Petal,MS,31.346563,-89.260061
Philadelphus Presbyterian Church,Waynesboro,MS,31.674736,-88.645955
Pickens Presbyterian Church,Pickens,MS,32.883743,-89.971473
Pine Ridge Presbyterian Church,Natchez,MS,31.560408,-91.403171
Pinehaven Presbyterian Church,Clinton,MS,32.341534,-90.321759
Pleasant Springs Presbyterian Church,DeKalb,MS,33.43076,-88.76422
Prentiss Presbyterian Church,Prentiss,MS,31.598501,-89.867023
Providence Presbyterian Church,Clinton,MS,32.341534,-90.321759
Raymond Presbyterian Church,Raymond,MS,32.259278,-90.422595
Redeemer Church in Saltillo,Saltillo,MS,34.37659,-88.684461
Sardis Presbyterian Church,Sardis,MS,34.437051,-89.915923
Scooba Presbyterian Church,Scooba,MS,32.829058,-88.47674
Second Presbyterian Church,Yazoo City,MS,32.855097,-90.405647
Sharon Presbyterian Church,Magee,MS,31.873771,-89.733685
Shiloh Presbyterian Church,Pickens,MS,32.883743,-89.971473
Shongalo Presbyterian Church,Vaiden,MS,33.33207,-89.741193
Spout Springs Presbyterian Church,Ripley,MS,34.729818,-88.950618
Starkville Korean Church,Starkville,MS,33.4504,-88.818387
Tchula Presbyterian Church,Tchula,MS,33.182903,-90.222863
Thomson Memorial Presbyterian Church,Centreville,MS,31.08962,-91.068438
Trinity Presbyterian Church,Jackson,MS,32.299002,-90.184769
Trinity Presbyterian Church,Corinth,MS,34.93436,-88.522335
Union Church Presbyterian Church,Union Church,MS,31.682944,-90.787601
United Presbyterian Church,Sandersville,MS,31.786548,-89.032276
Waynesboro Presbyterian Church,Waynesboro,MS,31.674736,-88.645955
Westminster Presbyterian Church,Greenwood,MS,33.516232,-90.179528
Westminster Presbyterian Church,Vicksburg,MS,32.352806,-90.877734
Woodland Presbyterian Church,Hattiesburg,MS,31.327119,-89.290339
All Souls Missoula,Missoula,MT,46.870105,-113.995267
Church of the Cross,Whitefish,MT,48.410802,-114.334624
Faith Covenant Presbyterian Church,Kalispell,MT,48.202158,-114.315321
Great Plains Gathering,Billings,MT,45.787496,-108.49607
Rocky Mountain Community Church,Billings,MT,45.787496,-108.49607
Trinity Church PCA,Bozeman,MT,45.679429,-111.044047
Covenant Reformed Presbyterian Church,Miramichi,NB,47.004167,-65.466667
Douglastown Community Church,Miramichi,NB,47.004167,-65.466667
All Nations Presbyterian Mission Church,Charlotte,NC,35.227209,-80.843083
Andrews Presbyterian Church,Andrews,NC,35.20175,-83.824068
Antioch Presbyterian Church,Goldsboro,NC,35.384884,-77.992765
Arden Presbyterian Church,Arden,NC,35.466182,-82.516424
Back Creek Presbyterian Church,Mount Ulla,NC,35.658473,-80.726736
Calvary Presbyterian Church,Raleigh,NC,35.780398,-78.639099
Carolina Presbyterian Church,Locust,NC,35.259866,-80.425343
Charlotte Presbyterian Church,Charlotte,NC,35.227209,-80.843083
Christ Central Church,Charlotte,NC,35.227209,-80.843083
Christ Central Durham,Durham,NC,35.996653,-78.901805
Christ Church,Clayton,NC,35.650711,-78.456391
Christ Church at River's Edge,Belmont,NC,35.243827,-81.037732
Christ Church Dunn,Dunn,NC,35.306274,-78.608903
Christ Church Greensboro,Greensboro,NC,36.072636,-79.791975
Christ Church Sanford,Sanford,NC,35.479876,-79.180299
Christ Community Church,Chapel Hill,NC,35.913154,-79.05578
Christ Covenant Church,Matthews,NC,35.115953,-80.722439
Christ Our Hope Church,Wake Forest,NC,35.980314,-78.510373
Christ Presbyterian Church,Greenville,NC,35.613224,-77.372459
Christ the King Church,Wilmington,NC,34.225728,-77.944711
Christ The King Presbyterian Church,Raleigh,NC,35.780398,-78.639099
Church of the Good Shepherd,Durham,NC,35.996653,-78.901805
Church of the Redeemer,Indian Trail,NC,35.076814,-80.669235
Cornerstone Presbyterian Church,Brevard,NC,35.233447,-82.734292
Covenant Grace Church,Greensboro,NC,36.072636,-79.791975
Covenant Presbyterian Church,Hendersonville,NC,35.318728,-82.460953
Covenant Presbyterian Church,Waynesville,NC,35.488748,-82.988873
Covenant Reformed Presbyterian Church,Asheville,NC,35.60095,-82.554016
Cross Covenant Chinese Church,Matthews,NC,35.115953,-80.722439
Cross Creek Presbyterian Church,Fayetteville,NC,35.052576,-78.878292
Cross Park Church,Charlotte,NC,35.227209,-80.843083
CrossPoint Community Church,Boone,NC,36.216536,-81.674616
East Charlotte Presbyterian Church,Charlotte,NC,35.227209,-80.843083
Emmanuel Presbyterian Church,Franklin,NC,35.182317,-83.381543
Fairview Christian Fellowship,Fairview,NC,36.078181,-79.110215
Faith Presbyterian Church,Morganton,NC,35.745429,-81.687084
Fellowship Presbyterian Church,Newland,NC,36.087348,-81.927336
First Presbyterian Church,Weaverville,NC,35.696724,-82.560363
First Presbyterian Church,Ellerbe,NC,35.071261,-79.76144
First Presbyterian Church,Stanley,NC,35.359026,-81.097021
Frank Presbyterian Church,Newland,NC,36.087348,-81.927336
Friendly Hills Church PCA,Greensboro,NC,36.072636,-79.791975
Friendship Presbyterian Church,Black Mountain,NC,35.622348,-82.324175
Goshen Presbyterian Church,Belmont,NC,35.243827,-81.037732
Grace & Peace Presbyterian Church,Asheville,NC,35.60095,-82.554016
Grace Blue Ridge,Hendersonville,NC,35.318728,-82.460953
Grace Church,Harrisburg,NC,35.32583,-80.645498
Grace Covenant Church,Hickory,NC,35.733331,-81.344292
Grace Foothills,Tryon,NC,35.20817,-82.238448
Grace Highlands Presbyterian Church ,Vilas,NC,36.245683,-81.76761
Grace Mills River,Mills River,NC,35.388448,-82.566789
Grace Presbyterian Church,Kernersville,NC,36.119859,-80.073653
Grace Presbyterian Church,Fuquay-Varina,NC,35.584385,-78.799869
Grace Presbyterian Church,Waxhaw,NC,34.924813,-80.744017
Harbor Church PCA,Mooresville,NC,35.58486,-80.810072
Harbor Presbyterian Church,Elizabeth City,NC,36.295684,-76.22477
Harvest Presbyterian Church,Jacksonville,NC,34.749475,-77.420822
Harvest Presbyterian Church,Lincolnton,NC,35.473745,-81.254525
Hazelwood Presbyterian Church,Waynesville,NC,35.488748,-82.988873
Hope Community Church,Charlotte,NC,35.227209,-80.843083
Hope Presbyterian Church,Winston-Salem,NC,36.099813,-80.244052
Lake Tillery Church,Troy,NC,35.358474,-79.89449
Lakeshore Church,Denver,NC,35.531245,-81.029799
Malvern Hills Presbyterian Church,Asheville,NC,35.60095,-82.554016
Meadowview Reformed Presbyterian Church,Lexington,NC,35.824027,-80.253384
Midtown Community Church,Raleigh,NC,35.780398,-78.639099
Missio Church,Durham,NC,35.996653,-78.901805
Mount Carmel Presbyterian Church,Ellerbe,NC,35.071261,-79.76144
New Hope Presbyterian Church,Clemmons,NC,36.021526,-80.381998
New Hope Presbyterian Church,China Grove,NC,35.569306,-80.581732
New Life Community Church,Fayetteville,NC,35.052576,-78.878292
Norman Presbyterian Church,Norman,NC,35.189813,-80.80534
NorthCross Church,Cornelius,NC,35.481705,-80.859001
Northside Presbyterian Church,Burlington,NC,36.095692,-79.437799
Pamlico Presbyterian Church,Oriental,NC,35.030996,-76.692987
Peace Presbyterian Church,Cary,NC,35.788289,-78.781208
Progressive Presbyterian Church,Princeton,NC,35.465994,-78.16055
Prosperity Presbyterian Church,Charlotte,NC,35.227209,-80.843083
Providence Presbyterian Church,Murphy,NC,35.087584,-84.034632
Providence Presbyterian Church,Concord,NC,35.409418,-80.580005
Reconciliation Church,Knightdale,NC,35.787898,-78.482294
Redeemer Church,Pinehurst,NC,35.194624,-79.467932
Redeemer Church PCA,Sylva,NC,35.373711,-83.22598
Redeemer Presbyterian Church,Raleigh,NC,35.780398,-78.639099
Redeemer Presbyterian Church,Winston-Salem,NC,36.099813,-80.244052
Redeemer Yadkin Valley,Lewisville,NC,36.097082,-80.419222
Salem Presbyterian Church,Winston-Salem,NC,36.099813,-80.244052
Second Street Presbyterian Church,Albemarle,NC,35.350143,-80.200058
Shearer Presbyterian Church,Mooresville,NC,35.58486,-80.810072
South Charlotte Presbyterian Church,Charlotte,NC,35.227209,-80.843083
Southlake Presbyterian Church,Huntersville,NC,35.410828,-80.84293
Sovereign Grace Presbyterian Church,Charlotte,NC,35.227209,-80.843083
StoneBridge Church Community,Charlotte,NC,35.227209,-80.843083
Story Memorial Presbyterian Church,Marion,NC,35.684102,-82.009103
Summer Oaks Presbyterian Church,Summerfield,NC,36.208747,-79.904758
Trinity Church,Winston-Salem,NC,36.099813,-80.244052
Trinity Park Church,Cary,NC,35.788289,-78.781208
Trinity Presbyterian Church,Asheville,NC,35.60095,-82.554016
Village Chapel Presbyterian Church,New Bern,NC,35.108493,-77.044114
Vive Charlotte Church,Charlotte,NC,35.227209,-80.843083
Wayside Presbyterian Church,Chocowinity,NC,35.512596,-77.100923
West Charlotte Church,Charlotte,NC,35.227209,-80.843083
White Oak Presbyterian Church,Fremont,NC,35.545438,-77.974709
Whiteside Presbyterian Church,Cashiers,NC,35.111202,-83.098059
Wilson Presbyterian Church,Wilson,NC,35.721269,-77.91554
Yea Hyang Presbyterian Church,Cary,NC,35.788289,-78.781208
Resurrection Church,Fargo,ND,46.877229,-96.789821
Grace Central Church,Omaha,NE,41.258746,-95.938376
Grace Chapel,Lincoln,NE,40.808886,-96.707775
Grace Church PCA,Fremont,NE,41.433836,-96.496045
Grace Covenant Church,Grand Island,NE,40.924271,-98.338685
Harvest Community Church,Omaha,NE,41.258746,-95.938376
New Song Church,Gretna,NE,41.146927,-96.239005
Redeemer PCA,Lincoln,NE,40.808886,-96.707775
Tree of Life Church,Omaha,NE,41.258746,-95.938376
Trinity Presbyterian Church,Kearney,NE,40.699478,-99.081858
Zion Church,Lincoln,NE,40.808886,-96.707775
Christ Church PCA,Pembroke,NH,43.14709,-71.457825
Christ Presbyterian Church,Nashua,NH,42.765625,-71.467703
Church of the Redeemer of Manchester,Manchester,NH,42.99564,-71.454789
Exeter Presbyterian Church,Exeter,NH,42.981477,-70.947834
Faith Presbyterian Church,Lancaster,NH,44.489158,-71.570435
Hooksett Christian Fellowship,Hooksett,NH,43.096972,-71.465378
Ark Presbyterian Church,Fairlawn,NJ,40.93886,-74.12078
Beloved Presbyterian,Rutherford,NJ,40.826489,-74.106809
Calvary Presbyterian Church,Allenwood,NJ,40.141503,-74.099862
Cherry Hill Associated Presbyterian Church,Mount Laurel,NJ,39.934002,-74.890999
Comunidade Crista Presbiteriana,Newark,NJ,40.735657,-74.172367
Covenant Fellowship Church,West Orange,NJ,40.798711,-74.239035
Covenant Presbyterian Church,Cape May,NJ,38.933431,-74.921423
Covenant Presbyterian Church,Cherry Hill,NJ,39.934835,-75.030726
Covenant Presbyterian Church,Short Hills,NJ,40.747879,-74.325427
Crossroads Community Church,Somerville,NJ,40.57427,-74.60988
Ebenezer Presbyterian Church,Newark,NJ,40.735657,-74.172367
Fairfield Presbyterian Church,Fairton,NJ,39.381781,-75.21991
Glory Community Church,Union City,NJ,40.779546,-74.023751
Good News Church,Princeton,NJ,40.349274,-74.659296
Gospel Presbyterian Church,Parsippany,NJ,40.857877,-74.425987
Grace Community Church,Bridgewater,NJ,40.592911,-74.632133
Grace Presbyterian Church,Mount Laurel,NJ,39.934002,-74.890999
Grace Redeemer Church,Glen Rock,NJ,40.962876,-74.132921
Hebron Presbyterian Mission,Newark,NJ,40.735657,-74.172367
Hope Community Church PCA,Northfield,NJ,39.370394,-74.550155
Hope Presbyterian Church,Randolph,NJ,40.862205,-74.56901
Hope Presbyterian Church,Lawrenceville,NJ,40.299009,-74.737172
King's Cross Church,Robbinsville Twp,NJ,40.220488,-74.627139
Knowlton Presbyterian Church,Columbia,NJ,40.926208,-75.092676
Lighthouse Korean Presbyterian Church,Palisades Park,NJ,40.848156,-73.997639
Living Hope Church,Palisades Park,NJ,40.848156,-73.997639
Mercy Hill Presbyterian Church,Glassboro,NJ,39.702768,-75.111943
New City Fellowship of Atlantic City,Atlantic City,NJ,39.359135,-74.443459
New Hope Community Church,Cherry Hill,NJ,39.934835,-75.030726
Redeemer Church of Montclair,Montclair,NJ,40.816446,-74.221064
Redeemer Hoboken,Hoboken,NJ,40.743307,-74.032375
Redeemer Jersey City Church,Jersey City,NJ,40.721568,-74.047455
Redentor Presbyterian Church,South River,NJ,40.446495,-74.385983
Bryce Avenue Presbyterian Church,White Rock,NM,35.827637,-106.204016
Christ Church Santa Fe PCA,Santa Fe,NM,35.68761,-105.938457
City Presbyterian Church Albuquerque,Albuquerque,NM,35.084103,-106.650985
Coram Deo,Las Cruces,NM,32.314035,-106.779808
Grace Covenant Church,Las Cruces,NM,32.314035,-106.779808
High Desert Church (PCA),Albuquerque,NM,35.084103,-106.650985
Mosaic Church,Albuquerque,NM,35.084103,-106.650985
Providence Presbyterian Church - Farmington,Farmington,NM,36.729115,-108.205445
University Presbyterian Church,Las Cruces,NM,32.314035,-106.779808
Westminster Presbyterian Church,Alamogordo,NM,32.904647,-105.941835
Bedford Presbyterian Church,Bedford,NS,44.731061999999994,-63.657711
Christ Church Halifax,Halifax,NS,44.648618,-63.585949
Harbour Light Church PCA,Sydney,NS,-33.868,151.21
Sovereign Grace Presbyterian Church,River Denys,NS,45.8369,-61.178
Grace Presbyterian Church,Reno,NV,39.526121,-119.812658
Las Vegas Presbyterian Church,Las Vegas,NV,36.167256,-115.148516
Spring Meadows Presbyterian Church,Las Vegas,NV,36.167256,-115.148516
Affirmation Presbyterian Church,Katonah,NY,41.25877,-73.685385
All Souls Community Church,Suffern,NY,41.115137,-74.149395
Armor Bible Presbyterian Church,Orchard Park,NY,42.767038,-78.743552
Ascension Church,Forest Hills,NY,40.731626,-73.851773
Astoria Community Church,Astoria,NY,40.772015,-73.930267
Barun Presbyterian Church,Flushing,NY,40.76543,-73.817429
Christ Central Buffalo,Buffalo,NY,42.886717,-78.878392
Christ Church,Syracuse,NY,43.048122,-76.147424
Church of the Redeemer,Cortland,NY,42.601181,-76.180484
City Fellowship Church,New York,NY,40.750183,-73.983759
Comunidade Crista Presbiteriana,Mineola,NY,40.749268,-73.640685
Covenant Church,Whitestone,NY,40.780362,-73.807284
Covenant of Faith Church,Jericho,NY,40.792044,-73.539848
Covenant of Grace Church,Briarwood,NY,40.712178,-73.812494
Duanesburg Reformed Presbyterian Church,Duanesburg,NY,42.76202,-74.133738
Emmanuel Presbyterian Church,New York,NY,40.750183,-73.983759
Exilic Church,New York,NY,40.750183,-73.983759
Faith Church of Westchester,White Plains,NY,41.033986,-73.76291
First Presbyterian Church,Schenectady,NY,42.814243,-73.939569
Gospel Center Church,Little Neck,NY,40.76692,-73.730596
Grace Church,Rochester,NY,43.157285,-77.615214
Grace Presbyterian Church,Water Mill,NY,40.905934,-72.362029
Hope Church,Ballston Spa,NY,43.000909,-73.849011
Immanuel Presbyterian Church,Floral Park,NY,40.7247,-73.704802
King's Cross Church,Flushing,NY,40.76543,-73.817429
Korean Presbyterian Church of Southern New York,Woodside,NY,40.755284,-73.908652
Living Faith Community Church,Flushing,NY,40.76543,-73.817429
New City Fellowship Beechwood,Rochester,NY,43.157285,-77.615214
New Heart Mission Church,Hicksville,NY,40.768193,-73.523821
New Hope Presbyterian Church,Vestal,NY,42.085075,-76.053813
New Life Presbyterian Church,Ithaca,NY,42.439604,-76.496802
New Life Presbyterian Church,Canton,NY,44.595616,-75.169094
New York Kwang Yeom Presbyterian,Whitestone,NY,40.780362,-73.807284
North Shore Community Church,Oyster Bay,NY,40.872552,-73.530516
Presbyterian Church of Wellsville,Wellsville,NY,42.122013,-77.948058
Redeemer East Harlem,New York,NY,40.750183,-73.983759
Redeemer Presbyterian Church Downtown,New York,NY,40.750183,-73.983759
Redeemer Presbyterian Church East Side,New York,NY,40.750183,-73.983759
Redeemer Presbyterian Church West Side,New York,NY,40.750183,-73.983759
Redeemer Reformed Presbyterian Church,Queensbury,NY,43.361853,-73.665245
Savior Presbyterian Church,Flushing,NY,40.76543,-73.817429
Sekwang Korean Presbyterian Church,Pleasantville,NY,40.794537,-73.93382
Storefront Church-Mission,New York,NY,40.750183,-73.983759
The Well - Mission Church,New York,NY,40.750183,-73.983759
Trinity Presbyterian Church,Mt. Kisco,NY,41.204262,-73.727076
Uptown Community Church,New York,NY,40.750183,-73.983759
Westminster Presbyterian Church,Rock Tavern,NY,41.466205,-74.191259
Yebon Church of New York,Flushing,NY,40.76543,-73.817429
Christ Presbyterian Church,Kent,OH,41.153667,-81.357886
Cornerstone Presbyterian Church,Boardman,OH,41.024226,-80.662853
Faith Presbyterian Church,Akron,OH,41.083064,-81.518485
Faith Presbyterian Church,Cincinnati,OH,39.101454,-84.51246
First Evangelical Presbyterian Church,East Liverpool,OH,40.618676,-80.577293
Grace Central Presbyterian Church,Columbus,OH,39.96226,-83.000707
Grace Presbyterian Church of the Western Reserve,Hudson,OH,41.240056,-81.440667
Harvest Presbyterian Church,Medina,OH,41.138388,-81.863747
Hope Presbyterian Church,Columbus,OH,39.96226,-83.000707
King's Cross Presbyterian Church,Waynesville,OH,39.529782,-84.086601
Korean Central Presbyterian Church of Cincinnati,Cincinnati,OH,39.101454,-84.51246
Living Hope PCA,Fairfield Twp,OH,39.345895,-84.560503
New City Presbyterian Church,Hilliard,OH,40.033814,-83.159611
New City Presbyterian Church,Cincinnati,OH,39.101454,-84.51246
North Cincinnati Community Church,Cincinnati,OH,39.101454,-84.51246
Northwest Presbyterian Church,Dublin,OH,40.099229,-83.114077
Redeemer Church,Mason,OH,39.360059,-84.309939
Redeemer Church PCA,Hudson,OH,41.240056,-81.440667
Resurrection Presbyterian Church,Strongsville,OH,41.314473,-81.83511
South Dayton Presbyterian Church,Dayton,OH,39.758948,-84.191607
St. John Church,Cincinnati,OH,39.101454,-84.51246
Story Presbyterian Church,Westerville,OH,40.126139,-82.929529
The Granville Chapel,Granville,OH,40.068119,-82.519604
The Heights Presbyterian Church,Cleveland,OH,41.505161,-81.693445
Trinity Church PCA,North Canton,OH,40.875891,-81.402336
Veto Presbyterian Church,Vincent,OH,41.420321,-82.115982
Walnut Creek Presbyterian Church,Gahanna,OH,40.019563,-82.879136
Zion Reformed Church,Winesburg,OH,40.61645,-81.695128
Christ Presbyterian Church,Tulsa,OK,36.155681,-95.992911
Christ Presbyterian Church of Claremore,Claremore,OK,36.312601,-95.616069
Christ the King Presbyterian Church,Norman,OK,35.222572,-97.439482
City Presbyterian Church,Oklahoma City,OK,35.472989,-97.517054
First Reformed Presbyterian Church,Minco,OK,35.312837,-97.944491
Grace & Peace Presbyterian Church,Tulsa,OK,36.155681,-95.992911
Grace Presbyterian Church,Stillwater,OK,36.115631,-97.058572
Heritage Presbyterian Church,Edmond,OK,35.657137,-97.464904
Hope Presbyterian Church,Bartlesville,OK,36.749486,-95.978297
King's Cross Church,Edmond,OK,35.657137,-97.464904
Na Nu Rie Presbyterian Church of Lawton,Lawton,OK,34.608685,-98.390331
New City Fellowship,Tulsa,OK,36.155681,-95.992911
Redeemer Presbyterian Church,Edmond,OK,35.657137,-97.464904
RiverOaks Presbyterian Church,Tulsa,OK,36.155681,-95.992911
Shawnee Presbyterian Church,Shawnee,OK,35.208095,-97.433495
Three Rivers Church (PCA),Grove,OK,36.593686,-94.769119
Trinity Presbyterian Church,Owasso,OK,36.26597,-95.854856
Christ Church Toronto,Toronto,ON,43.653482,-79.383935
Grace Toronto Church,Toronto,ON,43.653482,-79.383935
Grace Toronto Japanese Mission,Toronto,ON,43.653482,-79.383935
Grace Valley Church,Dundas,ON,43.264,-79.9535
KW Redeemer,Kitchener,ON,43.451291,-80.492782
