,name,addr,lat,lon
1600,Lookout Mountain Presbyterian Church,Lookout Mountain,TN,35.020353,-85.36607
1601,Meadow Creek Presbyterian Church,Greeneville,TN,36.163158,-82.830986
1602,Memorial Presbyterian Church,Elizabethton,TN,36.34872,-82.210688
1603,Mercy Presbyterian Church,Franklin,TN,35.925206,-86.868942
1604,Midtown Fellowship Church,Nashville,TN,36.162277,-86.774298
1605,Midway Presbyterian Church,Jonesborough,TN,36.294493,-82.473409
1606,Mosaic Fellowship,Chattanooga,TN,35.045722,-85.309488
1607,Mountain Fellowship,Signal Mountain,TN,35.122348,-85.343697
1608,Mountain View Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
1609,New City Fellowship,Chattanooga,TN,35.045722,-85.309488
1610,New City Fellowship - East Lake,Chattanooga,TN,35.045722,-85.309488
1611,North Shore Fellowship,Chattanooga,TN,35.045722,-85.309488
1612,Parish Presbyterian Church ,Franklin,TN,35.925206,-86.868942
1613,Parks Church PCA,Nashville,TN,36.162277,-86.774298
1614,Princeton Presbyterian Church,Johnson City,TN,36.31344,-82.353473
1615,Red Bank Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
1616,Redeemer Church Murfreesboro,Murfreesboro,TN,35.84604,-86.39211
1617,Redeemer Church of Knoxville,Knoxville,TN,35.960395,-83.921026
1618,Redeemer Fellowship of Nashville,Nashville,TN,36.162277,-86.774298
1619,Redeemer Presbyterian Church,Dickson,TN,36.076653,-87.38701
1620,Redeemer Presbyterian Church,Memphis,TN,35.149022,-90.051629
1621,Restoration Southside Church,Chattanooga,TN,35.045722,-85.309488
1622,Resurrection Presbyterian Church, Inc.,Knoxvillle,TN,35.960395,-83.921026
1623,Riveroaks Reformed Presbyterian Church,Germantown,TN,35.086758,-89.810086
1624,Smoky Mountain Presbyterian Church,Maryville,TN,35.756472,-83.970459
1625,Southpointe Community Church,Nolensville,TN,35.952285,-86.669441
1626,St. Elmo Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
1627,The Church of Grace Village: A Community of the PCA,Nashville,TN,36.162277,-86.774298
1628,Trinity Church PCA,Collierville,TN,35.042036,-89.664527
1629,Trinity Presbyterian Church,Murfreesboro,TN,35.84604,-86.39211
1630,Trinity Presbyterian Church,Maryville,TN,35.756472,-83.970459
1631,Trinity Presbyterian Church,Cleveland,TN,35.159518,-84.876612
1632,Walnut Hill Presbyterian Church,Bristol,TN,36.594503,-82.188521
1633,Wayside Presbyterian Church,Signal Mountain,TN,35.122348,-85.343697
1634,West End Community Church,Nashville,TN,36.162277,-86.774298
1635,West Hills Presbyterian Church,Harriman,TN,35.933964,-84.552436
1636,West Hills Presbyterian Church,Knoxville,TN,35.960395,-83.921026
1637,Westminster Presbyterian Church,Johnson City,TN,36.31344,-82.353473
1638,Westminster Presbyterian Church,Kingsport,TN,36.550238,-82.559429
1639,Westminster Presbyterian Church,Dayton,TN,35.493959,-85.012454
1640,Woodlands Gathering,Soddy Daisy,TN,35.235903,-85.19079
1641,Zion Presbyterian Church,Columbia,TN,35.615072,-87.035283
1642,Advent Presbyterian Church of Houston,Houston,TX,29.758938,-95.367697
1643,All Saints Presbyterian Church,Austin,TX,30.271129,-97.7437
1644,Austin Grace Presbyterian Church,Austin,TX,30.271129,-97.7437
1645,Bay Area Presbyterian Church,Webster,TX,29.535172,-95.116156
1646,Bethel Church PCA,Dallas,TX,32.776272,-96.796856
1647,Bright Castle Presbyterian Church,Killeen,TX,31.117144,-97.727796
1648,Christ Church,Katy,TX,29.785785,-95.824396
1649,Christ Church - Kerrville,Kerrville,TX,30.047469,-99.140021
1650,Christ Church Georgetown,Georgetown,TX,30.632694,-97.677231
1651,Christ Church New Braunfels,New Braunfels,TX,29.702827,-98.125735
1652,Christ Church San Antonio,San Antonio,TX,29.4246,-98.495141
1653,Christ Community Church in Frisco,Frisco,TX,33.150674,-96.823612
1654,Christ Evangelical Presbyterian Church,Houston,TX,29.758938,-95.367697
1655,Christ Presbyterian Church,Victoria,TX,28.820293,-96.984865
1656,Christ Presbyterian Church of Huntsville,Huntsville,TX,30.723526,-95.550777
1657,Christ the King,DeSoto,TX,32.589858,-96.856945
1658,Christ the King Presbyterian Church,Houston,TX,29.758938,-95.367697
1659,Christ the King Presbyterian Church,El Paso,TX,31.775415,-106.464634
1660,Christ the King Presbyterian Church,Austin,TX,30.271129,-97.7437
1661,Colleyville Presbyterian Church,Colleyville,TX,32.88096,-97.155012
1662,Cornerstone Church of Houston,Houston,TX,29.758938,-95.367697
1663,Covenant Presbyterian Church,Houston,TX,29.758938,-95.367697
1664,Covenant Presbyterian Church,Harlingen,TX,26.190824,-97.695979
1665,Covenant Presbyterian Church,Lufkin,TX,31.338624,-94.728856
1666,Cristo Rey,Dallas,TX,32.776272,-96.796856
1667,CrossPointe Church,Austin,TX,30.271129,-97.7437
1668,Dallas Dream Church,Carrollton,TX,32.953735,-96.890282
1669,Denton Presbyterian Church,Denton,TX,33.215039,-97.133052
1670,Dios Con Nosotros Iglesia Presbiteriana,Edinburg,TX,26.301398,-98.16245
1671,El Buen Pastor,Dallas,TX,32.776272,-96.796856
1672,Emmanuel Presbyterian Church,Cedar Park,TX,30.521712,-97.827833
1673,Faith Community Church,Pearland,TX,29.563976,-95.28643
1674,Faith Presbyterian Church,San Antonio,TX,29.4246,-98.495141
1675,Faith Presbyterian Church,Paris,TX,33.661796,-95.555513
1676,Fifth Street Presbyterian Church,Tyler,TX,32.35126,-95.301062
1677,Fort Worth Presbyterian Church,Fort Worth,TX,32.753177,-97.332746
1678,Global Presbyterian Church,Katy,TX,29.785785,-95.824396
1679,Grace and Peace Presbyterian Church,Anna,TX,33.34928,-96.54938
1680,Grace Community Presbyterian Church,Fort Worth,TX,32.753177,-97.332746
1681,Grace Presbyterian Church,The Woodlands,TX,30.173419,-95.504686
1682,Grace Presbyterian Church,McAllen,TX,26.204369,-98.230082
1683,Grace+Peace Presbyterian Church of Austin,Austin,TX,30.271129,-97.7437
1684,Hill Country PCA Mission,Killeen,TX,31.117144,-97.727796
1685,Hope Presbyterian Church,New Braunfels,TX,29.702827,-98.125735
1686,Hope Presbyterian Church of Dallas,Carrollton,TX,32.953735,-96.890282
1687,Hosanna Community Church,Tomball,TX,30.097162,-95.616055
1688,Houston Church for the Lord,Webster,TX,29.535172,-95.116156
1689,Iglesia La Vid,Laredo,TX,27.5237,-99.497352
1690,Joyful Community Church of Texas,Katy,TX,29.785785,-95.824396
1691,King's Cross Cypress,Cypress,TX,29.969112,-95.697169
1692,Korean Faith Presbyterian Church of Houston,Houston,TX,29.758938,-95.367697
1693,Korean Grace Presbyterian Church of Corpus Christi,Corpus Christi,TX,27.795148,-97.394205
1694,Korean Open Door Presbyterian Church,Houston,TX,29.758938,-95.367697
1695,Korean Presbyterian Church of Houston,Houston,TX,29.758938,-95.367697
1696,Lakeside Presbyterian Church,Southlake,TX,32.941236,-97.134178
1697,Lakewood Presbyterian Church,Dallas,TX,32.776272,-96.796856
1698,Las Tierras Community Church,El Paso,TX,31.775415,-106.464634
1699,Mercy Presbyterian Church,Dallas,TX,32.776272,-96.796856
1700,Metrocrest Presbyterian Church,Carrollton,TX,32.953735,-96.890282
1701,New City Fellowship Dallas,Dallas,TX,32.776272,-96.796856
1702,New City Presbyterian Church,Celina,TX,33.323898,-96.785342
1703,New Covenant Presbyterian Church,Dallas,TX,32.776272,-96.796856
1704,New Somang Presbyterian Church,Bryan,TX,30.674364,-96.369963
1705,New St. Peter's Presbyterian Church,Dallas,TX,32.776272,-96.796856
1706,Oaklawn Presbyterian Church,Houston,TX,29.758938,-95.367697
1707,Park Cities Presbyterian Church,Dallas,TX,32.776272,-96.796856
1708,Providence Presbyterian Church,Midland,TX,31.997366,-102.077948
1709,Providence Presbyterian Church,Sugar Land,TX,29.619679,-95.634946
1710,Providence Presbyterian Church,Dallas,TX,32.776272,-96.796856
1711,Providence Presbyterian Church,Lubbock,TX,33.563521,-101.879336
1712,Redeemer Arlington,Arlington,TX,32.735582,-97.107119
1713,Redeemer Mission Church,College Station,TX,30.595529,-96.307104
1714,Redeemer Presbyterian,Tyler,TX,32.35126,-95.301062
1715,Redeemer Presbyterian Church,Temple,TX,31.098207,-97.342785
1716,Redeemer Presbyterian Church,Austin,TX,30.271129,-97.7437
1717,Redeemer Presbyterian Church,McKinney,TX,33.19765,-96.615447
1718,Redeemer Presbyterian Church,Waco,TX,31.549333,-97.14667
1719,Redeemer Presbyterian Church,San Antonio,TX,29.4246,-98.495141
1720,Redeemer Presbyterian Church,Amarillo,TX,35.207219,-101.833825
1721,Redeemer Sugar Land,Sugar Land,TX,29.619679,-95.634946
1722,Reformed Presbyterian Church,Beaumont,TX,30.086046,-94.101846
1723,Riverside Church,Beaumont,TX,30.086046,-94.101846
1724,Rockwall Presbyterian Church,Rockwall,TX,32.931234,-96.459709
1725,Southside Community Church,Corpus Christi,TX,27.795148,-97.394205
1726,Southwest Presbyterian Church,Houston,TX,29.758938,-95.367697
1727,Spring Cypress Presbyterian Church,Spring,TX,30.079883,-95.417255
1728,Sung San Presbyterian Mission,Carrollton,TX,32.953735,-96.890282
1729,The True Light Church of Dallas,Irving,TX,32.829518,-96.944218
1730,Town North Presbyterian Church,Richardson,TX,32.948179,-96.729721
1731,Tree of Life Church,Cypress,TX,29.969112,-95.697169
1732,Trinity Grace Church,San Antonio,TX,29.4246,-98.495141
1733,Trinity Presbyterian,Fort Worth,TX,32.753177,-97.332746
1734,Trinity Presbyterian Church,Plano,TX,33.013676,-96.69251
1735,Trinity Presbyterian Church,Boerne,TX,29.794664,-98.73197
1736,Weatherford Presbyterian Church,Weatherford,TX,32.758965,-97.797075
1737,Westminster Presbyterian Church,Greenville,TX,33.138449,-96.110807
1738,Westminster Presbyterian Church,Gainesville,TX,33.625941,-97.133345
1739,Westminster Presbyterian Church,Bryan,TX,30.674364,-96.369963
1740,Ye Darm Presbyterian Church of Houston,Katy,TX,29.785785,-95.824396
1741,Ye Won Mission Church,Houston,TX,29.758938,-95.367697
1742,Zion Presbyterian Church,Prosper,TX,33.238576,-96.786606
1743,All Saints Reformed Church,St. George,UT,37.104153,-113.584131
1744,Brigham City Bible Church,Brigham City,UT,41.510372,-112.015562
1745,City Presbyterian Church,Salt Lake City,UT,40.75962,-111.886798
1746,Copper Hills Church,Herriman,UT,40.514089,-112.03282
1747,Corner Canyon Church,Draper,UT,40.524671,-111.863823
1748,CrossPoint Presbyterian Church,Park City,UT,40.646064,-111.497974
1749,Grace Church of Utah,Layton,UT,41.075105,-111.974193
1750,Jordan Valley Church PCA,West Jordan,UT,40.60967,-111.939103
1751,New City Salt Lake,Salt Lake City,UT,40.75962,-111.886798
1752,New Song Presbyterian Church,Salt Lake City,UT,40.75962,-111.886798
1753,Abingdon Presbyterian Church,Abingdon,VA,36.709463,-81.983601
1754,Alexandria Presbyterian Church,Alexandria,VA,38.80511,-77.047023
1755,All Nations Church,Charlottesville,VA,38.029306,-78.476678
1756,All Saints Reformed Presbyterian Church,Richmond,VA,37.538509,-77.43428
1757,Bartlick Presbyterian Church,Haysi,VA,37.205387,-82.294033
1758,Boonsboro Presbyterian Church,Lynchburg,VA,37.413754,-79.142246
1759,By Grace Community Church ,Yorktown,VA,37.237888,-76.508063
1760,Calvary Presbyterian Church,Norfolk,VA,36.896805,-76.260234
1761,Calvary Reformed Presbyterian Church,Hampton,VA,37.030097,-76.345206
1762,Centralia Presbyterian Church,Chester,VA,37.355879,-77.408613
1763,Chinese Christian Church,Falls Church,VA,38.882334,-77.171091
1764,Chinese Christian Church of Virginia, Springfield Mission,Springfield,VA,38.789052,-77.187037
1765,Chosen Presbyterian Church,Fairfax,VA,38.846224,-77.306373
1766,Christ Central ,Charlottesville,VA,38.029306,-78.476678
1767,Christ Central Presbyterian Church,Centreville,VA,38.840391,-77.428877
1768,Christ Church of Arlington,Arlington,VA,38.890396,-77.084159
1769,Christ Presbyterian Church,Harrisonburg,VA,38.449332,-78.868883
1770,Christ Presbyterian Church Burke,Fairfax,VA,38.846224,-77.306373
1771,Christ the King Presbyterian Church,Roanoke,VA,37.270973,-79.941431
1772,Church Hill Presbyterian Church,Richmond,VA,37.538509,-77.43428
1773,Church of Love & Truth,Falls Church,VA,38.882334,-77.171091
1774,City Church of Richmond,Richmond,VA,37.538509,-77.43428
1775,Coeburn Presbyterian Church,Coeburn,VA,36.943992,-82.46404
1776,Cornerstone Presbyterian Church,Vienna,VA,38.901373,-77.265176
1777,Covenant Presbyterian Church,Richmond,VA,37.538509,-77.43428
1778,Covenant Presbyterian Church,Harrisonburg,VA,38.449332,-78.868883
1779,Covenant Presbyterian Church,Cedar Bluff,VA,37.087614,-81.759003
1780,Crossroads Presbyterian Church,Woodbridge,VA,38.658172,-77.249705
1781,Crosswater Presbyterian Church ,Chesapeake,VA,36.718371,-76.24668
1782,Crown and Joy,Richmond,VA,37.538509,-77.43428
1783,Draper's Valley Presbyterian Church,Draper,VA,37.005954,-80.747292
1784,Eagle Heights Presbyterian Church,Winchester,VA,39.185218,-78.16524
1785,Eastminster Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
1786,Emmanuel Presbyterian Church,Arlington,VA,38.890396,-77.084159
1787,Evangelize Today Ministries,Fairfax Station,VA,38.800859,-77.32568
1788,Evergreen Community Church,Powhatan,VA,37.542024,-77.919062
1789,Evident Grace Fellowship,Fredericksburg,VA,38.303184,-77.46054
1790,First Asian Indian Presbyterian Church,Herndon,VA,38.969532,-77.385948
1791,Gainesville Presbyterian Church,Gainesville,VA,38.795479,-77.612598
1792,Grace Christian Church,Herndon,VA,38.969532,-77.385948
1793,Grace Community,Centreville,VA,38.840391,-77.428877
1794,Grace Community Church,Charlottesville,VA,38.029306,-78.476678
1795,Grace Community Presbyterian Church,Mechanicsville,VA,37.619317,-77.336963
1796,Grace Covenant Presbyterian Church,Williamsburg,VA,37.270879,-76.707404
1797,Grace Covenant Presbyterian Church,Blacksburg,VA,37.229657,-80.413677
1798,Grace Presbyterian Church,Lexington,VA,37.784021,-79.442816
1799,Grace Presbyterian Church,King George,VA,38.268184,-77.184422
1800,Grace Presbyterian Church,Chesapeake,VA,36.718371,-76.24668
1801,Harvester Presbyterian Church,Springfield,VA,38.789052,-77.187037
1802,Harvestwood Covenant Presbyterian Church,Floyd,VA,36.911244,-80.32005
1803,Heritage Presbyterian Church,Warrenton,VA,38.71355,-77.795367
1804,Holy Cross Presbyterian Church,Staunton,VA,38.149595,-79.072557
1805,Hope of Christ Presbyterian Church,Stafford,VA,38.422268,-77.408407
1806,Hope Presbyterian Church,Smithfield,VA,36.982331,-76.631024
1807,Hope Presbyterian Church,Martinsville,VA,36.691526,-79.872539
1808,Hope Presbyterian Church of Crozet,Crozet,VA,38.069582,-78.700575
1809,Iglesia Hispana de Sycamore,Midlothian,VA,37.506267,-77.649268
1810,Immanuel Presbyterian Church,Norfolk,VA,36.896805,-76.260234
1811,King's Cross Church,Ashburn,VA,39.043719,-77.48749
1812,Korean Central Presbyterian Church ,Centreville,VA,38.840391,-77.428877
1813,Korean Presbyterian Church of Centreville,Chantilly,VA,38.894154,-77.431151
1814,Korean Presbyterian Church of Washington,Fairfax,VA,38.846224,-77.306373
1815,McLean Korean Presbyterian Church,McLean,VA,38.934289,-77.177633
1816,McLean Presbyterian Church,McLean,VA,38.934289,-77.177633
1817,Mercy Presbyterian Church,Lynchburg,VA,37.413754,-79.142246
1818,Mok Yang Presbyterian Church Mission,Fairfax,VA,38.846224,-77.306373
1819,New City Fellowship,Fredericksburg,VA,38.303184,-77.46054
1820,New Covenant Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
1821,New Creation Presbyterian Church,Chester,VA,37.355879,-77.408613
1822,New Hope Presbyterian Church,Fairfax,VA,38.846224,-77.306373
1823,New Life in Christ Church,Fredericksburg,VA,38.303184,-77.46054
1824,New Life Korean Church,Fredericksburg,VA,38.303184,-77.46054
1825,New Life Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
1826,NewCity Church,Vienna,VA,38.901373,-77.265176
1827,Northside Church of Richmond ,Richmond,VA,37.538509,-77.43428
1828,One Voice Fellowship,Falls Church,VA,38.882334,-77.171091
1829,Potomac Hills Presbyterian Church,Leesburg,VA,39.11545,-77.564545
1830,Providence Presbyterian Church,Christiansburg,VA,37.129852,-80.408939
1831,Pulaski Presbyterian Church,Pulaski,VA,37.047898,-80.779794
1832,Redeemer Presbyterian Church,Virginia Beach,VA,36.852984,-75.977418
1833,Resurrection Community Church,Virginia Beach,VA,36.852984,-75.977418
1834,River's Edge Bible Church,Hopewell,VA,37.304315,-77.2872
1835,Rothem Presbyterian Church,Springfield,VA,38.789052,-77.187037
1836,Saesoon Presbyterian Church of Virginia,Norfolk,VA,36.896805,-76.260234
1837,Sandlick Presbyterian Church,Birchleaf,VA,37.177331,-82.272087
1838,Seven Springs Presbyterian Church,Glade Spring,VA,36.791225,-81.771232
1839,Shore Presbyterian Mission,Exmore,VA,37.531807,-75.822991
1840,Spriggs Road Presbyterian Church,Manassas,VA,38.750949,-77.475267
1841,Spring Run Presbyterian Church of Chesterfield County,Midlothian,VA,37.506267,-77.649268
1842,Stony Point Reformed Presbyterian Church,Richmond,VA,37.538509,-77.43428
1843,Sycamore Presbyterian Church,Midlothian,VA,37.506267,-77.649268
1844,Tabernacle Presbyterian Church,Waynesboro,VA,38.068667,-78.8894
1845,The Church for All Nations,Vienna,VA,38.901373,-77.265176
1846,The Lord Presbyterian Church,Springfield,VA,38.789052,-77.187037
1847,Trinity Presbyterian Church,Norfolk,VA,36.896805,-76.260234
1848,Trinity Presbyterian Church,Charlottesville,VA,38.029306,-78.476678
1849,True Hope Church,Manassas,VA,38.750949,-77.475267
1850,Washington Evergreen Church,Mt. Jackson,VA,38.745948,-78.642238
1851,West End Presbyterian Church,Hopewell,VA,37.304315,-77.2872
1852,West End Presbyterian Church,Richmond,VA,37.538509,-77.43428
1853,West Hopewell Presbyterian Church,Hopewell,VA,37.304315,-77.2872
1854,Westminster Presbyterian Church,Roanoke,VA,37.270973,-79.941431
1855,Westminster Reformed Presbyterian Church,Suffolk,VA,36.72821,-76.58357
1856,Trinity Presbyterian Church,St. Albans,VT,44.810791,-73.083361
1857,Ascension Presbyterian Church,Edmonds,WA,47.810574,-122.377495
1858,Christ Church Bellingham,Bellingham,WA,48.754401,-122.478836
1859,Christ the Cornerstone Church,Seattle,WA,47.603832,-122.330062
1860,Coram Deo Presbyterian Church,Spokane,WA,47.657193,-117.423511
1861,Covenant Presbyterian Church,Walla Walla,WA,46.087376,-118.284614
1862,Covenant Presbyterian Church,Issaquah,WA,47.534878,-122.043297
1863,Cross Sound Church,Bainbridge Island,WA,47.626269,-122.520943
1864,Crossroads @ Lake Stevens,Lake Stevens,WA,48.019779,-122.066091
1865,Faith Presbyterian Church,Tacoma,WA,47.24958,-122.439875
1866,Grace Church Seattle,Seattle,WA,47.603832,-122.330062
1867,Grace Community Presbyterian Church,Bremerton,WA,47.565366,-122.624684
1868,Grace Presbyterian Church,Mt. Vernon,WA,48.420046,-122.32642
1869,Hope Fellowship Presbyterian Church,White Swan,WA,47.629108,-122.331827
1870,Hope Presbyterian Church,Bellevue,WA,40.164516,-80.25395
1871,J Plus Presbyterian Church,Lynwood,WA,52.2570318,-7.1447384
1872,Liberty Bay Presbyterian Church,Poulsbo,WA,47.739137,-122.63928
1873,Olympia One Light Presbyterian Church,Lacey,WA,47.026388,-122.807226
1874,Pullman Korean Presbyterian Church,Pullman,WA,46.730427,-117.173895
1875,Redeemer Redmond Church,Redmond,WA,47.669414,-122.123877
1876,Resurrection Presbyterian Church,Tacoma,WA,47.24958,-122.439875
1877,Seattle Disciple Church,Auburn,WA,47.307537,-122.230181
1878,Seattle Lamp Presbyterian Church,Seattle,WA,47.603832,-122.330062
1879,St. Andrews Presbyterian Church Yakima,Yakima,WA,46.601557,-120.510842
1880,The Good Church,Tacoma,WA,47.24958,-122.439875
1881,Trinitas Presbyterian Church,Mill Creek,WA,47.857746,-122.221063
1882,Trinity Church Seattle,Seattle,WA,47.603832,-122.330062
1883,Westminster Presbyterian Church,Everett,WA,47.967306,-122.2014
1884,Westminster Presbyterian Church,Vancouver,WA,49.271743,-123.136595
1885,All Saints Church,Green Bay,WI,44.512638,-88.012579
1886,Bible Presbyterian Church,Merrill,WI,45.180522,-89.683459
1887,Christ Church Milwaukee,Milwaukee,WI,43.034993,-87.922497
1888,Christ Covenant Church,La Crosse,WI,43.801405,-91.239543
1889,Cornerstone Church,Delafield,WI,43.061028,-88.404069
1890,Emmaus Road Church,Appleton,WI,44.261397,-88.406974
1891,Faith Reformed Church,Cedar Grove,WI,43.56972,-87.823422
1892,Friend of Sinners Church,Milwaukee,WI,43.034993,-87.922497
1893,Gibbsville Church,Sheboygan Falls,WI,43.729162,-87.810644
1894,Grace & Peace Oconomowoc,Oconomowoc,WI,43.111673,-88.499266
1895,Grace Presbyterian Church,Pardeeville,WI,43.537761,-89.300117
1896,Harvest Church of Madison,Madison,WI,43.074761,-89.383761
1897,Iglesia Presbiteriana Corpus Christi,Waukesha,WI,43.011678,-88.231481
1898,Jacob's Well Presbyterian Church,Green Bay,WI,44.512638,-88.012579
1899,Lake Trails Presbyterian Church,Madison,WI,43.074761,-89.383761
1900,Living Stone Church,Oshkosh,WI,44.020692,-88.540857
1901,Madison Sah-lang Church,Madison,WI,43.074761,-89.383761
1902,New Hope Community Church,Wausau,WI,44.959602,-89.629824
1903,Resurrection Madison,Madison,WI,43.074761,-89.383761
1904,Trinity Presbyterian Church,Waukesha,WI,43.011678,-88.231481
1905,Covenant Presbyterian Church,Nitro,WV,38.414815,-81.84402
1906,Grace Church - Buckhannon,Buckhannon,WV,38.993943,-80.23227
1907,Kanawha Salines Presbyterian Church,Malden,WV,38.300655,-81.557065
1908,Mercy Presbyterian Church ,Morgantown,WV,39.629681,-79.955944
1909,Pilgrim Presbyterian Church,Martinsburg,WV,39.456253,-77.96396
1910,Pliny Presbyterian Church,Pliny,WV,38.620364,-81.98736
1911,Providence Reformed Presbyterian Church,Barboursville,WV,38.40953,-82.294592
1912,Redeemer Presbyterian Church,Hurricane,WV,38.43259,-82.020137
1913,Trinity Presbyterian Church,New Martinsville,WV,39.644521,-80.857599
1914,Winifrede Presbyterian Church,Winifrede,WV,38.191491,-81.556785
1915,Covenant Presbyterian Church,Lander,WY,42.833076,-108.730702
1916,Harvest Reformed Presbyterian Church,Gillette,WY,44.290635,-105.501876
1917,Northwoods Presbyterian Church,Cheyenne,WY,41.139981,-104.820246
