,name,size,addr,state,link,lat,lon
1881,Abundant Life International Worship Center,Small,702 E Alsobrook St Plant City,FL,http://www.usachurches.org/church/abundant-life-international-worship-center.htm,28.007387,-82.118795
1882,First Presbyterian Church,Medium,404 W Reynolds St Plant City,FL,http://www.usachurches.org/church/first-presbyterian-church-plant-city.htm,28.015813,-82.126355
1883,Turkey Creek Church of God,Medium,5312 Turkey Creek Rd Plant City,FL,http://www.usachurches.org/church/turkey-creek-church-of-god.htm,27.93863,-82.170451
1884,The Sanctuary of Praise,Small,2011 N Wheeler St Plant City,FL,http://www.usachurches.org/church/the-sanctuary-of-praise.htm,28.033148,-82.125824
1885,Freedom Worship Center,Small,103 Highland Ave Pomona Park,FL,http://www.usachurches.org/church/freedom-worship-center-pomona-park.htm,29.483561,-81.572709
1886,First Christian Church of Pompano Beach,Medium,1860 NE 39th St Pompano Beach,FL,http://www.usachurches.org/church/first-christian-church-of-pompano-beach.htm,26.278803,-80.098608
1887,First Baptist Church Pompano Beach,Medium,138 NE 1st St Pompano Beach,FL,http://www.usachurches.org/church/first-baptist-church-pompano-beach.htm,26.232459,-80.123327
1888,Ponce Church,Medium,4670 S Peninsula Dr Ponce Inlet,FL,http://www.usachurches.org/church/ponce-church.htm,29.099445,-80.940931
1889,New Day Christian Church,Large,20212 Peachland Blvd Port Charlotte,FL,http://www.usachurches.org/church/new-day-christian-church.htm,27.017846,-82.117175
1890,Fountain of Faith Church,Medium,822 Tamiami Trail Unit 1Port Charlotte,FL,http://www.usachurches.org/church/fountain-of-faith-church.htm,27.018351,-82.166766
1891,Trinity Lutheran Church of SWFL,Medium,1379 S Mc Call Rd Port Charlotte,FL,http://www.usachurches.org/church/trinitylutheranchurchofswfl.htm,26.937457,-82.21875
1892,Fountain of Faith,Small,19800 Veterans' Blvd Unit B-5 Port Charlotte,FL,http://www.usachurches.org/church/fountain-of-faith.htm,27.020129,-82.125602
1893,Spruce Creek Presbyterian Church,Medium,1705 Taylor Rd Port Orange,FL,http://www.usachurches.org/church/spruce-creek-presbyterian-church.htm,29.101456,-81.039605
1894,Thrive Community Church,Large,801 Taylor Rd Port Orange,FL,http://www.usachurches.org/church/thrive-community-church-port-orange.htm,29.106857,-81.01631
1895,Christ the King Community Church,Medium,6100 S Williamson Blvd Port Orange,FL,http://www.usachurches.org/church/christ-the-king-community-church-port-orange.htm,29.083268,-81.02609
1896,Port St. Lucie Christian Church,Medium,1420 S E Floresta Dr Port St Lucie,FL,http://www.usachurches.org/church/port-st-lucie-christian-church.htm,27.295631,-80.326473
1897,Gardens Baptist Church,Small,1870 S E Port St Lucie Blvd Port St Lucie,FL,http://www.usachurches.org/church/gardens-baptist-church.htm,27.271064,-80.295271
1898,Living Faith Church,Medium,2000 N W Courtyard Cir Port St Lucie,FL,http://www.usachurches.org/church/livingfaithchurchportstlucie.htm,27.31315,-80.40942
1899,Love Wings Ministries,Small,2000 N W Courtyard Cir Port St Lucie,FL,http://www.usachurches.org/church/love-wings-ministries.htm,27.31315,-80.40942
1900,Princeton Community Church,Small,23555 S W 112th Ave Princeton,FL,http://www.usachurches.org/church/princeton-community-church.htm,25.548674,-80.372081
1901,7th Day Church of God,Small,8100 Cleveland Dr Punta Gorda,FL,http://www.usachurches.org/church/7th-day-church-of-god.htm,26.954417,-81.97441
1902,South Bay Church,Large,13498 U S-301 Riverview,FL,http://www.usachurches.org/church/south-bay-church.htm,27.787493,-82.334847
1903,Deliverance Christian Connection Ministry,Small,10030 Mathog Rd Riverview,FL,http://www.usachurches.org/church/deliverance-christian-connection-ministry.htm,27.854347,-82.333765
1904,Beulah Land Worship Center,Medium,635 W 6th St Riviera Beach,FL,http://www.usachurches.org/church/beulah-land-worship-center.htm,26.767778,-80.06287
1905,Greater Blessed Assurance Apostolic Temple,Medium,1009 S Fiske Blvd Rockledge,FL,http://www.usachurches.org/church/greaterblessedassuranceapostolictemple.htm,28.345272,-80.74252
1906,Church Along the Way,Small,2311 11th Ave S E Ruskin,FL,http://www.usachurches.org/church/church-along-the-way.htm,27.709436,-82.404002
1907,Harbor Life Church,Medium,2701 Rigsby Ln Safety Harbor,FL,http://www.usachurches.org/church/countryside-cathedral-church-of-god.htm,28.020603,-82.704833
1908,Crossroads Baptist Church,Medium,3797 Edsel Ave Saint Cloud,FL,http://www.usachurches.org/church/crossroads-baptist-church-saint-cloud.htm,28.181446,-81.272172
1909,Second Chance Full Gospel Ministries,Small,3274 Canoe Creek Rd Saint Cloud,FL,http://www.usachurches.org/church/second-chance-full-gospel-ministries.htm,28.200303,-81.292855
1910,Heirs of Promise Church,Small,8771 Park Blvd Seminole,FL,http://www.usachurches.org/church/heirs-of-promise-church.htm,27.839382,-82.759889
1911,Norwood Baptist Church,Medium,1818 29th Ave Saint Petersburg,FL,http://www.usachurches.org/church/norwood-baptist-church.htm,27.703578,-82.736963
1912,King of Peace Metropolitan Community Church,Medium,3150 5th Ave N Saint Petersburg,FL,http://www.usachurches.org/church/king-of-peace-metropolitan-community-church.htm,27.777289,-82.676255
1913,Kingdom Harvest Outreach Ministries Inc.,Small,3032 Central Ave Saint Petersburg,FL,http://www.usachurches.org/church/kingdom-harvest-outreach-ministries-inc.htm,27.770952,-82.674734
1914,Life Church,Small,1600 72nd St N Saint Petersburg,FL,http://www.usachurches.org/church/life-church-st-petersburg.htm,27.787673,-82.739084
1915,Reliance Church,Medium,2501 5th Ave N Saint Petersburg,FL,http://www.usachurches.org/church/reliance-church.htm,27.777459,-82.668017
1916,Paradise Lutheran Church,Medium,10255 Paradise Blvd Treasure Island,FL,http://www.usachurches.org/church/garden-of-peace-lutheran-church.htm,27.765504,-82.759296
1917,Lakeside Fellowship United Methodist Church,Medium,121 N Henderson Ln Sanford,FL,http://www.usachurches.org/church/lakeside-fellowship-united-methodist-church.htm,28.812141,-81.357849
1918,Relevant Church,Medium,115 N Laurel Ave Sanford,FL,http://www.usachurches.org/church/relevant-church-sanford.htm,28.812287,-81.272155
1919,Mars Hill Seventh-day Adventist Church,Small,800 E 2nd St Sanford,FL,http://www.usachurches.org/church/mars-hill-seventh-day-adventist-church.htm,28.810199,-81.259909
1920,Moore's Temple First Born Church of the Living God,Small,1802 S Bell Ave Sanford,FL,http://www.usachurches.org/church/moores-temple-first-born-church-of-the-living-god.htm,28.795848,-81.280319
1921,The Lighthouse of Hope Church,Small,508 Central Park Dr Sanford,FL,http://www.usachurches.org/church/the-lighthouse-of-hope-church.htm,28.80765,-81.317536
1922,Sarasota Trinity Church Nazarene,Small,3101 Wilkinson Rd Sarasota,FL,http://www.usachurches.org/church/trinity-church-of-the-nazarene-sarasota.htm,27.291484,-82.507421
1923,Church of the Redeemer,Large,222 S Palm Ave Sarasota,FL,http://www.usachurches.org/church/churchoftheredeemer.htm,27.333954,-82.54194
1924,Grace Community Church,Medium,6932 Professional Pkwy E Sarasota,FL,http://www.usachurches.org/church/grace-community-church-sarasota.htm,27.383188,-82.431139
1925,South Patrick Baptist Church,Medium,343 S Patrick Dr Satellite Beach,FL,http://www.usachurches.org/church/south-patrick-baptist-church.htm,28.203964,-80.606343
1926,Coastal Community Church,Medium,4720 86th St Sebastian,FL,http://www.usachurches.org/church/coastal-community-church.htm,27.750471,-80.434819
1927,River of Life Fellowship Ministries,Small,625 Barefoot Blvd Sebastian,FL,http://www.usachurches.org/church/river-of-life-fellowship-ministries.htm,27.887307,-80.514094
1928,His House Worship Center,Small,6572 Seminole Blvd Ste 7Seminole,FL,http://www.usachurches.org/church/his-house-worship-center.htm,28.476715,-81.29656
1929,First Christian Church of Seminole,Medium,13272 Park Blvd Seminole,FL,http://www.usachurches.org/church/first-christian-church-of-seminole.htm,27.843634,-82.82143
1930,The Sanctuary of Seminole,Medium,8900 Seminole Blvd Seminole,FL,http://www.usachurches.org/church/the-sanctuary-of-seminole.htm,27.853307,-82.787185
1931,New Harvest Church of God,Medium,13184 F L-40 Silver Springs,FL,http://www.usachurches.org/church/newharvestchurchofgod.htm,29.201273,-81.933916
1932,Spirit Life Church,Medium,131 Rose St Sopchoppy,FL,http://www.usachurches.org/church/spirit-life-church-sopchoppy.htm,30.061991,-84.495573
1933,Abundant Living Ministries,Large,14331 S W 72nd St Southwest Ranches,FL,http://www.usachurches.org/church/abundant-living-ministries.htm,26.029665,-80.339878
1934,The Good Shepherd's Family Church,Small,1214 Wendy Ct Spring Hill,FL,http://www.usachurches.org/church/the-good-shepherds-family-church.htm,28.450531,-82.633114
1935,Transformation Church of God,Small,1333 Old Dixie Hwy #6St Augustine,FL,http://www.usachurches.org/church/transformation-church-of-st-augustine.htm,29.878223,-81.326566
1936,Bridge of Life Church,Medium,96 Masters Dr St Augustine,FL,http://www.usachurches.org/church/bridge-of-life-christian-center.htm,29.901172,-81.331888
1937,Anastasia Baptist Church,Large,1650 A1 A S St Augustine,FL,http://www.usachurches.org/church/anastasia-baptist-church.htm,29.86726,-81.282989
1938,Bible Baptist Church,Medium,5122 S E Federal Hwy Stuart,FL,http://www.usachurches.org/church/bible-baptist-church-stuart.htm,27.142163,-80.21236
1939,All Saints Catholic Church,Mega,10900 W Oakland Park Blvd Sunrise,FL,http://www.usachurches.org/church/all-saints-catholic-church.htm,26.168688,-80.29495
1940,Northwoods Baptist Church,Medium,3762 Capital Cir N W Tallahassee,FL,http://www.usachurches.org/church/northwoods-baptist-church.htm,30.5064,-84.361933
1941,Immanuel Baptist Church,Large,2351 Mahan Dr Tallahassee,FL,http://www.usachurches.org/church/immanuel-baptist-church-tallahassee.htm,30.45504,-84.24179
1942,Celebration Baptist Church,Large,3300 Shamrock St E Tallahassee,FL,http://www.usachurches.org/church/celebration-baptist-church-tallahassee.htm,30.516883,-84.202774
1943,Impact Church,Medium,3361 Raymond Diehl Business Lane Rd Tallahassee,FL,http://www.usachurches.org/church/impact-church-tallahassee.htm,30.440741,-84.278328
1944,Jacob Chapel Baptist Church,Small,2333 Lake Bradford Rd Tallahassee,FL,http://www.usachurches.org/church/jacob-chapel-baptist-church.htm,30.413961,-84.306403
1945,A.L.A.R.M. International Church,Medium,2532 W Tharpe St Tallahassee,FL,http://www.usachurches.org/church/alarminternationalchurch.htm,30.46539,-84.334075
1946,St. Luke's Anglican Church,Small,2201 Old Bainbridge Rd Tallahassee,FL,http://www.usachurches.org/church/st-lukes-anglican-fellowship.htm,30.470221,-84.307758
1947,God's True Worshippers in Jesus Christ Ministries,Small,3927 Crawfordville Rd Tallahassee,FL,http://www.usachurches.org/church/gods-true-worshippers-in-jesus-christ-ministries.htm,30.392569,-84.284128
1948,Gospel Light Baptist Church,Medium,3415 Apalachee Pkwy Tallahassee,FL,http://www.usachurches.org/church/gospel-light-baptist-church-tallahassee.htm,30.427937,-84.217664
1949,Faith Christian Family Center,Medium,310 Laura Lee Ave Tallahassee,FL,http://www.usachurches.org/church/faith-christian-family-center.htm,30.408576,-84.277611
1950,Greater Works Miracles and Deliverance Center,Medium,866 Golden St Tallahassee,FL,http://www.usachurches.org/church/greater-works-miracles-and-deliverance-center.htm,30.45312,-84.297957
1951,Bethel Missionary Baptist Church,Mega,224 N Martin Luther King Jr Blvd Tallahassee,FL,http://www.usachurches.org/church/bethel-missionary-baptist-church-tallahassee.htm,30.444383,-84.285634
1952,United Life Ministry Church,Small,2718 Apalachee Pkwy Tallahassee,FL,http://www.usachurches.org/church/united-life-ministry-church.htm,30.427836,-84.237881
1953,Panorama Family Church International,Small,5820 N University Dr Tamarac,FL,http://www.usachurches.org/church/panorama-family-church-international.htm,26.197095,-80.252038
1954,Bible Church International,Medium,6820 N Clearview Ave Tampa,FL,http://www.usachurches.org/church/bible-church-international.htm,28.010486,-82.502512
1955,"Great Faith Outreach Center, Inc.",Small,7401 N Dixon Ave Tampa,FL,http://www.usachurches.org/church/greater-faith-outreach-center.htm,28.015862,-82.457055
1956,Waters Avenue Church,Small,609 W Waters Ave Tampa,FL,http://www.usachurches.org/church/waters-avenue-baptist-church.htm,28.025345,-82.465511
1957,Relationship Enrichment Center,Medium,2610 Silver Lake Ave Tampa,FL,http://www.usachurches.org/church/relationship-enrichment-center.htm,28.023548,-82.486659
1958,The Crossing Church,Mega,10130 Tuscany Ridge Dr Tampa,FL,http://www.usachurches.org/church/the-crossing-church.htm,27.926732,-82.345163
1959,The Transformation Center,Medium,9280 Bay Plaza Blvd #724Tampa,FL,http://www.usachurches.org/church/thetransformationcenter.htm,27.946823,-82.34798
1960,Family of Christ Lutheran Church,Medium,16190 Bruce B Downs Blvd Tampa,FL,http://www.usachurches.org/church/family-of-christ-lutheran-church.htm,28.103894,-82.392493
1961,Tampa Bay Tamil Church,Medium,5338 Primrose Lake Cir Tampa,FL,http://www.usachurches.org/church/tampabaytamilchurch.htm,28.130565,-82.379058
1962,Logos Dei Church,Small,4411 S Himes Ave Tampa,FL,http://www.usachurches.org/church/logos-dei-church.htm,27.900882,-82.50217
1963,Journey Church,Medium,13912 Nine Eagles Dr Tampa,FL,http://www.usachurches.org/church/journeychurch.htm,28.072323,-82.631687
1964,MorningStar Church,Medium,5102 W Linebaugh Ave Tampa,FL,http://www.usachurches.org/church/morningstar-church.htm,28.040218,-82.530818
1965,Grace and Peace Global Fellowship,Small,5303 S Mac Dill Ave Tampa,FL,http://www.usachurches.org/church/grace-and-peace-global-fellowship.htm,27.886795,-82.493911
1966,Faith Tabernacle Mission,Small,4815 E Busch Blvd Tampa,FL,http://www.usachurches.org/church/faith-tabernacle-mission.htm,28.032552,-82.407046
1967,Rocky Creek Baptist Church,Small,6403 Theresa Rd Tampa,FL,http://www.usachurches.org/church/rocky-creek-baptist-church.htm,28.006256,-82.57935
1968,Christ Way Church,Medium,7819 N 50th St Tampa,FL,http://www.usachurches.org/church/christ-way-church.htm,28.019013,-82.401918
1969,St. James United Methodist Church,Large,16202 Bruce B Downs Blvd Tampa,FL,http://www.usachurches.org/church/st-james-united-methodist-church-tampa.htm,28.106365,-82.390027
1970,Designer's Way Christian Church,Medium,3910 U. S. 301Tampa,FL,http://www.usachurches.org/church/designers-way-christian-church.htm,46.62583,-91.892718
1971,Trinity Church,Small,1350 E Lake Rd N Tarpon Springs,FL,http://www.usachurches.org/church/trinitychurchflorida.htm,28.16714,-82.698443
1972,"Word of God Ministries of Tampa, FL Inc",Small,9728 Lewis Rd Thonotosassa,FL,http://www.usachurches.org/church/word-of-god-ministries-inc.htm,28.058025,-82.325137
1973,The Island Chapel,Medium,1271 Pinellas Bayway S Tierra Verde,FL,http://www.usachurches.org/church/theislandchapel.htm,27.674667,-82.725641
1974,Way of Life Baptist Church,Small,1571 N Singleton Ave Titusville,FL,http://www.usachurches.org/church/way-of-life-baptist-church.htm,28.639277,-80.846267
1975,New Life Christian Fellowship,Large,6755 S Washington Ave Titusville,FL,http://www.usachurches.org/church/newlifechristianfellowship.htm,28.51416,-80.785012
1976,Faith Baptist Church,Small,1235 S Park Ave Titusville,FL,http://www.usachurches.org/church/faithbaptistchurchtitusville.htm,28.600365,-80.824213
1977,Joppa Baptist Church,Medium,7530 N W 165th St Trenton,FL,http://www.usachurches.org/church/joppabaptistchurch.htm,29.569225,-82.898361
1978,Trinity Lutheran Church,Medium,3100 Starkey Blvd Trinity,FL,http://www.usachurches.org/church/trinitylutheranchurch.htm,28.203887,-82.642513
1979,First Christian Church Of Venice,Medium,1100 Center Rd Venice,FL,http://www.usachurches.org/church/first-christian-church-of-venice.htm,27.078998,-82.38343
1980,CoastLife Church,Large,2235 Seaboard Ave Venice,FL,http://www.usachurches.org/church/coastlife-church.htm,27.052582,-82.404137
1981,Grace United Methodist Church,Large,400 Field Ave E Venice,FL,http://www.usachurches.org/church/grace-united-methodist-church.htm,27.081826,-82.437565
1982,Reformed Community Church,Small,1600 Banyan Dr Venice,FL,http://www.usachurches.org/church/reformed-community-church.htm,27.077829,-82.423705
