,name,size,addr,state,link,lat,lon
4088,Harvey Baptist Church,Medium,224 Silver Creek Rd Harvey,MI,http://www.usachurches.org/church/harvey-baptist-church.htm,46.492065,-87.356119
4089,Landmark Community Church,Small,24520 N Chrysler Dr Hazel Park,MI,http://www.usachurches.org/church/landmark-community-church-hazel-park.htm,42.473745,-83.110211
4090,Living the Word Christian Ministries,Medium,22910 Highland Ave Hazel Park,MI,http://www.usachurches.org/church/living-the-word-christian-ministries.htm,42.460899,-83.100852
4091,Epic Life Church,Medium,1344 S Milford Rd Highland,MI,http://www.usachurches.org/church/epic-life-church.htm,42.626913,-83.616383
4092,Heart of Grace,Small,209 N John St Highland,MI,http://www.usachurches.org/church/heart-of-grace.htm,42.639406,-83.619226
4093,Lao Christian Reformed Church,Medium,940 Royce Ave Holland,MI,http://www.usachurches.org/church/lao-christian-reformed-church.htm,42.763623,-86.091059
4094,Chapel Pointe,Large,3350 Baldwin St Hudsonville,MI,http://www.usachurches.org/church/chapel-pointe.htm,42.907322,-85.86626
4095,Medina Federated Church,Medium,12603 Medina Rd Hudson,MI,http://www.usachurches.org/church/medina-federated-church.htm,41.808267,-84.26591
4096,Restoration Church,Medium,495 W 1st St Imlay City,MI,http://www.usachurches.org/church/restoration-church-imlay-city.htm,43.021685,-83.082395
4097,Abundance of Joy Fellowship,Medium,29365 Cherry Hill Rd Inkster,MI,http://www.usachurches.org/church/abundance-of-joy-fellowship.htm,42.311252,-83.329063
4098,High Praise Cathedral Of Faith,Medium,4010 Moore St Inkster,MI,http://www.usachurches.org/church/high-praise-cathedral-of-faith.htm,42.280212,-83.311733
4099,Greater Bible Way Temple,Medium,322 Madison St Jackson,MI,http://www.usachurches.org/church/greater-bible-way-temple.htm,42.264281,-84.412867
4100,Westwinds Church,Large,1000 Robinson Rd Jackson,MI,http://www.usachurches.org/church/westwinds-community-church.htm,42.234795,-84.462496
4101,Love That Matters,Small,4185 Wellington Jackson,MI,http://www.usachurches.org/church/love-that-matters.htm,42.282692,-84.476638
4102,Westside Baptist Church,Small,7726 Graceland Dr Jenison,MI,http://www.usachurches.org/church/westside-baptist-church-jenison.htm,42.910266,-85.83632
4103,Bethel Star Community Church of God In Christ,Small,2625 Lake St Kalamazoo Township,MI,http://www.usachurches.org/church/bethel-star-community-church-of-god-in-christ.htm,42.279524,-85.546503
4104,Word Harvest Ministries,Small,1821 N Burdick St Kalamazoo,MI,http://www.usachurches.org/church/word-harvest-ministries.htm,42.309173,-85.583745
4105,Jennings Community Church,Medium,696 S La Chance Rd Lake City,MI,http://www.usachurches.org/church/jennings-community-church.htm,44.330067,-85.207825
4106,Community Church of Christ,Small,6535 W Blue Rd Lake City,MI,http://www.usachurches.org/church/community-church-of-christ.htm,44.266595,-85.225747
4107,Lake George Community Church,Small,515 Arthur Rd Lake George,MI,http://www.usachurches.org/church/lake-george-community-church.htm,43.963299,-84.946899
4108,Echo Christian Fellowship,Small,2840 W Clarkston Rd Lake Orion,MI,http://www.usachurches.org/church/echo-christian-fellowship.htm,42.765719,-83.301664
4109,Revival Christian Center,Medium,2840 W Clarkston Rd Lake Orion,MI,http://www.usachurches.org/church/revival-christian-center.htm,42.765719,-83.301664
4110,Lakeview United Church of Christ,Medium,115 5th St Lakeview,MI,http://www.usachurches.org/church/lakeview-united-church-of-christ.htm,43.440649,-85.27607
4111,Mount Hope Church,Mega,202 S Creyts Rd Lansing,MI,http://www.usachurches.org/church/mount-hope-church.htm,42.731781,-84.642299
4112,Mayflower Congregational Church,Medium,2901 W Mt Hope Ave Lansing,MI,http://www.usachurches.org/church/mayflowercongregationalchurch.htm,42.712128,-84.589665
4113,Red Cedar Friends Meeting,Small,1400 Turner St Lansing,MI,http://www.usachurches.org/church/red-cedar-friends-meeting.htm,42.74974,-84.549547
4114,Ebenezer Baptist Church,Medium,1314 Ballard St Lansing,MI,http://www.usachurches.org/church/ebenezer-baptist-church.htm,42.748782,-84.539924
4115,Pennway Church of God,Small,1101 E Cavanaugh Rd Lansing,MI,http://www.usachurches.org/church/pennwaychurchofgod.htm,42.690158,-84.536198
4116,Tabernacle of David Church,Medium,2645 W Holmes Rd Lansing,MI,http://www.usachurches.org/church/tabernacleofdavidchurch.htm,42.697576,-84.586924
4117,Joshua Generation Cornerstone Church,Small,2000 Forest Ave Lansing,MI,http://www.usachurches.org/church/joshuagenerationcornerstonechurch.htm,42.710875,-84.55214
4118,Trinity Church,Mega,3355 Dunckel Rd Lansing,MI,http://www.usachurches.org/church/trinity-church.htm,42.67806,-84.513699
4119,Union Missionary Baptist Church,Large,500 S Martin Luther King Jr Blvd Lansing,MI,http://www.usachurches.org/church/union-missionary-baptist-church.htm,42.728017,-84.569189
4120,Primer Iglesia Misionera Hispana,Small,900 N Waverly Rd Lansing,MI,http://www.usachurches.org/church/primer-iglesia-misionera-hispana.htm,42.744642,-84.602875
4121,Lansing Church of God in Christ,Large,5304 Wise Rd Lansing,MI,http://www.usachurches.org/church/lansing-church-of-god-in-christ.htm,42.679194,-84.592329
4122,New Life Community Church of God in Christ,Small,2107 W Holmes Rd Lansing,MI,http://www.usachurches.org/church/new-life-community-church-of-god-in-christ.htm,42.697553,-84.581114
4123,Greater Works International Church of God in Christ,Small,1601 Illinois Ave Lansing,MI,http://www.usachurches.org/church/greater-works-international-church-of-god-in-christ.htm,42.751834,-84.533386
4124,Life Christian Church,Medium,2560 Eaton Rapids Rd Lansing,MI,http://www.usachurches.org/church/life-christian-church.htm,42.656662,-84.599013
4125,St. Matthew's Anglican Church,Medium,220 W Nepessing St Lapeer,MI,http://www.usachurches.org/church/st-matthews-anglican-church.htm,43.054518,-83.310885
4126,The Rising Christian Church,Medium,655 N Saginaw St Lapeer,MI,http://www.usachurches.org/church/the-rising-christian-church.htm,43.057759,-83.310453
4127,MapleGrove Church,Medium,148 Maple Grove Rd Lapeer,MI,http://www.usachurches.org/church/maplegrove-church.htm,43.040447,-83.264734
4128,Victory Biker Church International,Medium,12190 Miller Rd Lennon,MI,http://www.usachurches.org/church/victory-biker-church-international.htm,42.956739,-83.91749
4129,Faith Baptist Church of Linden,Medium,4518 Silver Lake Rd Linden,MI,http://www.usachurches.org/church/faith-baptist-church-of-linden.htm,42.811266,-83.764547
4130,Clarenceville United Methodist Church,Medium,20300 Middlebelt Rd Livonia,MI,http://www.usachurches.org/church/clarenceville-united-methodist-church.htm,42.438657,-83.336484
4131,Newburg United Methodist Church,Large,36500 Ann Arbor Trl Livonia,MI,http://www.usachurches.org/church/newburg-united-methodist-church.htm,42.35963,-83.403006
4132,Bethel Baptist of Livonia,Medium,29475 6 Mile Rd Livonia,MI,http://www.usachurches.org/church/bethel-baptist-of-livonia.htm,42.412566,-83.337015
4133,Faith Bible Church,Medium,34541 5 Mile Rd Livonia,MI,http://www.usachurches.org/church/faith-bible-church-livonia.htm,42.396993,-83.38474
4134,Lighthouse International Church,Medium,9083 Newburgh Rd Livonia,MI,http://www.usachurches.org/church/lighthouse-international-church.htm,42.356634,-83.410698
4135,Impact Church,Large,11840 Fulton St E Lowell,MI,http://www.usachurches.org/church/impact-church.htm,42.930667,-85.374505
4136,First Baptist Church of Lowell,Medium,2275 W Main St Lowell,MI,http://www.usachurches.org/church/first-baptist-church-of-lowell.htm,42.931077,-85.365772
4137,Mancelona Baptist Church,Medium,609 N Jefferson St Mancelona,MI,http://www.usachurches.org/church/mancelona-baptist-church.htm,44.908589,-85.064554
4138,New Life Assembly of God Mancelona,Small,6035 Twin Lake Rd N E Mancelona,MI,http://www.usachurches.org/church/newlifeassemblyofgodmancelona.htm,44.829776,-85.05074
4139,Lord of New Life Lutheran Church,Small,3489 N Eastman Rd Midland Township,MI,http://www.usachurches.org/church/lord-of-new-life-lutheran-church.htm,43.712417,-84.24707
4140,First United Methodist Church,Medium,312 Harrison St Monroe,MI,http://www.usachurches.org/church/firstunitedmethodistchurch.htm,41.914909,-83.402313
4141,The Church of God Cleveland Tn Inc.,Small,624 E 1st St Monroe,MI,http://www.usachurches.org/church/the-church-of-god-cleveland-tn-inc.htm,41.916455,-83.397536
4142,Mount Pleasant Community Church,Large,1400 W Broomfield St Mount Pleasant,MI,http://www.usachurches.org/church/mount-pleasant-community-church.htm,43.582424,-84.79379
4143,Muskegon Church of Christ,Small,3184 Marquette Ave Muskegon,MI,http://www.usachurches.org/church/muskegonchurchofchrist.htm,43.24511,-86.164438
4144,Evanston Avenue Baptist Church,Medium,1188 Evanston Ave Muskegon,MI,http://www.usachurches.org/church/evanston-avenue-baptist-church.htm,43.226156,-86.214607
4145,Central United Methodist Church,Medium,1011 Second St Muskegon,MI,http://www.usachurches.org/church/central-united-methodist-church.htm,43.234402,-86.24993
4146,New Vision Cathedral of Praise,Medium,50955 Seaden Dr New Baltimore,MI,http://www.usachurches.org/church/new-vision-cathedral-of-praise.htm,42.674468,-82.801428
4147,Lighthouse Village Church of God,Small,18459 U. S. 12New Buffalo,MI,http://www.usachurches.org/church/lighthouse-village-church-of-god.htm,41.785358,-86.765676
4148,Bills Lake Baptist Church,Medium,8549 Swan Ave Newaygo,MI,http://www.usachurches.org/church/bills-lake-baptist-church.htm,43.400358,-85.667241
4149,New Harvest Church of God,Medium,2400 Yankee St Niles,MI,http://www.usachurches.org/church/new-harvest-church-of-god.htm,41.826454,-86.205374
4150,Ward Evangelical Presbyterian Church,Mega,40000 6 Mile Rd Northville,MI,http://www.usachurches.org/church/ward-evangelical-presbyterian-church.htm,42.410954,-83.439835
4151,First United Methodist Church Northville,Large,777 Eight Mile Rd Northville,MI,http://www.usachurches.org/church/northville-first-united-methodist-church.htm,42.437077,-83.494108
4152,Berean Church,Small,635 Seminole Rd Norton Shores,MI,http://www.usachurches.org/church/berean-church.htm,43.187024,-86.258722
4153,MountainTop International Word Ministry,Medium,24061 Coolidge Hwy Oak Park,MI,http://www.usachurches.org/church/mountaintop-international-word-ministry.htm,42.467882,-83.182319
4154,Joy Community Church,Medium,3845 S County Line Rd Onaway,MI,http://www.usachurches.org/church/joy-community-church.htm,45.355722,-84.247711
4155,First Congregational Church,Medium,120 W Morrell St Otsego,MI,http://www.usachurches.org/church/first-congregational-church-otsego.htm,42.457513,-85.699071
4156,Crossroads Community Church,Large,6960 Sylvania Petersburg Rd Ottawa Lake,MI,http://www.usachurches.org/church/crossroads-community-church-ottawa-lake.htm,41.741109,-83.699275
4157,Cornerstone Church of God,Medium,208 W Oliver St Owosso,MI,http://www.usachurches.org/church/cornerstonechurchofgod.htm,43.001844,-84.172487
4158,Owosso Church of the Nazarene,Large,1865 South M-52 Owosso,MI,http://www.usachurches.org/church/owosso-church-of-the-nazarene.htm,42.970268,-84.190247
4159,Pentwater Bible Church,Small,7576 S Pere Marquette Hwy Pentwater,MI,http://www.usachurches.org/church/pentwater-bible-church.htm,43.820867,-86.400713
4160,Shalom Lutheran Church,Medium,1740 E Mi 36Pinckney,MI,http://www.usachurches.org/church/shalom-lutheran-church.htm,42.460736,-83.911796
4161,Trinity Lutheran Church,Medium,5758 W M-36 Pinckney,MI,http://www.usachurches.org/church/trinity-lutheran-church-pinckney.htm,42.470978,-84.021829
4162,Prattville Community Church,Medium,10171 Coman Rd Pittsford,MI,http://www.usachurches.org/church/prattville-community-church.htm,41.780615,-84.399995
4163,NorthRidge Church,Mega,49555 N Territorial Rd Plymouth,MI,http://www.usachurches.org/church/northridge-church.htm,42.375635,-83.53275
4164,Greater Bible-Way Temple,Medium,1180 N Perry St Pontiac,MI,http://www.usachurches.org/church/greater-bible-way-temple-pontiac.htm,42.662428,-83.269141
4165,Berea Family Tabernacle of Faith,Medium,68 W Walton Blvd Pontiac,MI,http://www.usachurches.org/church/berea-family-tabernacle-of-faith.htm,42.67695,-83.303082
4166,New Apostolic Church of Portage,Medium,3600 W Milham Ave Portage,MI,http://www.usachurches.org/church/new-apostolic-church-of-portage.htm,42.23026,-85.631816
4167,Portage Chapel Hill United Methodist Church,Medium,7028 Oakland Dr Portage,MI,http://www.usachurches.org/church/portage-chapel-hill-united-methodist-church.htm,42.214809,-85.613884
4168,First Congregational Church of Portland,Medium,421 E Bridge St Portland,MI,http://www.usachurches.org/church/first-congregational-church-of-portland.htm,42.867999,-84.9006
4169,Detroit World Outreach,Large,23800 W Chicago Rd Redford,MI,http://www.usachurches.org/church/detroit-world-outreach-christian-center.htm,42.364176,-83.270577
4170,Radiant Church,Large,8157 E DE Ave Richland,MI,http://www.usachurches.org/church/radiant-church-richland.htm,42.368902,-85.471195
4171,Encourage Ministries Church of God in Christ,Small,371 Palmerston St River Rouge,MI,http://www.usachurches.org/church/encourage-ministries-church-of-god-in-christ.htm,42.268911,-83.142609
4172,Love Joy Missionary Baptist Church,Medium,332 Polk Ave River Rouge,MI,http://www.usachurches.org/church/love-joy-missionary-baptist-church.htm,42.271049,-83.143121
4173,Heart of the Hills Christian Church,Medium,5085 Orion Rd Rochester,MI,http://www.usachurches.org/church/heart-of-the-hills-christian-church.htm,42.7244,-83.155918
4174,St. Mary of the Hills,Large,2675 John R Rd Rochester Hills,MI,http://www.usachurches.org/church/st-mary-of-the-hills.htm,42.64264,-83.111991
4175,Generation ONE,Medium,6500 Sheldon Rd Rochester Hills,MI,http://www.usachurches.org/church/generation-one.htm,42.699817,-83.123711
4176,Greater Works Deliverance Ministries International Inc.,Medium,9340 Wayne Rd Romulus,MI,http://www.usachurches.org/church/greater-works-deliverance-ministries.htm,42.235512,-83.385883
4177,Presence Church,Small,33200 Ecorse Rd Romulus,MI,http://www.usachurches.org/church/presencechurch.htm,42.252455,-83.36527
4178,Faith In The Word Ministries,Small,29022 Riveroak Dr Romulus,MI,http://www.usachurches.org/church/faith-in-the-word-ministries.htm,42.185058,-83.321548
4179,Ojibwe Baptist Mission Church,Small,3890 E Rosebush Rd Rosebush,MI,http://www.usachurches.org/church/ojibwe-baptist-church-mission.htm,43.698479,-84.76943
4180,Christ's Arms Reaching Everywhere Ministries,Small,28491 Utica Rd Roseville,MI,http://www.usachurches.org/church/christsarmsreachingeverywhereministries.htm,42.506112,-82.934093
4181,"Reconciliation Word Ministry, International",Small,1400 Normandy Rd Royal Oak,MI,http://www.usachurches.org/church/reconciliationwordministryintl.htm,42.525723,-83.161668
4182,Church of South India-Michigan,Small,529 Hendrie Blvd Royal Oak,MI,http://www.usachurches.org/church/church-of-south-india-michigan.htm,42.485521,-83.152645
4183,Ambassador Baptist Church,Small,3015 Rochester Rd Royal Oak,MI,http://www.usachurches.org/church/ambassador-baptist-church-royal-oak.htm,42.516888,-83.140022
4184,First Congregational Church,Medium,403 S Jefferson Ave Saginaw,MI,http://www.usachurches.org/church/first-congregational-church-saginaw.htm,43.475988,-83.917959
4185,First Baptist Church of Bridgeport,Large,2400 King Rd Saginaw,MI,http://www.usachurches.org/church/firstbaptistchurchofbridgeport.htm,43.379425,-83.907356
4186,Hopevale Church,Large,4873 N Center Rd Saginaw,MI,http://www.usachurches.org/church/hopevale-church.htm,43.478887,-84.014927
4187,Lake Shore Church,Large,27801 Jefferson Saint Clair Shores,MI,http://www.usachurches.org/church/lake-shore-church.htm,42.498043,-82.886964
4188,Oakwood Church,Medium,350 Woodland Dr E Saline,MI,http://www.usachurches.org/church/oakwoodchurch.htm,42.184231,-83.781652
4189,River of Life,Small,77 Church St Saranac,MI,http://www.usachurches.org/church/river-of-life.htm,42.930367,-85.21223
4190,Zion Lutheran Church,Medium,13511 Roland Lake Rd Skanee,MI,http://www.usachurches.org/church/zion-lutheran-church-skanee.htm,46.865545,-88.182223
4191,Community Baptist Church,Large,1620 Wadhams Rd Smiths Creek,MI,http://www.usachurches.org/church/community-baptist-church-smiths-creek.htm,42.953005,-82.542742
4192,Church of the Transfiguration,Small,25225 Code Rd Southfield,MI,http://www.usachurches.org/church/churchofthetransfiguration.htm,42.473631,-83.26552
4193,U-Turn Family Church,Small,23100 Providence Dr Ste 100Southfield,MI,http://www.usachurches.org/church/uturnfamilychurch.htm,42.48517,-83.516019
4194,Remnant Christian Assembly,Medium,28222 Franklin Rd Southfield,MI,http://www.usachurches.org/church/remnant-christian-assembly.htm,42.495044,-83.301667
4195,Southfield Reformed Presbyterian Church,Medium,26550 Evergreen Rd Southfield,MI,http://www.usachurches.org/church/southfield-reformed-presbyterian-church.htm,42.484258,-83.240948
4196,Peace Lutheran Church,Medium,3590 Lincoln Ave St Joseph,MI,http://www.usachurches.org/church/peacelutheranchurch.htm,42.051567,-86.47528
4197,Nevins Lake Church,Medium,837 S Nevins Rd Stanton,MI,http://www.usachurches.org/church/nevins-lake-church.htm,43.282092,-85.143232
4198,Heritage Church,Large,44625 Schoenherr Rd Sterling Heights,MI,http://www.usachurches.org/church/heritage-church-sterling-heights.htm,42.622693,-82.992989
4199,Covenant Baptist Church,Small,11455 Canal Rd Sterling Heights,MI,http://www.usachurches.org/church/covenant-baptist-church-sterling-heights.htm,42.620574,-83.015059
4200,Kensington Community Church,Mega,1825 E Square Lake Rd Troy,MI,http://www.usachurches.org/church/kensington-community-church.htm,42.607333,-83.113493
4201,All Saints Fellowship,Small,212 Saginaw St Sterling,MI,http://www.usachurches.org/church/all-saints-fellowship.htm,44.033345,-84.023201
4202,Victory Christian Church,Medium,13315 15 Mile Rd Sterling Heights,MI,http://www.usachurches.org/church/victory-christian-church.htm,42.552143,-82.99175
4203,Shelby Bible Church,Medium,47905 Hayes Rd Utica,MI,http://www.usachurches.org/church/shelby-bible-church.htm,42.648559,-82.974116
4204,Sturgis Missionary Church,Medium,67080 M-66 Sturgis,MI,http://www.usachurches.org/church/sturgismissionarychurch.htm,41.824528,-85.41877
4205,Nottawa United Methodist Church,Small,25838 Michigan 86Sturgis,MI,http://www.usachurches.org/church/nottawa-united-methodist-church.htm,43.699601,-84.766644
4206,Heritage Park Church of God,Medium,12550 Pardee Rd Taylor,MI,http://www.usachurches.org/church/heritage-park-church-of-god.htm,42.214753,-83.253976
4207,Midtown Free Will Baptist Church,Small,10700 Monroe Blvd Taylor,MI,http://www.usachurches.org/church/midtown-free-will-baptist-church.htm,42.229229,-83.249295
4208,Greater Grace Temple O.G. Hayes Memorial,Large,24111 Koths St Taylor,MI,http://www.usachurches.org/church/greatergracetempleoghayesmemorial.htm,42.233174,-83.272526
4209,Community Baptist Church,Small,23623 Eureka Rd Taylor,MI,http://www.usachurches.org/church/community-baptist-church-taylor.htm,42.197639,-83.26352
4210,Tecumseh Assembly of God,Medium,1080 E Chicago Blvd Tecumseh,MI,http://www.usachurches.org/church/tecumseh-assembly-of-god.htm,42.002788,-83.926769
4211,Tecumseh Church of Christ,Medium,312 W Chicago Blvd Tecumseh,MI,http://www.usachurches.org/church/tecumseh-church-of-christ.htm,42.003954,-83.948791
4212,Lewis Avenue Baptist Church,Large,6320 Lewis Ave Temperance,MI,http://www.usachurches.org/church/lewis-avenue-baptist-church.htm,41.734116,-83.567079
4213,Watershed Church,Medium,1200 W 11th St Suite 230Traverse City,MI,http://www.usachurches.org/church/watershed-church.htm,44.756335,-85.642697
4214,Kensington Traverse City,Large,6880 Secor Rd Traverse City,MI,http://www.usachurches.org/church/bay-pointe-community-church.htm,44.71631,-85.713505
4215,Mosaic Church,Small,1200 Ramsdell Rd Traverse City,MI,http://www.usachurches.org/church/mosaicchurchtraversecity.htm,44.773801,-85.642755
4216,Woodhaven Worship Center,Small,22131 Gudith Rd Trenton,MI,http://www.usachurches.org/church/woodhavenworshipcenter.htm,42.145561,-83.251472
4217,Southpoint Community Christian Church,Large,5699 Fort St Trenton,MI,http://www.usachurches.org/church/southpoint-community-christian-church.htm,42.114149,-83.212374
4218,Zion Christian Church,Large,3668 Livernois Rd Troy,MI,http://www.usachurches.org/church/zionchristianchurch.htm,42.57231,-83.148122
4219,Central Woodward Christian Church,Medium,3955 W Big Beaver Rd Troy,MI,http://www.usachurches.org/church/central-woodward-christian-church.htm,42.560669,-83.205304
4220,Woodside Bible Church,Mega,6600 Rochester Rd Troy,MI,http://www.usachurches.org/church/woodside-bible-church.htm,42.616014,-83.130249
4221,Calvary Chapel of Oakland County,Medium,1975 E Long Lake Rd Troy,MI,http://www.usachurches.org/church/calvarychapelofoaklandcounty.htm,42.592486,-83.110771
4222,All Nations Lutheran Church,Medium,37635 Dequindre Rd Troy,MI,http://www.usachurches.org/church/all-nations-lutheran-church.htm,42.568109,-83.088947
4223,Celebration Christian Center,Small,3179 Livernois Rd Troy,MI,http://www.usachurches.org/church/celebration-christian-center.htm,42.5659,-83.147851
4224,LifePointe Christian Church,Medium,501 E Cherry St Troy,MI,http://www.usachurches.org/church/lifepointe-christian-church.htm,42.56294,-83.154042
4225,St. Frances X. Cabrini,Medium,334 Division St Vassar,MI,http://www.usachurches.org/church/st-frances-x-cabrini.htm,43.375618,-83.584157
4226,Calvary Baptist Church,Small,1201 Peters St Wakefield,MI,http://www.usachurches.org/church/calvary-baptist-church-wakefield.htm,46.472758,-89.931318
4227,Greater Miller Memorial Church of God in Christ,Medium,4439 E 9 Mile Rd Warren,MI,http://www.usachurches.org/church/greater-miller-memorial-church-of-god-in-christ.htm,42.462243,-83.060526
4228,"First Baptist Church of Washington, Michigan",Medium,58774 Van Dyke Rd Washington,MI,http://www.usachurches.org/church/first-baptist-church-of-washington-michigan.htm,42.726175,-83.035986
4229,The River Church,Large,3411 Airport Rd Waterford Township,MI,http://www.usachurches.org/church/faith-church-waterford.htm,42.686802,-83.40871
4230,Waterford Church of Christ,Large,4991 Williams Lake Rd Waterford Township,MI,http://www.usachurches.org/church/waterford-church-of-christ.htm,42.689599,-83.386922
4231,Greater Than Dreams Church,Large,35118 W Michigan Ave Wayne,MI,http://www.usachurches.org/church/greater-than-dreams-church.htm,42.282385,-83.384302
4232,First Baptist Church of Westland,Medium,1033 S Wildwood Ave Westland,MI,http://www.usachurches.org/church/first-baptist-church-of-westland.htm,42.297386,-83.378441
4233,New Life Christian Church of Westland,Small,5603 Henry Ruff Rd Westland,MI,http://www.usachurches.org/church/new-life-christian-church-of-westland.htm,42.268823,-83.339795
4234,New Life Assembly of God,Medium,1229 E 40th St White Cloud,MI,http://www.usachurches.org/church/new-life-assembly-of-god.htm,43.481869,-85.771374
4235,Bethel Missionary Church,Medium,7975 Bricker Rd Yale,MI,http://www.usachurches.org/church/bethel-missionary-church.htm,43.19048,-82.74371
4236,Greater Shiloh Church of God In Christ,Large,1076 Jefferson St Ypsilanti,MI,http://www.usachurches.org/church/greater-shiloh-church-of-god-in-christ.htm,42.227873,-83.626019
4237,Life Touch Ministries,Small,317 Ecorse Rd Ypsilanti,MI,http://www.usachurches.org/church/life-touch-ministries.htm,42.236285,-83.596779
4238,House On The Rock Church,Medium,6560 Merritt Rd Ypsilanti,MI,http://www.usachurches.org/church/house-on-the-rock-church.htm,42.187421,-83.629605
4239,PineView Church,Large,6400 Textile Rd Ypsilanti,MI,http://www.usachurches.org/church/pineview-church.htm,42.201871,-83.631908
4240,Messias Temple Church,Large,200 Harriet St Ypsilanti,MI,http://www.usachurches.org/church/messias-temple-church.htm,42.233596,-83.615096
4241,Community Free Will Baptist Church,Medium,6945 Mc Kean Rd Ypsilanti Township,MI,http://www.usachurches.org/church/community-free-will-baptist-church-ypsilanti.htm,42.216869,-83.601827
4242,Greater Calvary Church,Small,2925 E Michigan Ave Ypsilanti,MI,http://www.usachurches.org/church/greater-calvary-church.htm,42.253293,-83.553261
4243,Memorial Lutheran Church at Afton,Medium,15730 Afton Blvd S Afton,MN,http://www.usachurches.org/church/memorial-lutheran-church-at-afton.htm,44.903126,-92.785997
4244,Saint Peter Lutheran Church,Medium,880 Neal Ave S Afton,MN,http://www.usachurches.org/church/saint-peter-lutheran-church.htm,44.934899,-92.842811
4245,Annandale United Methodist Church,Medium,250 Oak Ave N Annandale,MN,http://www.usachurches.org/church/annandale-united-methodist-church.htm,45.265545,-94.124427
4246,Peace Lutheran Church,Small,306 Larson Ave Ashby,MN,http://www.usachurches.org/church/peace-lutheran-church-ashby.htm,46.092107,-95.817587
4247,SonRise Lutheran Church,Small,501 County Road 9Avon,MN,http://www.usachurches.org/church/sonrise-lutheran-church.htm,45.608668,-94.449639
4248,River Rock Church,Medium,330 S Market St Belle Plaine,MN,http://www.usachurches.org/church/river-rock-church-belle-plaine.htm,44.617797,-93.771317
4249,Oak Park Community Church,Medium,12050 Aberdeen St N E Blaine,MN,http://www.usachurches.org/church/oak-park-community-church.htm,45.188464,-93.232643
4250,Renovation Church,Medium,2350 124th Ct N E Blaine,MN,http://www.usachurches.org/church/renovation-church.htm,45.196106,-93.211858
4251,Heritage Baptist Church,Medium,8966 Pierce St N E Blaine,MN,http://www.usachurches.org/church/heritage-baptist-church-blaine.htm,45.132562,-93.241656
4252,Oak Grove Presbyterian Church,Medium,2200 W Old Shakopee Rd Bloomington,MN,http://www.usachurches.org/church/oak-grove-presbyterian-church.htm,44.819529,-93.307717
4253,ReaLife Church,Small,4551 W 102nd St Bloomington,MN,http://www.usachurches.org/church/realife-church.htm,44.819207,-93.33978
4254,Seek The Truth Ministries Tender Mercies Christian Center,Medium,7836 2nd Ave S Bloomington,MN,http://www.usachurches.org/church/seek-the-truth-ministries-tender-mercies-christian-center.htm,44.86023,-93.27451
4255,Clarity Church,Medium,8925 Zane Ave N Brooklyn Park,MN,http://www.usachurches.org/church/clarity-church.htm,45.116879,-93.356507
4256,Living Word Christian Center,Mega,9201 75th Ave N Brooklyn Park,MN,http://www.usachurches.org/church/living-word-christian-center.htm,45.090056,-93.398394
4257,Prince of Peace Lutheran Church,Mega,13901 Fairview Dr Burnsville,MN,http://www.usachurches.org/church/prince-of-peace-lutheran-church-burnsville.htm,44.752646,-93.275283
4258,International Outreach Church,Medium,12115 16th Ave S Burnsville,MN,http://www.usachurches.org/church/international-outreach-church.htm,44.784656,-93.250853
4259,True North Church,Medium,410 Dakota St W Cannon Falls,MN,http://www.usachurches.org/church/true-north.htm,44.515767,-92.905804
4260,Living Faith Church,Medium,10101 Lexington Ave N Circle Pines,MN,http://www.usachurches.org/church/living-faith-church-circle-pines.htm,45.152752,-93.163315
4261,Church of Christ,Medium,900 M N-99 E Cleveland,MN,http://www.usachurches.org/church/church-of-christ.htm,44.326383,-93.830827
4262,North Point Church,Medium,10732 Hanson Blvd N W Coon Rapids,MN,http://www.usachurches.org/church/north-point-church-coon-rapids.htm,45.16549,-93.317894
4263,Bible Baptist Church,Medium,23928 265th St S W Crookston,MN,http://www.usachurches.org/church/bible-baptist-church-crookston.htm,47.781978,-96.565998
4264,Christ Lutheran Church,Medium,2415 Ensign St Duluth,MN,http://www.usachurches.org/church/christ-lutheran-church-duluth.htm,46.784019,-92.159835
4265,St. Benedict's Catholic Church,Large,1419 St Benedict St Duluth,MN,http://www.usachurches.org/church/st-benedicts-catholic-church.htm,46.823169,-92.101587
4266,True Hope Church of Duluth,Small,301 E 2nd St Duluth,MN,http://www.usachurches.org/church/true-hope-church-of-duluth.htm,46.791339,-92.09641
4267,Foundational Christian Family Ministry,Small,301 E 2nd St Duluth,MN,http://www.usachurches.org/church/foundational-christian-family-ministry.htm,46.791339,-92.09641
4268,Grace Church,Mega,9301 Eden Prairie Rd Eden Prairie,MN,http://www.usachurches.org/church/grace-church.htm,44.834575,-93.480188
4269,Eden Prairie Assembly,Large,16591 Duck Lake Trl Eden Prairie,MN,http://www.usachurches.org/church/eden-prairie-assembly.htm,44.881633,-93.486162
4270,Victory Lutheran Church,Medium,16200 Berger Dr Eden Prairie,MN,http://www.usachurches.org/church/victory-lutheran-church-eden-prairie.htm,44.847893,-93.48302
4271,Living In HIS Presence Church,Medium,8950 Eden Prairie Rd Eden Prairie,MN,http://www.usachurches.org/church/living-in-his-presence-church.htm,44.840664,-93.480684
