name,addr,city,state,lat,lon
Independent Baptist Church,Mountain Home,ID,83647,43.13295,-115.691198
Fellowship Baptist Church,Camden,SC,29020,34.246489,-80.607039
Macedonia Baptist Church,Polk City,FL,33868,28.182515,-81.823968
Boudinot Baptist Church,Tahlequah,OK,74464,35.91537,-94.969956
Promised Land Missionary Baptist Church,New Orleans,LA,70115,29.927021,-90.102645
Sandy Lane Baptist Church,Fort Worth,TX,76112,32.752986,-97.218037
Bethel Bible Baptist Church,Carneys Point,NJ,08069,39.729558,-75.467973
Galilean Baptist Church,Stafford Springs,CT,06076,41.953867,-72.304098
Gethsemane Baptist Church,Marion,VA,24354,36.834838,-81.514837
Twinbrook Hills Baptist,Hamilton,OH,45013,39.410315,-84.582624
Oakdale Baptist Church,Athens,AL,35613,34.789908,-86.883966
Yaquina Bay Baptist Church,Newport,OR,97365,44.636755,-124.053442
Galilean Baptist Church,Fairmont,WV,26554,39.485085,-80.142578
Maranatha Baptist Church,Fort Worth,TX,76106,32.804323,-97.357555
First Baptist Church,Littleton,IL,61452,40.233934,-90.622351
Greenbrier Baptist Church,,WV,24970,37.749754,-80.462839
Clear Springs Baptist Church,Robertsdale,AL,36567,30.553805,-87.711932
Freedom Baptist Church,Newton,NC,28658,35.663089,-81.221936
Hatley Missionary Baptist Church,Amory,MS,38821,33.98699,-88.485611
Faith Baptist Church,Middlebury,IN,46540,41.675038,-85.705815
Fairview Baptist Church,Chesapeake,VA,23325,36.809957,-76.239392
Hope Baptist Church,Clearfield,UT,84015,41.113476,-112.024438
Green River Baptist Church,Zirconia,NC,28790,35.241783,-82.41623
New Hope Baptist Church,Lexington,IN,47138,38.652282,-85.625241
Bible Baptist Church,Marietta,GA,30066,34.029074,-84.509035
Douglas Baptist Church,Douglas,WY,82633,42.759571,-105.382624
Mountain View Baptist Church,Denver,CO,80219,39.697118,-105.033859
Bible Truth Baptist Church,Paden City,WV,26159,39.602854,-80.936771
Grace Bible Baptist Church,Sylvania,GA,30467,32.750444,-81.636776
Southwest Baptist Church,Brunswick,OH,44212,41.245682,-81.82754
Gethsemane Baptist Church,Olin,NC,28660,35.952635,-80.839793
Word of Life Baptist Church,,MI,49707,45.061679,-83.432753
Shining Light Baptist Church,Blairsville,GA,30512,34.875907,-83.958371
Anchor Baptist Church,Hilton,NY,14468,43.28811,-77.792857
Crossroads Baptist Church,Memphis,TN,38127,35.224335,-90.000984
Victory Baptist Church,Homestead,FL,33092,25.484233,-80.498931
Bethany Baptist Church,Medina,OH,44256,41.138388,-81.863747
Jerome Bible Baptist Church,Jerome,ID,83338,42.723846,-114.518808
Harvest Baptist Church,Monroe,GA,30655,33.794836,-83.713229
Calvary Baptist Church,Portsmouth,NH,03801,43.080852,-70.759966
Beth Eden Baptist Church,Fitchburg,MA,01420,42.590366,-71.811984
Damascus Road Baptist Church,Farmville,NC,27828,35.595438,-77.58525
Beulah Land Bible Baptist Church,Louisville,KY,40242,38.279681,-85.586434
Gospel Lighthouse Independent Baptist Church,Hendersonville,NC,28792,35.318728,-82.460953
Trinity Baptist Church,Rising Sun,IN,47040,38.949505,-84.853838
Grace Baptist Church Of Flowery Branch,Flowery Branch,GA,30542,34.185102,-83.925181
Victory Baptist Church,Mineola,TX,75773,32.663339,-95.488031
Grace Baptist Temple,Asheboro,NC,27205,35.678456,-79.812889
Maple Grove Baptist Church,Turtletown,TN,37391,35.127022,-84.353534
Landmark Missionary Baptist Church,Hayward,CA,94541,37.668821,-122.080796
Faith Baptist Church,New Port Richey,FL,34654,28.291054,-82.636031
Believers Baptist Church,Stoughton,MA,02072,42.125208,-71.102202
Bible Baptist Church,Salisbury,MD,21804,38.353237,-75.588723
Landmark Baptist Church,Red Oak,TX,75154,32.541834,-96.831097
Central Baptist Church,Chico,TX,76431,33.295946,-97.798924
Second Baptist Church,Ponca City,OK,74601,36.703647,-97.081898
Richland Baptist Church,Woodfin,NC,28804,35.627499,-82.56264
Calvary Bible Baptist Church,Harper,KS,67058,37.286955,-98.025739
Trace Road Baptist Church,Amory,MS,38821,33.98699,-88.485611
Friendship Baptist Church,Narvon,PA,17555,40.102876,-75.977723
Lakeview Baptist Church,Spring City,TN,37381,35.692015,-84.86078
Lakeview Independent Baptist Church,Wichita Falls,TX,76310,33.86,-98.57
Leonardo Baptist Church,Leonardo,NJ,07737,40.417331,-74.062085
Fellowship Baptist Church,Vienna,WV,26105,39.320887,-81.551264
Faith Baptist Church,Germanton,NC,27019,36.262771,-80.230974
Bordeaux Baptist Church,Nashville,TN,37214,36.15886,-86.650956
Welcome Road Baptist Church,Newnan,GA,30263,33.380672,-84.799657
Sonrise Independent Baptist Church,Southport,NC,28461,33.921563,-78.020268
Emmanuel Baptist Church,Pounding Mill,VA,24637,37.075392,-81.708725
First Baptist Church,Englewood,CO,80113,39.648206,-104.987964
Highview Missionary Baptist Church,Mc Ewen,TN,37101,36.109917,-87.634934
West Madison Baptist Church,Madison,WV,25130,38.067045,-81.819289
Grace Baptist Church,Kittanning,PA,16201,40.816453,-79.521989
New Hope Missionary Baptist Church,Kalamazoo,MI,49048,42.30306,-85.54783
Prairie Baptist Church,Noblesville,IN,46060,40.045592,-86.008596
Southside Baptist Church,Goodview,VA,24095,37.214307,-79.725034
Old Fashioned Baptist Church,Travelers Rest,SC,29690,34.967617,-82.443455
Good News Baptist Church,Roanoke,VA,24012,37.311615,-79.974402
Landmark Baptist Church,Moultrie,GA,31768,31.179998,-83.788793
Bible Baptist Church,Mountain Home,ID,83647,43.13295,-115.691198
Highlands Baptist Church,Lakeland,FL,33813,27.964691,-81.935613
Lima Baptist Temple,Lima,OH,45801,40.739979,-84.105006
Northern Kentucky Baptist Church,Lakeside Park,KY,41017,39.031329,-84.566063
Calvary Baptist Church,Amarillo,TX,79108,35.243028,-101.736003
Zion Independent Baptist Church,Hazlet,NJ,07730,40.429217,-74.1649
First Baptist Church,Casa Grande,AZ,85122,32.879502,-111.757352
New Salem Missionary Baptist Church,Memphis,TN,38114,35.102565,-89.981925
Ridgeview Baptist Church,Walland,TN,37886,35.728142,-83.813231
Athens Missionary Baptist Church,Walbridge,OH,43465,41.587805,-83.4933
Homeland Baptist Church,Appleton,WI,54914,44.275623,-88.43516
First Baptist Church,Fossil,OR,97830,44.998014,-120.215023
Tabernacle Baptist Church,Lubbock,TX,79411,33.571412,-101.858361
Shenandoah Baptist Church,Roanoke,VA,24019,37.354612,-79.956812
Belle Meadows Baptist Church,Bristol,VA,24201,36.595969,-82.188501
Freedom Baptist Church,Weston,WV,26452,39.038427,-80.467313
Tri-City Baptist Church,Forest City,NC,28043,35.334011,-81.865103
First Baptist Church,Milltown,WI,54858,45.526068,-92.508535
Greenway Baptist Church,Clinton,TN,37716,36.103413,-84.131863
Grace Fellowship Baptist Church,Hattiesburg,MS,39401,31.327119,-89.290339
Ephraim Baptist Church of the Deaf,Florissant,MO,63031,38.791968,-90.32278
Heritage Baptist Church,Grayson,GA,30017,33.894273,-83.95574
Iglesia Bautista Nueva Jerusalen,Conroe,TX,77303,30.359845,-95.432941
Heritage Baptist Church,York,PA,17403,39.90675,-76.700895
Fifth Street Baptist Church,Levelland,TX,79336,33.587316,-102.37796
First Baptist Church Port Richey,Port Richey,FL,34668,28.273226,-82.72447
Morgan Street Baptist Church,Peoria,IL,61603,40.715288,-89.585743
Gospel Light Baptist Church,Utica,NY,13501,43.089996,-75.230204
Victoria Independent Baptist Church,Victoria,TX,77905,28.780461,-97.076021
River City Baptist Church,Cape Girardeau,MO,63703,37.303493,-89.523036
Olympia Bible Baptist Church,Olympia,WA,98512,47.005093,-122.930484
The Old Fashioned Baptist Church,Lewistown,PA,17044,40.59924,-77.571382
East Side Baptist Church,Asheboro,NC,27203,35.707915,-79.813645
Troy Baptist Temple,Troy,OH,45373,40.039498,-84.203277
Heritage Baptist Church,Pensacola,FL,32526,30.519263,-87.316257
Grace Baptist Church,Commerce City,CO,80022,39.80832,-104.933868
Resurrection Baptist Church,Cowpens,SC,29330,35.016792,-81.803992
Leroy Independent Baptist Church,Canton,PA,17724,41.656464,-76.853293
Pine Level Baptist Church,Starke,FL,32091,29.944355,-82.110111
Fountain Independent Baptist Church,Fountain,CO,80817,38.682219,-104.700806
Hope Baptist Church,Winder,GA,30680,33.991909,-83.718437
Bible Baptist Church,Cisco,TX,76437,32.382808,-98.979717
Faith Baptist Church,Baldwin,WI,54002,44.966632,-92.374358
Easthill Baptist Church,Bartlett,TN,38135,35.232566,-89.856168
Shield Baptist Church,Chickamauga,GA,30707,34.87115,-85.290247
Majesty Baptist Church,Vancouver,WA,98661,45.647068,-122.621396
Midway Baptist Church,Lewes,DE,19958,38.773396,-75.137957
Grace Baptist Church,Morganton,NC,28655,35.745429,-81.687084
Sunray Bible Baptist Church,,TX,79086,36.01,-101.82
Grace Baptist Church,Dickson,TN,37055,36.076653,-87.38701
Standing Stone Baptist Church,Monterey,TN,38574,36.147564,-85.268302
Happy Valley Baptist Church,Somerset,PA,15501,40.008411,-79.078083
Sandstone Baptist Church,Corbin,KY,40701,36.948699,-84.096876
Bible Baptist Church,Hammond,LA,70403,30.493886,-90.467794
Bible Baptist Church,Sardinia,OH,45171,39.007845,-83.808538
New Hope Baptist Church,Lenoir,NC,28645,35.91402,-81.538985
Bible Baptist Church of Coquille,Coquille,OR,97423,43.177055,-124.187608
Julien Baptist Church,Gracey,KY,42232,36.878103,-87.662234
Unity Baptist Church,Sale Creek,TN,37373,35.382292,-85.108845
Hillcrest Heights Baptist Church,Oklahoma City,OK,73119,35.420356,-97.558381
Grace Bible Baptist Church,Catonsville,MD,21228,39.27205,-76.731846
Gospel Light Baptist Church,Sunbury,OH,43074,40.242562,-82.859067
Hill Creek Baptist Church,Whitehouse,TX,75791,32.226867,-95.225928
South Side Bible Church,Battle Creek,MI,49015,42.296067,-85.204648
Pinecrest Baptist Church,McDonough,GA,30253,33.447336,-84.146862
First Baptist Church,Lawtey,FL,32058,30.044128,-82.071773
Faith Baptist Church,Matheny,WV,24860,37.665049,-81.60066
Cedar Grove Baptist Church,Newton,MS,39345,32.321255,-89.163393
San Pedro Valley Baptist Church,Dudleyville,AZ,85192,32.987566,-110.770939
Hampton Park Baptist Church,Greenville,SC,29609,34.883411,-82.398179
Community Baptist Church,San Marcos,TX,78666,29.882644,-97.940583
Open Bible Baptist Church,East Palatka,FL,32131,29.658303,-81.598414
Wichita Falls Baptist Church,Wichita Falls,TX,76301,33.913709,-98.493387
Monnett Road Baptist Church,Julian,NC,27283,35.905136,-79.660304
New Heights Baptist Church,Harrison,ME,04040,44.06,-70.66
Bible Way Baptist Church,Dallas,TX,75216,32.71041,-96.800674
Trinity Baptist Temple,Fort Worth,TX,76179,32.857329,-97.387155
Grace Baptist Church,Danville,KY,40422,37.645649,-84.772182
Northside Baptist Church,Pembroke,GA,31321,32.136033,-81.622057
Elizabeth Missionary Baptist Church,Marshville,NC,28103,34.988486,-80.367009
West Chester Baptist Church,West Chester,OH,45069,39.330336,-84.408275
Cleveland Heights Baptist Church,Lakeland,FL,33803,28.015302,-81.956375
Cornerstone Baptist Church,,TX,76234,33.234283,-97.586139
Gospel Baptist Church,Greenville,SC,29605,34.801824,-82.388849
Harmony Missionary Baptist Church,Camden,TN,38320,36.058949,-88.097815
Tabernacle Baptist Church,High Point,NC,27265,36.008786,-80.00744
Calvary Baptist Church,Linesville,PA,16424,41.656166,-80.423956
Gospel Light Baptist Church,Fallon,MO,63366,38.791037,-90.703911
Berea Baptist Church,Asheville,NC,28805,35.597025,-82.496252
Calvary Baptist Church,Cookeville,TN,38501,36.162389,-85.499706
Northstar Baptist Church,Fairbanks,AK,99709,64.847992,-147.827203
Victory Baptist Church,Commerce,TX,75428,33.244262,-95.900635
Bible Baptist Church,Hendersonville,TN,37075,36.304918,-86.621443
York Baptist Temple,,VA,23692,37.168893,-76.466522
Liberty Baptist Church,Yuma,AZ,85365,32.675368,-114.560561
Trailwood Baptist Church,Grand Prairie,TX,75052,32.679197,-97.026105
Grace Baptist Church,Newport,TN,37821,35.967041,-83.187658
Middletown Baptist Church,Middletown,DE,19709,39.449686,-75.716681
Bible Believing Baptist Church,Gray,ME,04039,43.886016,-70.331726
Bible Baptist Church,,GA,30741,34.983376,-85.28603
New Life Baptist Church,Madison,MS,39110,32.461809,-90.115364
Shawnee Mission Baptist Temple,Shawnee,KS,66218,39.028446,-94.833352
Open Bible Baptist Church,Swansea,SC,29160,33.738209,-81.097873
Bible Baptist Church,Hopewell,VA,23860,37.304315,-77.2872
Faith Baptist Church,Ludowici,GA,31316,31.709796,-81.743085
Mount Olive Baptist Church,Arlington,TX,76011,32.758749,-97.100638
Main Street Baptist Church,Harbor Springs,MI,49740,45.431676,-84.991999
Antioch Baptist Church,Reidsville,NC,27320,36.354859,-79.664475
Iglesia Bautista Buenas Nuevas,Chesapeake,VA,23321,36.830177,-76.406781
Rolling Hills Baptist Church,Nancy,KY,42544,37.071628,-84.747969
Canaan Baptist Church,Charleston,WV,25302,38.367444,-81.649203
Lighthouse Baptist Church,Vacaville,CA,95688,38.356577,-121.987744
First Baptist Church,Leavenworth,KS,66048,39.311326,-94.922759
Calvary Baptist Church,Wellington,TX,79095,34.856166,-100.213726
Northwest Baptist Church,Tampa,FL,33614,28.009901,-82.502976
Brigman Hill Baptist Church,Corinth,MS,38834,34.93436,-88.522335
Grace Independent Baptist Church,Walhalla,SC,29691,34.764818,-83.064042
Gethsemane Baptist Church,Glasgow,KY,42141,36.995906,-85.912484
Anchor Baptist Church,Millington,TN,38053,35.341475,-89.897308
Green Valley Baptist Church,Royal,VA,22630,38.907985,-78.181555
Maranatha Baptist Church,Jacksonville,NC,28546,34.764941,-77.378307
Indian Hills Baptist Church,Shreveport,LA,71107,32.522183,-93.765194
Bethel Independent Baptist Church,Glasgow,KY,42141,36.995906,-85.912484
Kenwood Baptist Church,Gulfport,MS,39503,30.456625,-89.077508
Emmanuel Baptist Church,Farmersburg,IN,47850,39.248651,-87.381963
Shalom Baptist Church,Forest Hills,NY,11375,40.726904,-73.848933
Ellis Baptist Church,Ellis,KS,67637,38.938066,-99.560667
Rocky Branch Bethel Baptist Church,Walland,TN,37886,35.728142,-83.813231
Old Faith Baptist Church,Las Vegas,NV,89107,36.170534,-115.225656
Grace Baptist Church,Lancaster,PA,17603,40.036342,-76.314434
Temple Baptist Church,Fircrest,WA,98466,47.229386,-122.535575
Nittany Baptist Church,State College,PA,16801,40.810929,-77.83288
Second Avenue Missionary Baptist Church,Corsicana,TX,75110,32.091299,-96.464682
Light of Warren Baptist Church,Warren,PA,16365,41.843949,-79.145045
Central Baptist Church,McKinney,TX,75071,33.215144,-96.673171
Bible Baptist Church,Belva,WV,26656,38.231217,-81.192053
Davidson Baptist Church,Hazard,KY,41701,37.24954,-83.193228
Tri-County Baptist Church,Elk River,MN,55330,45.303854,-93.567183
Immanuel Baptist Church,Florence,KY,41042,38.99895,-84.626611
Calvary Baptist Church,Woodville,TX,75979,30.7759,-94.417826
Faith Baptist Church,Corona,NY,11368,40.743165,-73.865815
Central Baptist Church,Gillette,WY,82718,44.267226,-105.505214
Sardis Baptist Church,Gainesville,GA,30506,34.340838,-83.909869
Friendship Baptist Church,Sevierville,TN,37862,35.868146,-83.561835
Emmanuel Baptist Church,Greenwood,SC,29649,34.1954,-82.161788
Shippensburg Independent Baptist Church,Shippensburg,PA,17257,40.05072,-77.520549
Christway Baptist Church,Zephyrhills,FL,33542,28.23362,-82.181195
Bible Baptist Church,Oak Harbor,WA,98277,48.293156,-122.643225
Bible Baptist Church,Darby,PA,19082,39.954365,-75.265156
Bible Baptist Church,Cle Elum,WA,98922,47.195242,-120.940063
Bethel Baptist Church,Wichita,KS,67203,37.70509,-97.358094
Lighthouse Baptist Church,Dennison,IL,62423,39.460869,-87.597803
Kishwaukee Baptist Church,Rockford,IL,61109,42.22,-89.06
First Baptist Church,Onaway,MI,49765,45.357512,-84.223903
Moraine Heights Baptist Church,Dayton,OH,45459,39.645207,-84.158101
Harvest Hills Baptist Church,Gallatin,TN,37066,36.388303,-86.44759
Fairview Baptist Church,,,42171,-6.176222,106.182729
Graham Road Baptist Church,Cuyahoga Falls,OH,44221,41.134821,-81.484809
Lifeway Baptist Church,Cranberry Township,PA,16066,40.709934,-80.106051
Mountain View Baptist Church,Las Vegas,NV,89149,36.290222,-115.292857
Macedonia Missionary Baptist Church,Greenfield,IN,46140,39.78551,-85.768198
Cornerstone Independent Baptist Church,Rocky Mount,NC,27803,35.92637,-77.824508
Wintersville Baptist Temple,Wintersville,OH,43953,40.371788,-80.705292
Bible Baptist Church,Supply,NC,28462,34.017672,-78.267499
Grace Baptist Church,Milford,CT,06461,41.223762,-73.083481
Blessed Hope Baptist Church,Mount Pleasant,WI,53406,42.712808,-87.845978
Bible Baptist Church of Great Falls MT,Great Falls,MT,59404,47.509687,-111.322848
Bible Believers Baptist Church,Metairie,LA,70001,29.989993,-90.150543
Plymouth Bible Baptist Church,Plymouth,IA,50464,43.245796,-93.122981
Emmanuel Baptist Church,Newnan,GA,30265,33.385058,-84.725502
First Baptist Church,Steamboat Springs,CO,80487,40.4848,-106.831736
Steiner Independent Baptist Church,Morgan,TX,76671,32.016193,-97.607328
Victory Baptist Church,Sunset,TX,76270,33.452054,-97.7667
Tabernacle Baptist Church,King George,VA,22485,38.346736,-77.058487
Bible Baptist Church,Neodesha,KS,66757,37.418393,-95.680258
New Testament Baptist Church,Pantego,TX,76013,32.71867,-97.144785
Faith Baptist Church,Ottumwa,IA,52501,41.020015,-92.411296
Mayfield Bible Baptist Church,Beaver Falls,PA,15010,40.75201,-80.31923
Midwestern Baptist Church,Omaha,NE,68114,41.266859,-96.054904
Westside Baptist Church,Katy,TX,77449,29.859403,-95.719117
Mountain Springs Baptist Church,Livingston,MT,59047,45.662436,-110.56104
Temple Baptist Church,Texas City,TX,77590,29.396013,-94.917549
Watertown Baptist Temple,Watertown,NY,13601,43.974784,-75.910757
Calvary Baptist Church,Bozeman,MT,59718,45.683318,-111.078091
Elk Point Baptist Church,Elk Point,SD,57025,42.68333,-96.683648
Bible Baptist Church,Enid,OK,73701,36.396762,-97.879134
Tabernacle Baptist Church,Zebulon,NC,27597,35.822168,-78.313199
Pine River Valley Baptist Church,Ignacio,CO,81137,37.115004,-107.633113
New Testament Baptist Church,Goodlettsville,TN,37072,36.331307,-86.711581
Landmark Baptist Church,Elkins,WV,26241,38.925927,-79.846655
Bible Baptist Church,Poulsbo,WA,98370,47.739137,-122.63928
Stony Lane Baptist Church,North Kingstown,RI,02852,41.551428,-71.469388
Manitowoc Baptist Church,Manitowoc,WI,54220,44.088606,-87.657584
Open Door Baptist Church,Easley,SC,29640,34.826928,-82.581705
Metropolitan Baptist Church,Wheeling,WV,26003,40.063962,-80.720915
Emmanuel Baptist Church,Mechanicsburg,PA,17050,40.250382,-76.988363
Bible Baptist Church,Pace,FL,32571,30.616396,-87.146109
Bible Baptist Church,St Augustine,FL,32086,29.827632,-81.317708
Wayside Baptist Church,Hillsborough,NC,27278,36.07523,-79.099228
Riverview Baptist Church,Borger,TX,79007,35.67319,-101.390171
Amazing Grace Baptist Church,Wichita,KS,67207,37.665928,-97.23323
Eighth Avenue Baptist Church,Denver,CO,80220,39.73648,-104.917947
Countryside Baptist Church,Statesville,NC,28625,35.811255,-80.865588
Bethel Baptist Church,Rockwell,NC,28138,35.551251,-80.406449
Grace Independent Baptist Church,Lebanon,PA,17046,40.342968,-76.423382
Lory Baptist Church,Julian,WV,25529,38.15755,-81.85577
Happy Valley Baptist Church,Villa Rica,GA,30180,33.732052,-84.919108
