name,city,state,attend,denom,lat,lon
Fairfield Baptist Church,Lithonia, GA,2000,BAPT,33.712331,-84.105194
Calvary Chapel Stone Mountain,Lilburn, GA,2000,CAL,33.890104,-84.142972
Johnson Ferry Baptist Church,Marietta, GA,5000,SBC,33.952847,-84.549615
Overcoming by Faith,Savannah, GA,2000,4SQ,32.080926,-81.091177
Greater Piney Grove Baptist Church,Atlanta, GA,4000,BAPT,33.748992,-84.390264
Peace Baptist Church,Decatur, GA,1800,BAPT,33.773758,-84.296069
Savannah Christian Church,Savannah, GA,7331,CHRISTIAN,32.080926,-81.091177
Roswell United Methodist Church,Roswell, GA,2100,UMC,34.02332,-84.360022
First Baptist Church,Atlanta, GA,4931,SBC,33.748992,-84.390264
Oakwood Baptist Church,Chickamauga, GA,2415,SBC,34.87115,-85.290247
Church of the Apostles,Atlanta, GA,2500,ANGLICAN,33.748992,-84.390264
Turner Chapel Ame Church,Marietta, GA,4400,AME,33.952847,-84.549615
Greenforest Community Baptist Church,Decatur, GA,2300,SBC,33.773758,-84.296069
Athens Church,Athens, GA,2000,UNK,33.959768,-83.376398
Antioch Baptist Church North,Atlanta, GA,4000,NBC,33.748992,-84.390264
Wildwood Baptist Church,Acworth, GA,2500,BGC,34.065933,-84.67688
Mountain Lake Church,Cumming, GA,2500,NONDENOM,34.20732,-84.140193
North Metro Church,Kennesaw, GA,3500,NONDENOM,34.023434,-84.61549
Hebron Baptist Church,Dacula, GA,4266,SBC,33.988717,-83.897957
Maranatha Adventist Church,Atlanta, GA,2100,SDA,33.748992,-84.390264
Burnt Hickory Baptist Church,Powder Springs, GA,2065,SBC,33.859549,-84.683824
New Hope Baptist Church,Fayetteville, GA,2200,SBC,33.448726,-84.454926
Greater Travelers Rest Baptist Church,Decatur, GA,3000,BAPT,33.773758,-84.296069
Destiny Metropolitan Worship Church,Atlanta, GA,3600,NONDENOM,33.748992,-84.390264
First Baptist Church Woodstock,Woodstock, GA,6115,SBC,34.101411,-84.519219
Cathedral At Chapel Hill,Decatur, GA,2000,NONDENOM,33.773758,-84.296069
First Baptist Church,Decatur, GA,2700,SBC,33.773758,-84.296069
The Rock Ministries Inc.,Flowery Branch, GA,2000,NONDENOM,34.185102,-83.925181
Salem Missionary Baptist Church,Lilburn, GA,1800,BAPT,33.890104,-84.142972
Community Bible Church,Stockbridge, GA,3200,NONDENOM,33.544278,-84.233809
Southside Baptist Church,Warner Robins, GA,2100,SBC,32.620097,-83.606568
Elizabeth Baptist Church,Atlanta, GA,6733,SBC,33.748992,-84.390264
Oasis Family Life Church,Dallas, GA,2500,UNK,33.923714,-84.840773
Beulah Missionary Baptist Church,Decatur, GA,5000,MISSBAPT,33.773758,-84.296069
Ingleside Baptist Church,Macon, GA,2000,BAPT,32.840695,-83.632402
Mount Paran Church of God,Atlanta, GA,4000,COG,33.748992,-84.390264
Harvest Church,Byron, GA,2109,UMC,32.637154,-83.723399
First Assembly of God,Griffin, GA,7780,AG,33.246781,-84.26409
New Birth South Metropolitan Church,Jonesboro, GA,10000,UNK,33.521501,-84.353813
Beulahland Bible Church,Macon, GA,3500,NONDENOM,32.840695,-83.632402
Fellowship Bible Church,Roswell, GA,3500,UNK,34.02332,-84.360022
World Changers Church International,College Park, GA,15000,NONDENOM,33.653443,-84.449373
Victory for the World,Stone Mountain, GA,2000,NONDENOM,33.808092,-84.170627
12Stone Church,Lawrenceville, GA,13563,WES,33.956215,-83.987963
Mount Paran Church of God North,Marietta, GA,2000,COG,33.952847,-84.549615
Total Grace Christian Center,Decatur, GA,3000,NONDENOM,33.773758,-84.296069
Saint Philip AME Church,Atlanta, GA,6000,AME,33.748992,-84.390264
Divine Faith Ministries International,Duluth, GA,3300,NONDENOM,34.002857,-84.144105
Saint Paul Christian Methodist Episcopal,Savannah, GA,2500,CME,32.080926,-81.091177
First Redeemer Church,Cumming, GA,3200,SBC,34.20732,-84.140193
Trinity Chapel Church of God,Powder Springs, GA,2100,COG,33.859549,-84.683824
Cascade Hills Church,Columbus, GA,4420,SBC,32.461071,-84.988045
New Mercies Christian Church,Lilburn, GA,7000,CHRISTIAN,33.890104,-84.142972
First Baptist Church Jonesboro,Jonesboro, GA,2000,SBC,33.521501,-84.353813
North Point Community Church,Alpharetta, GA,30629,NONDENOM,34.070958,-84.274733
West Ridge Church,Dallas, GA,4800,SBC,33.923714,-84.840773
Avalon Church,McDonough, GA,1300,SBC,33.447336,-84.146862
Blackshear Place Baptist Church,Flowery Branch, GA,2875,SBC,34.185102,-83.925181
Word of Faith Family Worship Cathedral,Austell, GA,8300,NONDENOM,33.812606,-84.634378
Ray of Hope Christian Church,Decatur, GA,2000,CHRISTIAN,33.773758,-84.296069
Free Chapel Worship Center,Gainesville, GA,13568,NONDENOM,34.297879,-83.824066
NorthStar Church,Kennesaw, GA,2000,SBC,34.023434,-84.61549
Springfield Baptist Church,Conyers, GA,2000,BAPT,33.66761,-84.01769
North Metro First Baptist Church,Lawrenceville, GA,2285,BAPT,33.956215,-83.987963
Mount Bethel United Methodist Church,Marietta, GA,2950,UMC,33.952847,-84.549615
The Church at Chapel Hill,Douglasville, GA,2000,AG,33.751497,-84.747714
Victory World Church,Norcross, GA,8000,NONDENOM,33.941213,-84.213531
Korean Community Presbyterian Church,Duluth, GA,3000,KPCA,34.002857,-84.144105
First Baptist Church Snellville,Snellville, GA,4000,SBC,33.857328,-84.019911
Passion City Church,Atlanta, GA,2000,NONDENOM,33.748992,-84.390264
Mount Pisgah United Methodist Church,Johns Creek, GA,2211,UMC,34.018156,-84.190196
Roswell Street Baptist Church,Marietta, GA,1850,SBC,33.952847,-84.549615
Mount Ephraim Baptist Church,Atlanta, GA,5500,BAPT,33.748992,-84.390264
West Acres Baptist,Evans, GA,2000,BAPT,33.5338,-82.130589
Hopewell Missionary Baptist,Norcross, GA,5000,BAPT,33.941213,-84.213531
Gospel Tabernacle East,Stone Mountain, GA,2000,NONDENOM,33.808092,-84.170627
Berean Christian Church,Stone Mountain, GA,7000,NONDENOM,33.808092,-84.170627
New Birth Missionary Baptist Church,Lithonia, GA,8000,MISSBAPT-NBC,33.712331,-84.105194
Grace Fellowship Church,Snellville, GA,4000,NONDENOM,33.857328,-84.019911
Eagle's Landing First Baptist Church,Mc Donough, GA,2170,SBC,33.447336,-84.146862
Cascade United Methodist Church,Atlanta, GA,1800,UMC,33.748992,-84.390264
Vineville Baptist Church,Macon, GA,2000,UNK,32.840695,-83.632402
Faith Christian Center,Smyrna, GA,2700,NONDENOM,33.883887,-84.514745
Warren Baptist Church,Augusta, GA,1800,BAPT,33.470971,-81.974843
Voices of Faith Ministries,Stone Mountain, GA,6900,SBC,33.808092,-84.170627
Atlanta Berean Church,Atlanta, GA,2500,SDA,33.748992,-84.390264
Rock Bridge Community Church,Dalton, GA,2900,SBC,34.769187,-84.970248
Hope Chapel Kapolei,Kapolei, HI,2500,4SQ,21.334008,-158.077849
New Hope Leeward,Waipahu, HI,4358,4SQ,21.386667,-158.009166
First Assembly of God,Honolulu, HI,2400,AG,21.304547,-157.855676
King's Cathedral Maui,Kahului, HI,5409,AG,20.88941,-156.472712
Word of Life Christian Center,Honolulu, HI,5000,UNK,21.304547,-157.855676
Hope Chapel,Kihei, HI,2000,4SQ,20.747626,-156.45499
Calvary Chapel of Honolulu,Aiea, HI,1800,CAL,21.382222,-157.933611
New Hope Christian Fellowship,Honolulu, HI,11000,4SQ,21.304547,-157.855676
Point of Grace Church,Waukee, IA,2200,NONDENOM,41.611849,-93.884513
Prairie Lakes Church,Cedar Falls, IA,2200,BAPT,42.527412,-92.445318
First Assembly Cedar Rapids,Cedar Rapids, IA,2100,AG,41.975887,-91.670405
Cornerstone Church,Ames, IA,2200,SBC,42.026757,-93.617045
Harvest Bible Chapel,Davenport, IA,2100,CHRISTIAN,41.523644,-90.577637
Third Reformed Church,Pella, IA,2000,RCA,41.408053,-92.916309
Orchard Hill Church,Cedar Falls, IA,2000,RCA,42.527412,-92.445318
Valley Church,West Des Moines, IA,2000,EF,41.564534,-93.759528
Faith Evangelical Free Church,Spirit Lake, IA,2500,EF,43.422184,-95.102217
Lutheran Church of Hope,West Des Moines, IA,10578,ELCA,41.564534,-93.759528
Eagle Christian Church,Eagle, ID,2364,CHRISTIAN,43.695442,-116.354014
Real Life Ministries,Post Falls, ID,7001,CHRISTIAN,47.711011,-116.948088
Capital Christian Center,Meridian, ID,3000,NONDENOM,43.60863,-116.392326
Calvary Chapel Boise,Boise, ID,6000,CAL,43.616616,-116.200886
Vineyard Boise,Boise, ID,2200,VINE,43.616616,-116.200886
Lake City Community Church,Coeur D Alene, ID,1925,AG,47.54112,-116.2343
New Faith Baptist Church International,Matteson, IL,4900,SBC,41.509832,-87.739267
Northwoods Community Church,Peoria, IL,3800,MEN,40.693861,-89.589101
Calvary Temple,Springfield, IL,2500,AG,39.799018,-89.643958
Christ Church of Oak Brook,Oak Brook, IL,2600,NONDENOM,41.832809,-87.92895
New Life Community Church,Chicago, IL,3900,UNK,41.875562,-87.624421
Lighthouse Church of All Nations,Alsip, IL,2000,UNK,41.668922,-87.738662
Eastview Christian Church,Normal, IL,4730,CHRISTIAN,40.509287,-88.98438
Willow Creek Community Church,South Barrington, IL,25743,NONDENOM,42.087726,-88.150813
Life Changers International Church,Hoffman Estates, IL,3000,NONDENOM,42.042726,-88.079278
The Chapel,Libertyville, IL,6010,NONDENOM,42.283079,-87.95313
Rockford First,Rockford, IL,3184,AG,42.271395,-89.093966
Village Church of Gurnee,Gurnee, IL,2000,UNK,42.3703,-87.902019
Central Christian Church,Mt Vernon, IL,1833,CHRISTIAN,38.317272,-88.90312
Victory Cathedral Worship Center,Bolingbrook, IL,4000,UNK,41.70033,-88.071771
Crossroads Community Church,Freeport, IL,2953,AG,42.296686,-89.621227
Heartland Community Church,Rockford, IL,7274,UNK,42.271395,-89.093966
Fellowship Missionary Baptist Church,Chicago, IL,3100,BAPT,41.875562,-87.624421
Highland Avenue Church of the Brethren,Elgin, IL,2500,BRETHREN,42.03726,-88.281099
Christ Church,Fairview Heights, IL,2100,UMC,38.588939,-89.990382
Salem Baptist Church of Chicago,Chicago, IL,9800,UNK,41.875562,-87.624421
Apostolic Faith Church,Chicago, IL,2000,PAW,41.875562,-87.624421
The Moody Church,Chicago, IL,2400,NONDENOM,41.875562,-87.624421
Abundant Faith Christian Center,Springfield, IL,2900,UNK,39.799018,-89.643958
Rock Church,Rockford, IL,5000,UNK,42.271395,-89.093966
Christ Community Church,Saint Charles, IL,4500,UNK,41.913981,-88.312818
Logos Baptist Assembly,Chicago, IL,2200,BAPT,41.875562,-87.624421
Evangelical Free Church of Bloomington,Bloomington, IL,2500,EF,40.479783,-88.993915
New Life Covenant Oakwood Church,Chicago, IL,3000,UNK,41.875562,-87.624421
Family Harvest Church,Tinley Park, IL,2500,NONDENOM,41.573367,-87.784494
College Church,Wheaton, IL,2000,NONDENOM,41.864696,-88.110171
Park Community Church,Chicago, IL,2500,NONDENOM,41.875562,-87.624421
The Orchard Evangelical Free Church,Arlington Heights, IL,2500,EF,42.081156,-87.980216
Rock of Ages Baptist Church,Maywood, IL,3000,BAPT,41.878994,-87.843641
Gracepointe Church,Naperville, IL,2000,NONDENOM,41.77287,-88.147928
Apostolic Church of God,Chicago, IL,10500,PAW,41.875562,-87.624421
Community Christian Church,Naperville, IL,5325,CHRISTIAN,41.77287,-88.147928
Harvest Bible Chapel,Naperville, IL,2500,NONDENOM,41.77287,-88.147928
All Nations Community Church,Homewood, IL,2000,NONDENOM,41.557328,-87.665474
Sweet Holy Spirit Full Gospel Baptist Church,Chicago, IL,4000,BAPT,41.875562,-87.624421
Iglesia De Dios Pentecostal,Chicago, IL,6000,PENT,41.875562,-87.624421
New Life Covenant Ministries,Chicago, IL,12994,AG,41.875562,-87.624421
Calvary Church,Naperville, IL,7070,AG,41.77287,-88.147928
West Side Christian Church,Springfield, IL,2175,CHRISTIAN,39.799018,-89.643958
The Crossing,Quincy, IL,5484,CHRISTIAN,39.935602,-91.409873
Wheaton Bible Church,West Chicago, IL,2500,NONDENOM,41.884751,-88.203961
The Vineyard Church,Urbana, IL,2800,VINE,40.111717,-88.207301
Living Word Christian Center,Forest Park, IL,4500,NONDENOM,41.879476,-87.81367
The Compass Church,Naperville, IL,2250,EF,41.77287,-88.147928
Harvest Bible Chapel,Rolling Meadows, IL,13916,CHRISTIAN,42.084194,-88.013128
Parkview Christian Church,Orland Park, IL,7093,CHRISTIAN,41.630663,-87.853629
Heritage Church,Rock Island, IL,2600,WES,41.509477,-90.578748
Trinity United Church of Christ,Chicago, IL,7500,UCC,41.875562,-87.624421
Chicago Church of Christ,Elmhurst, IL,2500,ICC,41.899475,-87.940342
Valley Kingdom Ministries International,South Holland, IL,3400,NONDENOM,41.600868,-87.606989
Christ Universal Temple,Chicago, IL,3200,NONDENOM,41.875562,-87.624421
Broadview Missionary Baptist Church,Broadview, IL,2500,BAPT,41.86392,-87.853393
Crossroads Community Church,Kokomo, IN,2700,UNK,40.486444,-86.133635
Memorial Baptist Church,Evansville, IN,2000,BAPT,37.974765,-87.555848
East 91st Street Christian Church,Indianapolis, IN,3832,CHRISTIAN,39.768333,-86.15835
Madison Park Church of God,Anderson, IN,2000,COG,40.10532,-85.680254
Saint Luke's United Methodist Church,Indianapolis, IN,3108,UMC,39.768333,-86.15835
Nappanee Missionary Church,Nappanee, IN,3000,UNK,41.442786,-86.00137
Bethel Temple Community Church,Evansville, IN,2000,NONDENOM,37.974765,-87.555848
Emmanuel Church of Greenwood,Greenwood, IN,2500,BAPT,39.613658,-86.106653
Northview Church,Carmel, IN,6595,NONDENOM,39.978802,-86.118926
Traders Point Christian Church,Whitestown, IN,4197,CHRISTIAN,39.997263,-86.34583
The Chapel,Fort Wayne, IN,2700,NONDENOM,41.07999,-85.138602
First Assembly,Fort Wayne, IN,1800,AG,41.07999,-85.138602
Calvary Tabernacle,Indianapolis, IN,3000,UPCI,39.768333,-86.15835
Northside Christian Church,New Albany, IN,5006,CHRISTIAN,38.285625,-85.824131
Mount Pleasant Christian Church,Greenwood, IN,3232,CHRISTIAN,39.613658,-86.106653
Warsaw Community Church,Warsaw, IN,3500,BRETHREN,41.238102,-85.853054
Faith Church,Dyer, IN,3500,RCA,41.494202,-87.521707
First Baptist Church,Hammond, IN,13426,BAPT,41.583366,-87.500043
Family Christian Center,Munster, IN,15540,NONDENOM,41.56448,-87.512541
Granger Community Church,Granger, IN,5169,UMC,41.753382,-86.110838
White River Christian Church,Noblesville, IN,2290,CHRISTIAN,40.045592,-86.008596
Blackhawk Baptist Church,Fort Wayne, IN,2000,BGC,41.07999,-85.138602
New Life Worship Center,Indianapolis, IN,2250,NONDENOM,39.768333,-86.15835
Kingsway Christian Church,Avon, IN,2549,CHRISTIAN,39.762823,-86.399717
Pathway Community Church,Fort Wayne, IN,3000,NONDENOM,41.07999,-85.138602
Plainfield Christian Church,Plainfield, IN,1956,CHRISTIAN,39.704212,-86.399439
Liberty Bible Church,Chesterton, IN,1800,EF,41.610594,-87.064199
Mount Olive Missionary Baptist Church,Indianapolis, IN,2500,MISSBAPT,39.768333,-86.15835
Connection Pointe Christian Church,Brownsburg, IN,3546,CHRISTIAN,39.843377,-86.397774
Fellowship Missionary Church,Fort Wayne, IN,2300,UNK,41.07999,-85.138602
Christian Fellowship Church,Evansville, IN,3200,NONDENOM,37.974765,-87.555848
Bethel Church,Crown Point, IN,2500,GBA,41.416981,-87.365314
New Beginnings Fellowship Church,Indianapolis, IN,3000,NONDENOM,39.768333,-86.15835
Sherwood Oaks Christian Church,Bloomington, IN,2588,CHRISTIAN,39.16704,-86.534288
College Park Church,Indianapolis, IN,3800,NONDENOM,39.768333,-86.15835
The Bridge Community Church,Decatur, IN,2000,NONDENOM,40.830603,-84.929133
Concordia Lutheran Church,Fort Wayne, IN,1800,LUTH,41.07999,-85.138602
Lakeview Christian Center,Indianapolis, IN,2000,AG,39.768333,-86.15835
Eastern Star Church,Indianapolis, IN,10000,NBC,39.768333,-86.15835
Grace Community Church,Noblesville, IN,5000,EF,40.045592,-86.008596
Indian Creek Christian Church,Indianapolis, IN,4532,CHRISTIAN,39.768333,-86.15835
Calvary Temple,Indianapolis, IN,2100,UPC,39.768333,-86.15835
Christ Gospel Church,Jeffersonville, IN,2500,NONDENOM,38.277023,-85.73716
Crossroads Christian Church,Evansville, IN,3550,CHRISTIAN,37.974765,-87.555848
Heartland Church,Indianapolis, IN,2000,NONDENOM,39.768333,-86.15835
Church of the Resurrection,Leawood, KS,10137,UMC,38.966673,-94.616901
College Church of the Nazarene,Olathe, KS,2174,NAZ,38.883886,-94.81887
Heartland Community Church,Olathe, KS,2000,EPC,38.883886,-94.81887
Westside Family Church,Lenexa, KS,5100,SBC,38.969746,-94.784584
Pathway Church,Wichita, KS,3012,CHRISTIAN,37.692236,-97.337545
Central Christian Church,Wichita, KS,3245,CHRISTIAN,37.692236,-97.337545
Lenexa Christian Center,Shawnee Mission, KS,3000,AG,39.041672,-94.720238
NewSpring Church,Wichita, KS,2000,UNK,37.692236,-97.337545
Central Community Church,Wichita, KS,2100,COGA,37.692236,-97.337545
Olathe Bible Church,Olathe, KS,2200,UNK,38.883886,-94.81887
Saint Stephen Church,Louisville, KY,10714,NONDENOM,38.254238,-85.759407
Crossroads Christian Church,Lexington, KY,2570,NONDENOM,38.046407,-84.497039
Highview Baptist Church,Louisville, KY,3254,SBC,38.254238,-85.759407
Owensboro Christian Church,Owensboro, KY,2052,CHRISTIAN,37.774215,-87.11333
Immanuel Baptist Church,Lexington, KY,2000,SBC,38.046407,-84.497039
Quest Community Church,Lexington, KY,3400,UNK,38.046407,-84.497039
Heartland Worship Center,Paducah, KY,1800,UNK,37.083389,-88.600048
Living Hope Baptist Church,Bowling Green, KY,2100,SBC,36.99032,-86.443602
Northeast Christian Church,Louisville, KY,2652,CHRISTIAN,38.254238,-85.759407
Southland Christian Church,Nicholasville, KY,12524,CHRISTIAN,37.880634,-84.572996
Sojourn Community Church,Louisville, KY,3476,UNK,38.254238,-85.759407
Evangel World Prayer Center,Louisville, KY,4800,AG,38.254238,-85.759407
First Church of Christ,Burlington, KY,2506,CHRISTIAN,39.02756,-84.724113
Valley View Church,Louisville, KY,2497,SBC,38.254238,-85.759407
Seven Hills Church,Florence, KY,3000,UNK,38.99895,-84.626611
Canaan Christian Church,Louisville, KY,2500,BAPT,38.254238,-85.759407
Southeast Christian Church,Louisville, KY,21764,CHRISTIAN,38.254238,-85.759407
Bates Memorial Baptist Church,Louisville, KY,3000,SBC,38.254238,-85.759407
Hillvue Heights Church,Bowling Green, KY,4825,SBC,36.99032,-86.443602
Saint Matthews Baptist Church,Louisville, KY,8300,SBC,38.254238,-85.759407
Victory Fellowship,Metairie, LA,2000,AG,29.989993,-90.150543
The Simple Church,Bossier City, LA,5000,NONDENOM,32.536936,-93.695269
Saint Timothy Northshore United Methodist,Mandeville, LA,1973,UMC,34.064135,-118.492575
Word of Life Center,Shreveport, LA,2500,NONDENOM,32.522183,-93.765194
First Baptist Lafayette,Lafayette, LA,4000,SBC,30.22409,-92.019843
Celebration Church,Metairie, LA,3260,SBC,29.989993,-90.150543
First Baptist West Monroe,West Monroe, LA,2402,SBC,32.518478,-92.147635
Our Saviors Church,Lafayette, LA,4600,NONDENOM,30.22409,-92.019843
Glad Tidings Assembly of God,Lake Charles, LA,2689,AG,30.226595,-93.217376
First Baptist Church,Bossier City, LA,2100,SBC,32.536936,-93.695269
Crossroads Church,Lafayette, LA,2400,AG,30.22409,-92.019843
Life Center Ministries,New Orleans, LA,6500,UNK,29.949932,-90.070116
Church of the King,Mandeville, LA,5000,UNK,34.064135,-118.492575
Healing Place Church,Baton Rouge, LA,7200,NONDENOM,30.44596,-91.18738
The Pentecostals,West Monroe, LA,2050,UPCI,32.518478,-92.147635
Broadmoor Baptist Church,Shreveport, LA,2300,SBC,32.522183,-93.765194
Living Faith Christian Center,Baton Rouge, LA,4750,NONDENOM,30.44596,-91.18738
Greater Saint Stephen Full Gospel Baptist,New Orleans, LA,10000,BAPT,29.949932,-90.070116
East Bayou Baptist Church,Lafayette, LA,2250,SBC,30.22409,-92.019843
The Vineyard Church,Kenner, LA,2000,VINE,29.994227,-90.241781
First Baptist Church,Covington, LA,1800,SBC,30.47547,-90.100911
Family Worship Center,Baton Rouge, LA,4000,UNK,30.44596,-91.18738
Bethany World Prayer Center,Baker, LA,8000,NONDENOM,64.3016045,-96.07721699999999
Franklin Avenue Baptist Church,New Orleans, LA,4000,SBC,29.949932,-90.070116
Pentecostals of Alexandria,Alexandria, LA,2800,UPCI,31.311248,-92.444909
Park Street Church,Boston, MA,2000,UNK,42.360253,-71.058291
Calvary Chapel of Boston,Rockland, MA,3700,CAL,42.130656,-70.916155
Church of the Larger Fellowship,Boston, MA,2500,UUA,42.360253,-71.058291
Liberty Churches,Shrewsbury, MA,2100,AG,42.283828,-71.717287
Grace Chapel,Lexington, MA,3000,NONDENOM,42.447318,-71.2245
Morning Star Baptist Church,Mattapan, MA,2100,BAPT,42.272321,-71.086995
Jubilee Christian Church,Mattapan, MA,7000,COGA,42.272321,-71.086995
Boston Church of Christ,Waltham, MA,2200,ICOC,42.37564,-71.2358
Springs Church,Winnipeg, MB,7500,UNK,49.895537,-97.138458
Church of the Rock,Winnipeg, MB,2500,NONDENOM,49.895537,-97.138458
Calvary Temple,Winnipeg, MB,2000,NONDENOM,49.895537,-97.138458
The Meeting Place,Winnipeg, MB,5000,MEN,49.895537,-97.138458
Southland Community Church,Steinbach, MB,3300,UNK,49.530557,-96.69342
Fourth Presbyterian Church,Bethesda, MD,1800,EPC,38.984827,-77.094646
Soul Factory,Forestville, MD,5000,NONDENOM,38.845113,-76.874972
Grace Fellowship Church,Timonium, MD,3000,NONDENOM,39.436844,-76.618704
Bethel African Methodist Episcopal Church,Baltimore, MD,2000,AME,39.290882,-76.610759
Sligo Seventh Day Adventist,Tacoma Park, MD,2000,SDA,38.977888,-77.007477
Ark of Safety Christian Church,Upper Marlboro, MD,2000,NONDENOM,38.81398,-76.757589
Mount Pleasant Church And Ministries,Baltimore, MD,8000,NONDENOM,39.290882,-76.610759
Bethel World Outreach Church,Silver Spring, MD,2000,UNK,38.995946,-77.027623
Southern Baptist Church,Baltimore, MD,2500,SBC,39.290882,-76.610759
Evangel Cathedral,Upper Marlboro, MD,4000,COG,38.81398,-76.757589
Covenant Life,Gathersburg, MD,3300,NONDENOM,39.139919,-77.192922
LifePoint Church,Reisterstown, MD,2000,UNK,39.469549,-76.829421
Zion Church,Largo, MD,3000,NONDENOM,38.88631,-76.83198
From the Heart Church Ministries,Temple Hills, MD,7000,NONDENOM,38.814002,-76.94553
Empowerment Temple,Baltimore, MD,7000,UNK,39.290882,-76.610759
Mount Ennon Baptist Church,Clinton, MD,5000,BAPT,38.765115,-76.898306
Cedar Ridge Community Church,Spencerville, MD,2000,UNK,39.114275,-76.97831
Woodstream Church,Mitchellville, MD,2000,BAPT,38.900621,-76.79522
New Shiloh Baptist Church,Baltimore, MD,2000,UNK,39.290882,-76.610759
Church of the Redeemer,Gaithersburg, MD,9407,NONDENOM,39.139919,-77.192922
Bridgeway Community Church,Columbia, MD,3500,NONDENOM,39.215621,-76.858205
Church of the Redeemed of the Lord,Baltimore, MD,2500,UNK,39.290882,-76.610759
The Sanctuary,Capitol Heights, MD,3400,NONDENOM,38.885396,-76.915944
Ebenezer African Methodist Episcopal,Fort Washington, MD,7000,AME,38.712531,-77.01246
Immanuel's Church,Silver Spring, MD,4500,NONDENOM,38.995946,-77.027623
Global Mission Church of Greater Washington,Silver Spring, MD,3000,SBC,38.995946,-77.027623
National Church of God,Fort Washington, MD,2500,COG,38.712531,-77.01246
First Baptist Church of Guilford,Colombia, MD,2000,SBC,6.166326,-75.42527799999999
New Psalmist Baptist Church,Baltimore, MD,6000,BAPT,39.290882,-76.610759
Greater Grace Church,Baltimore, MD,2000,NONDENOM,39.290882,-76.610759
Grace Community Church,Fulton, MD,2700,NONDENOM,39.150941,-76.923031
Mountain Christian Church,Joppa, MD,4270,CHRISTIAN,39.433719,-76.357737
Spirit of Faith Christian Center,Temple Hills, MD,5000,UNK,38.814002,-76.94553
Church of the Open Door,Westminster, MD,2700,BAPT,39.575264,-76.995928
First Baptist Church of Glenarden,Landover, MD,12000,BGC,38.934,-76.89664
Celebration Church,Columbia, MD,2500,COG,39.215621,-76.858205
First Mount Olive Freewill Baptist Church,Randallstown, MD,2500,BAPT,39.367684,-76.795455
NorthRidge Church,Plymouth, MI,9655,NONDENOM,45.006515,-93.46651
Mount Zion,Clarkston, MI,6000,NONDENOM,42.735863,-83.41883
Fair Haven Ministries,Hudsonville, MI,2000,RCA,42.870889,-85.865235
Word of Faith International Christian Center,Southfield, MI,11000,UNK,42.473369,-83.221873
Riverview Church,Holt, MI,2400,UNK,42.641481,-84.520172
Pioneer Memorial Church,Berrien Springs, MI,2500,SDA,41.946434,-86.338897
New Prospect Missionary Baptist Church,Detroit, MI,2000,NBC,42.331551,-83.04664
Grand Rapids First Assembly of God,Grand Rapids, MI,2400,AG,42.963241,-85.667864
Blythefield Hills Baptist Church,Rockford, MI,2020,BAPT,43.119721,-85.559604
Cornerstone United Methodist Church,Caledonia, MI,2000,UNK,42.789119,-85.516339
Grace Christian Church,Sterling Heights, MI,2000,CHRISTIAN,42.580312,-83.030203
Kensington Community Church,Troy, MI,11000,UNK,42.605589,-83.14993
Oak Pointe Church,Novi, MI,3000,NONDENOM,42.48059,-83.475491
Trinity Church,Lansing, MI,3500,UNK,42.733771,-84.555381
Christ Memorial Reformed Church,Holland, MI,2800,RCA,42.787602,-86.109083
Perfecting Church,Detroit, MI,4500,NONDENOM,42.331551,-83.04664
New Saint Paul Tabernacle Church,Detroit, MI,2300,COGIC,42.331551,-83.04664
Apostolic Church of Auburn Hills,Auburn Hills, MI,3000,UPCI,42.687532,-83.234103
Calvary Bible Church,Kalamazoo, MI,2000,NONDENOM,42.291707,-85.587229
Second Ebenezer Church,Detroit, MI,2000,UNK,42.331551,-83.04664
Central Wesleyan Church,Holland, MI,3000,WES,42.787602,-86.109083
Saint Lorenz Lutheran Church,Frankenmuth, MI,1800,LUTH,43.331787,-83.738054
Greater Grace Temple,Detroit, MI,8000,UNK,42.331551,-83.04664
Mars Hill Bible Church,Grandville, MI,12000,NONDENOM,42.909598,-85.763096
Detroit World Outreach Center,Redford, MI,2000,NONDENOM,42.394547,-83.295393
Faith Baptist Church of Waterford,Waterford, MI,5600,BAPT,42.670639,-83.389624
Resurrection Life Church,Grandville, MI,7000,NONDENOM,42.909598,-85.763096
Kentwood Community Church,Kentwood, MI,2581,WES,42.869473,-85.644749
Hartford Memorial Baptist Church,Detroit, MI,5000,BAPT,42.331551,-83.04664
First Wesleyan Church,Battle Creek, MI,2600,WES,42.319255,-85.182427
Ada Bible Church,Ada, MI,7636,NONDENOM,42.959373,-85.496158
Valley Family Church,Kalamazoo, MI,3000,NONDENOM,42.291707,-85.587229
Triumph Church,Detroit, MI,11600,NONDENOM,42.331551,-83.04664
Cornerstone Evangelical Presbyterian,Brighton, MI,1800,EPC,42.562222,-83.730556
Brightmoor Christian Church,Novi, MI,2000,AG,42.48059,-83.475491
Faith Lutheran Church,Troy, MI,2000,LUTH,42.605589,-83.14993
Ward Evangelical Presbyterian Church,Northville, MI,2300,EPC,42.415,-83.492222
Woodside Bible Church,Troy, MI,7174,UNK,42.605589,-83.14993
Calvary Church,Grand Rapids, MI,4500,NONDENOM,42.963241,-85.667864
Mount Hope Church,Lansing, MI,4300,AG,42.733771,-84.555381
Straight Gate International Church,Detroit, MI,2000,NONDENOM,42.331551,-83.04664
